N,K,plan,path,vfft_ns,mkl_ns,vfft_gflops,ratio_vs_mkl,rt_err,route,flip
2506,1,z:ilp,nat-oop,22878,24683,6.184,1.079,6.776e-16,prime,1
2507,1,z:ilp,nat-oop,22736,24618,6.226,1.083,8.325e-16,prime,0
2507,1,z:ilp,nat-oop,22861,24589,6.191,1.076,8.325e-16,prime,1
2508,1,z:ilp,nat-oop,5494,7553,25.775,1.375,1.635e-15,flat,0
2508,1,z:ilp,nat-oop,5506,7550,25.719,1.371,1.635e-15,flat,1
2509,1,z:ilp,nat-oop,22863,24800,6.196,1.085,8.050e-16,prime,0
2509,1,z:ilp,nat-oop,22866,24707,6.196,1.081,8.050e-16,prime,1
2510,1,z:ilp,nat-oop,22877,24728,6.195,1.081,7.551e-16,prime,0
2510,1,z:ilp,nat-oop,22287,24670,6.359,1.107,7.551e-16,prime,1
2511,1,z:ilp,nat-oop,9567,12332,14.822,1.289,1.565e-15,flat,0
2511,1,z:ilp,nat-oop,10379,12334,13.662,1.188,1.565e-15,flat,1
2512,1,z:ilp,nat-oop,22849,24609,6.208,1.077,7.765e-16,prime,0
2512,1,z:ilp,nat-oop,27670,24693,5.127,0.892,7.765e-16,prime,1
2513,1,z:ilp,nat-oop,23026,24745,6.164,1.075,7.084e-16,prime,0
2513,1,z:ilp,nat-oop,23009,24737,6.168,1.075,7.084e-16,prime,1
2514,1,z:ilp,nat-oop,22309,24733,6.365,1.109,8.815e-16,prime,0
2514,1,z:ilp,nat-oop,22845,24732,6.215,1.083,8.815e-16,prime,1
2515,1,z:ilp,nat-oop,23252,24579,6.109,1.057,9.260e-16,prime,0
2515,1,z:ilp,nat-oop,22772,24652,6.238,1.083,9.260e-16,prime,1
2516,1,z:ilp,nat-oop,9511,14282,14.942,1.502,2.586e-15,chain3,0
2516,1,z:ilp,nat-oop,8066,14302,17.619,1.773,2.586e-15,chain3,1
2517,1,z:ilp,nat-oop,22288,24734,6.379,1.110,9.535e-16,prime,0
2517,1,z:ilp,nat-oop,22313,24705,6.372,1.107,9.535e-16,prime,1
2518,1,z:ilp,nat-oop,22268,24737,6.388,1.111,8.322e-16,prime,0
2518,1,z:ilp,nat-oop,22278,24759,6.385,1.111,8.322e-16,prime,1
2519,1,z:ilp,nat-oop,23222,24641,6.128,1.061,1.005e-15,prime,0
2519,1,z:ilp,nat-oop,23202,24662,6.133,1.063,1.005e-15,prime,1
2520,1,z:ilp,nat-oop,3253,4064,43.768,1.249,6.501e-16,chain3,0
2520,1,z:ilp,nat-oop,3145,4070,45.270,1.294,6.501e-16,chain3,1
2521,1,z:ilp,nat-oop,16088,24768,8.853,1.540,1.805e-15,prime,0
2521,1,z:ilp,nat-oop,14794,24693,9.628,1.669,1.805e-15,prime,1
2522,1,z:ilp,nat-oop,22888,36721,6.226,1.604,8.065e-16,prime,0
2522,1,z:ilp,nat-oop,22287,36773,6.394,1.650,8.065e-16,prime,1
2523,1,z:ilp,nat-oop,11474,18896,12.425,1.647,2.540e-15,flat,0
2523,1,z:ilp,nat-oop,11232,18909,12.692,1.683,2.540e-15,flat,1
2524,1,z:ilp,nat-oop,23221,24634,6.142,1.061,1.036e-15,prime,0
2524,1,z:ilp,nat-oop,23319,24605,6.116,1.055,1.036e-15,prime,1
2525,1,z:ilp,nat-oop,22987,24750,6.207,1.077,8.689e-16,prime,0
2525,1,z:ilp,nat-oop,22906,24739,6.229,1.080,8.689e-16,prime,1
2526,1,z:ilp,nat-oop,23306,24711,6.125,1.060,9.056e-16,prime,0
2526,1,z:ilp,nat-oop,23277,24740,6.133,1.063,9.056e-16,prime,1
2527,1,z:ilp,nat-oop,6719,11947,21.255,1.778,1.170e-15,chain3,0
2527,1,z:ilp,nat-oop,6102,11943,23.405,1.957,1.170e-15,chain3,1
2528,1,z:ilp,nat-oop,22723,27446,6.288,1.208,7.472e-16,prime,0
2528,1,z:ilp,nat-oop,22709,27418,6.292,1.207,7.472e-16,prime,1
2529,1,z:ilp,nat-oop,22867,24693,6.251,1.080,9.861e-16,prime,0
2529,1,z:ilp,nat-oop,22343,24733,6.398,1.107,9.861e-16,prime,1
2530,1,z:ilp,nat-oop,6697,9161,21.355,1.368,1.769e-15,chain3,0
2530,1,z:ilp,nat-oop,7002,9146,20.425,1.306,1.769e-15,chain3,1
2531,1,z:ilp,nat-oop,15915,24696,8.990,1.552,2.303e-15,prime,0
2531,1,z:ilp,nat-oop,18141,24616,7.887,1.357,2.303e-15,prime,1
2532,1,z:ilp,nat-oop,22923,24609,6.244,1.074,8.426e-16,prime,0
2532,1,z:ilp,nat-oop,22282,24639,6.424,1.106,8.426e-16,prime,1
2533,1,z:ilp,nat-oop,22346,24742,6.408,1.107,8.390e-16,prime,0
2533,1,z:ilp,nat-oop,22727,24740,6.301,1.089,8.390e-16,prime,1
2534,1,z:ilp,nat-oop,22709,24737,6.309,1.089,7.682e-16,prime,0
2534,1,z:ilp,nat-oop,23314,24715,6.145,1.060,7.682e-16,prime,1
2535,1,z:ilp,nat-oop,4747,5134,30.193,1.082,1.335e-15,chain3,0
2535,1,z:ilp,nat-oop,4344,5151,32.994,1.186,1.335e-15,chain3,1
2536,1,z:ilp,nat-oop,23000,24571,6.234,1.068,9.531e-16,prime,0
2536,1,z:ilp,nat-oop,23010,24625,6.232,1.070,9.531e-16,prime,1
2537,1,z:ilp,nat-oop,22664,39269,6.330,1.733,7.314e-16,prime,0
2537,1,z:ilp,nat-oop,23072,39277,6.218,1.702,7.314e-16,prime,1
2538,1,z:ilp,nat-oop,10761,15589,13.337,1.449,2.270e-15,chain3,0
2538,1,z:ilp,nat-oop,10787,15599,13.305,1.446,2.270e-15,chain3,1
2539,1,z:ilp,nat-oop,23297,24686,6.163,1.060,7.308e-16,prime,0
2539,1,z:ilp,nat-oop,22781,24601,6.303,1.080,7.308e-16,prime,1
2540,1,z:ilp,nat-oop,23280,47214,6.170,2.028,7.098e-16,prime,0
2540,1,z:ilp,nat-oop,22984,47164,6.250,2.052,7.098e-16,prime,1
2541,1,z:ilp,nat-oop,5494,4811,26.156,0.876,1.057e-15,flat,0
2541,1,z:ilp,nat-oop,5398,4818,26.622,0.893,1.057e-15,flat,1
2542,1,z:ilp,nat-oop,18403,19040,7.813,1.035,2.651e-15,flat,0
2542,1,z:ilp,nat-oop,18490,19085,7.776,1.032,2.651e-15,flat,1
2543,1,z:ilp,nat-oop,23269,24663,6.181,1.060,8.214e-16,prime,0
2543,1,z:ilp,nat-oop,23286,24666,6.177,1.059,8.214e-16,prime,1
2544,1,z:ilp,nat-oop,22342,17622,6.441,0.789,7.227e-16,prime,0
2544,1,z:ilp,nat-oop,22363,17601,6.435,0.787,7.227e-16,prime,1
2545,1,z:ilp,nat-oop,22659,24781,6.353,1.094,1.009e-15,prime,0
2545,1,z:ilp,nat-oop,22708,24824,6.340,1.093,1.009e-15,prime,1
2546,1,z:ilp,nat-oop,23350,26010,6.168,1.114,8.266e-16,prime,0
2546,1,z:ilp,nat-oop,26809,26270,5.372,0.980,8.266e-16,prime,1
2547,1,z:ilp,nat-oop,27217,26424,5.294,0.971,9.625e-16,prime,0
2547,1,z:ilp,nat-oop,26767,24714,5.383,0.923,9.625e-16,prime,1
2548,1,z:ilp,nat-oop,4111,4743,35.068,1.154,1.080e-15,flat,0
2548,1,z:ilp,nat-oop,5743,4687,25.100,0.816,1.080e-15,flat,1
2549,1,z:ilp,nat-oop,23301,24717,6.189,1.061,1.080e-15,prime,0
2549,1,z:ilp,nat-oop,30775,24766,4.686,0.805,1.080e-15,prime,1
2550,1,z:ilp,nat-oop,4810,6887,29.998,1.432,1.351e-15,chain3,0
2550,1,z:ilp,nat-oop,4047,6883,35.651,1.701,1.351e-15,chain3,1
2551,1,z:ilp,nat-oop,13980,24605,10.325,1.760,1.927e-15,prime,0
2551,1,z:ilp,nat-oop,14018,24623,10.297,1.756,1.927e-15,prime,1
2552,1,z:ilp,nat-oop,5880,9964,24.559,1.695,1.733e-15,chain3,0
2552,1,z:ilp,nat-oop,7063,10846,20.446,1.536,1.733e-15,chain3,1
2553,1,z:ilp,nat-oop,13851,20066,10.431,1.449,3.091e-15,flat,0
2553,1,z:ilp,nat-oop,14226,20071,10.155,1.411,3.091e-15,flat,1
2554,1,z:ilp,nat-oop,25019,24755,5.777,0.989,7.769e-16,prime,0
2554,1,z:ilp,nat-oop,25302,24767,5.713,0.979,7.769e-16,prime,1
2555,1,z:ilp,nat-oop,23110,33545,6.257,1.451,7.248e-16,prime,0
2555,1,z:ilp,nat-oop,23345,33576,6.194,1.438,7.248e-16,prime,1
2556,1,z:ilp,nat-oop,23263,24853,6.219,1.068,8.095e-16,prime,0
2556,1,z:ilp,nat-oop,22683,24832,6.378,1.095,8.095e-16,prime,1
2557,1,z:ilp,nat-oop,22023,24791,6.572,1.126,9.030e-16,prime,0
2557,1,z:ilp,nat-oop,22018,24743,6.573,1.124,9.030e-16,prime,1
2558,1,z:ilp,nat-oop,22414,24800,6.460,1.106,7.319e-16,prime,0
2558,1,z:ilp,nat-oop,22925,24756,6.316,1.080,7.319e-16,prime,1
2559,1,z:ilp,nat-oop,22350,24705,6.481,1.105,8.325e-16,prime,0
2559,1,z:ilp,nat-oop,23326,24665,6.210,1.057,8.325e-16,prime,1
2560,1,z:ilp,nat-oop,2181,4470,66.438,2.049,4.374e-16,ztt,0
2560,1,z:ilp,nat-oop,2190,4462,66.174,2.037,4.374e-16,ztt,1
2561,1,z:ilp,nat-oop,23082,30379,6.281,1.316,7.455e-16,prime,0
2561,1,z:ilp,nat-oop,23642,30323,6.133,1.283,7.455e-16,prime,1
2562,1,z:ilp,nat-oop,28062,20974,5.169,0.747,8.550e-16,prime,0
2562,1,z:ilp,nat-oop,22763,20915,6.372,0.919,8.550e-16,prime,1
2563,1,z:ilp,nat-oop,29371,30143,4.941,1.026,7.473e-16,prime,0
2563,1,z:ilp,nat-oop,23835,30202,6.088,1.267,7.473e-16,prime,1
2564,1,z:ilp,nat-oop,22692,30210,6.398,1.331,9.440e-16,prime,0
2564,1,z:ilp,nat-oop,22653,30206,6.409,1.333,9.440e-16,prime,1
2565,1,z:ilp,nat-oop,5397,8409,26.914,1.558,1.118e-15,chain3,0
2565,1,z:ilp,nat-oop,4886,8398,29.726,1.719,1.118e-15,chain3,1
2566,1,z:ilp,nat-oop,22865,30326,6.355,1.326,8.746e-16,prime,0
2566,1,z:ilp,nat-oop,22349,30384,6.502,1.360,8.746e-16,prime,1
2567,1,z:ilp,nat-oop,23242,30198,6.255,1.299,9.797e-16,prime,0
2567,1,z:ilp,nat-oop,22351,30156,6.504,1.349,9.797e-16,prime,1
2568,1,z:ilp,nat-oop,31975,40037,4.548,1.252,6.575e-16,prime,0
2568,1,z:ilp,nat-oop,22731,40020,6.398,1.761,6.575e-16,prime,1
2569,1,z:ilp,nat-oop,22311,30291,6.521,1.358,7.621e-16,prime,0
2569,1,z:ilp,nat-oop,22358,30387,6.507,1.359,7.621e-16,prime,1
2570,1,z:ilp,nat-oop,23318,30388,6.242,1.303,7.812e-16,prime,0
2570,1,z:ilp,nat-oop,22696,30277,6.413,1.334,7.812e-16,prime,1
2571,1,z:ilp,nat-oop,22689,30336,6.418,1.337,7.842e-16,prime,0
2571,1,z:ilp,nat-oop,23090,30181,6.307,1.307,7.842e-16,prime,1
2572,1,z:ilp,nat-oop,22707,30220,6.416,1.331,9.277e-16,prime,0
2572,1,z:ilp,nat-oop,22736,30177,6.408,1.327,9.277e-16,prime,1
2573,1,z:ilp,nat-oop,22373,48271,6.515,2.158,8.712e-16,prime,0
2573,1,z:ilp,nat-oop,23260,48296,6.266,2.076,8.712e-16,prime,1
2574,1,z:ilp,nat-oop,6530,4704,22.330,0.720,1.454e-15,flat,0
2574,1,z:ilp,nat-oop,6533,4673,22.321,0.715,1.454e-15,flat,1
2575,1,z:ilp,nat-oop,22331,30163,6.533,1.351,8.799e-16,prime,0
2575,1,z:ilp,nat-oop,23259,30172,6.272,1.297,8.799e-16,prime,1
2576,1,z:ilp,nat-oop,4896,8114,29.809,1.657,1.651e-15,flat,0
2576,1,z:ilp,nat-oop,5333,8110,27.368,1.521,1.651e-15,flat,1
2577,1,z:ilp,nat-oop,22805,30325,6.403,1.330,9.394e-16,prime,0
2577,1,z:ilp,nat-oop,22359,30376,6.530,1.359,9.394e-16,prime,1
2578,1,z:ilp,nat-oop,22924,30305,6.372,1.322,8.993e-16,prime,0
2578,1,z:ilp,nat-oop,22307,30312,6.548,1.359,8.993e-16,prime,1
2579,1,z:ilp,nat-oop,23147,30211,6.313,1.305,1.049e-15,prime,0
2579,1,z:ilp,nat-oop,23652,30182,6.179,1.276,1.049e-15,prime,1
2580,1,z:ilp,nat-oop,8706,14013,16.793,1.610,2.502e-15,flat,0
2580,1,z:ilp,nat-oop,11927,14005,12.258,1.174,2.502e-15,flat,1
2581,1,z:ilp,nat-oop,23308,52844,6.275,2.267,6.388e-16,prime,0
2581,1,z:ilp,nat-oop,23317,52804,6.273,2.265,6.388e-16,prime,1
2582,1,z:ilp,nat-oop,22723,30285,6.440,1.333,8.593e-16,prime,0
2582,1,z:ilp,nat-oop,22710,30312,6.443,1.335,8.593e-16,prime,1
2583,1,z:ilp,nat-oop,14416,17196,10.155,1.193,2.276e-15,chain3,0
2583,1,z:ilp,nat-oop,10784,17166,13.575,1.592,2.276e-15,chain3,1
2584,1,z:ilp,nat-oop,5218,9875,28.064,1.892,1.455e-15,chain3,0
2584,1,z:ilp,nat-oop,5103,9876,28.697,1.935,1.455e-15,chain3,1
2585,1,z:ilp,nat-oop,14999,19752,9.768,1.317,2.111e-15,chain3,0
2585,1,z:ilp,nat-oop,15604,19741,9.390,1.265,2.111e-15,chain3,1
2586,1,z:ilp,nat-oop,22911,30306,6.398,1.323,8.183e-16,prime,0
2586,1,z:ilp,nat-oop,22907,30352,6.399,1.325,8.183e-16,prime,1
2587,1,z:ilp,nat-oop,23167,30190,6.330,1.303,1.131e-15,prime,0
2587,1,z:ilp,nat-oop,23324,30218,6.287,1.296,1.131e-15,prime,1
2588,1,z:ilp,nat-oop,22827,30210,6.427,1.323,8.230e-16,prime,0
2588,1,z:ilp,nat-oop,22840,30198,6.423,1.322,8.230e-16,prime,1
2589,1,z:ilp,nat-oop,22700,30328,6.466,1.336,9.414e-16,prime,0
2589,1,z:ilp,nat-oop,23132,30387,6.345,1.314,9.414e-16,prime,1
2590,1,z:ilp,nat-oop,11621,12655,12.636,1.089,2.630e-15,flat,0
2590,1,z:ilp,nat-oop,9104,12653,16.129,1.390,2.630e-15,flat,1
2591,1,z:ilp,nat-oop,22930,30160,6.406,1.315,8.047e-16,prime,0
2591,1,z:ilp,nat-oop,22807,30167,6.441,1.323,8.047e-16,prime,1
2592,1,z:ilp,nat-oop,2688,4640,54.665,1.726,4.353e-16,ztt,0
2592,1,z:ilp,nat-oop,2697,4645,54.484,1.722,4.353e-16,ztt,1
2593,1,z:ilp,nat-oop,9898,30334,14.855,3.065,1.132e-15,prime,0
2593,1,z:ilp,nat-oop,10116,30324,14.535,2.998,1.132e-15,prime,1
2594,1,z:ilp,nat-oop,22709,30315,6.477,1.335,7.663e-16,prime,0
2594,1,z:ilp,nat-oop,22682,30323,6.485,1.337,7.663e-16,prime,1
2595,1,z:ilp,nat-oop,22858,30292,6.438,1.325,8.289e-16,prime,0
2595,1,z:ilp,nat-oop,22901,30265,6.426,1.322,8.289e-16,prime,1
2596,1,z:ilp,nat-oop,22873,20361,6.436,0.890,7.902e-16,prime,0
2596,1,z:ilp,nat-oop,22306,20353,6.600,0.912,7.902e-16,prime,1
2597,1,z:ilp,nat-oop,24442,23199,6.026,0.949,6.702e-16,prime,0
2597,1,z:ilp,nat-oop,23223,23198,6.342,0.999,6.702e-16,prime,1
2598,1,z:ilp,nat-oop,22728,30333,6.483,1.335,8.306e-16,prime,0
2598,1,z:ilp,nat-oop,22713,30318,6.487,1.335,8.306e-16,prime,1
2599,1,z:ilp,nat-oop,23144,30212,6.369,1.305,7.771e-16,prime,0
2599,1,z:ilp,nat-oop,23165,30202,6.364,1.304,7.771e-16,prime,1
2600,1,z:ilp,nat-oop,4009,4336,36.789,1.082,1.029e-15,flat,0
2600,1,z:ilp,nat-oop,4078,4339,36.165,1.064,1.029e-15,flat,1
2601,1,z:ilp,nat-oop,5242,11452,28.143,2.184,1.982e-15,chain3,0
2601,1,z:ilp,nat-oop,5328,11473,27.691,2.153,1.982e-15,chain3,1
2602,1,z:ilp,nat-oop,23027,30333,6.410,1.317,8.088e-16,prime,0
2602,1,z:ilp,nat-oop,23046,30342,6.405,1.317,8.088e-16,prime,1
2603,1,z:ilp,nat-oop,22738,30215,6.494,1.329,8.806e-16,prime,0
2603,1,z:ilp,nat-oop,22788,30256,6.480,1.328,8.806e-16,prime,1
2604,1,z:ilp,nat-oop,5628,10750,26.249,1.910,1.704e-15,chain3,0
2604,1,z:ilp,nat-oop,7437,10730,19.865,1.443,1.704e-15,chain3,1
2605,1,z:ilp,nat-oop,23141,30358,6.387,1.312,7.768e-16,prime,0
2605,1,z:ilp,nat-oop,23145,30353,6.386,1.311,7.768e-16,prime,1
2606,1,z:ilp,nat-oop,23295,30381,6.347,1.304,8.162e-16,prime,0
2606,1,z:ilp,nat-oop,24899,30440,5.938,1.223,8.162e-16,prime,1
2607,1,z:ilp,nat-oop,23204,37503,6.375,1.616,9.735e-16,prime,0
2607,1,z:ilp,nat-oop,23707,37459,6.240,1.580,9.735e-16,prime,1
2608,1,z:ilp,nat-oop,28762,30253,5.145,1.052,8.659e-16,prime,0
2608,1,z:ilp,nat-oop,22905,30289,6.461,1.322,8.659e-16,prime,1
2609,1,z:ilp,nat-oop,23720,30339,6.241,1.279,9.469e-16,prime,0
2609,1,z:ilp,nat-oop,23133,30350,6.400,1.312,9.469e-16,prime,1
2610,1,z:ilp,nat-oop,9346,10069,15.847,1.077,1.877e-15,flat,0
2610,1,z:ilp,nat-oop,7211,10050,20.539,1.394,1.877e-15,flat,1
2611,1,z:ilp,nat-oop,22404,30352,6.614,1.355,1.030e-15,prime,0
2611,1,z:ilp,nat-oop,22961,30199,6.453,1.315,1.030e-15,prime,1
2612,1,z:ilp,nat-oop,23311,30218,6.359,1.296,7.857e-16,prime,0
2612,1,z:ilp,nat-oop,23170,30279,6.398,1.307,7.857e-16,prime,1
2613,1,z:ilp,nat-oop,23311,31155,6.362,1.336,5.839e-16,prime,0
2613,1,z:ilp,nat-oop,23148,31260,6.407,1.350,5.839e-16,prime,1
2614,1,z:ilp,nat-oop,22931,30432,6.470,1.327,9.542e-16,prime,0
2614,1,z:ilp,nat-oop,22898,30359,6.480,1.326,9.542e-16,prime,1
2615,1,z:ilp,nat-oop,23179,30199,6.404,1.303,9.792e-16,prime,0
2615,1,z:ilp,nat-oop,23182,30254,6.403,1.305,9.792e-16,prime,1
2616,1,z:ilp,nat-oop,23302,42581,6.373,1.827,6.217e-16,prime,0
2616,1,z:ilp,nat-oop,23458,42562,6.330,1.814,6.217e-16,prime,1
2617,1,z:ilp,nat-oop,23719,30407,6.263,1.282,1.153e-15,prime,0
2617,1,z:ilp,nat-oop,32304,30327,4.599,0.939,1.153e-15,prime,1
2618,1,z:ilp,nat-oop,6496,8025,22.880,1.235,1.583e-15,flat,0
2618,1,z:ilp,nat-oop,6299,8024,23.595,1.274,1.583e-15,flat,1
2619,1,z:ilp,nat-oop,28038,30209,5.303,1.077,8.653e-16,prime,0
2619,1,z:ilp,nat-oop,23176,30249,6.416,1.305,8.653e-16,prime,1
2620,1,z:ilp,nat-oop,22704,50418,6.552,2.221,7.896e-16,prime,0
2620,1,z:ilp,nat-oop,23305,50418,6.383,2.163,7.896e-16,prime,1
2621,1,z:ilp,nat-oop,23163,30370,6.425,1.311,6.986e-16,prime,0
2621,1,z:ilp,nat-oop,23280,30359,6.392,1.304,6.986e-16,prime,1
2622,1,z:ilp,nat-oop,9583,11429,15.536,1.193,1.767e-15,flat,0
2622,1,z:ilp,nat-oop,10334,11419,14.408,1.105,1.767e-15,flat,1
2623,1,z:ilp,nat-oop,23228,42166,6.412,1.815,7.593e-16,prime,0
2623,1,z:ilp,nat-oop,23716,42136,6.280,1.777,7.593e-16,prime,1
2624,1,z:ilp,nat-oop,7859,13123,18.961,1.670,2.617e-15,2p,0
2624,1,z:ilp,nat-oop,11801,13127,12.627,1.112,2.617e-15,2p,1
2625,1,z:ilp,nat-oop,4820,4958,30.928,1.029,7.914e-16,flat,0
2625,1,z:ilp,nat-oop,4788,4945,31.135,1.033,7.914e-16,flat,1
2626,1,z:ilp,nat-oop,22710,40477,6.567,1.782,8.252e-16,prime,0
2626,1,z:ilp,nat-oop,22740,40530,6.559,1.782,8.252e-16,prime,1
2627,1,z:ilp,nat-oop,22771,44302,6.552,1.946,8.721e-16,prime,0
2627,1,z:ilp,nat-oop,34502,44263,4.325,1.283,8.721e-16,prime,1
2628,1,z:ilp,nat-oop,23348,26583,6.393,1.139,7.226e-16,prime,0
2628,1,z:ilp,nat-oop,23285,26551,6.411,1.140,7.226e-16,prime,1
2629,1,z:ilp,nat-oop,23271,30364,6.417,1.305,6.969e-16,prime,0
2629,1,z:ilp,nat-oop,23270,30353,6.417,1.304,6.969e-16,prime,1
2630,1,z:ilp,nat-oop,22841,30397,6.541,1.331,7.145e-16,prime,0
2630,1,z:ilp,nat-oop,22821,30359,6.546,1.330,7.145e-16,prime,1
2631,1,z:ilp,nat-oop,22968,30211,6.507,1.315,6.909e-16,prime,0
2631,1,z:ilp,nat-oop,22804,30231,6.554,1.326,6.909e-16,prime,1
2632,1,z:ilp,nat-oop,13952,16145,10.717,1.157,2.329e-15,flat,0
2632,1,z:ilp,nat-oop,14181,16136,10.544,1.138,2.329e-15,flat,1
2633,1,z:ilp,nat-oop,23326,30399,6.413,1.303,9.445e-16,prime,0
2633,1,z:ilp,nat-oop,22363,30390,6.689,1.359,9.445e-16,prime,1
2634,1,z:ilp,nat-oop,23133,30328,6.469,1.311,8.901e-16,prime,0
2634,1,z:ilp,nat-oop,23045,30320,6.494,1.316,8.901e-16,prime,1
2635,1,z:ilp,nat-oop,11864,16007,12.619,1.349,1.704e-15,flat,0
2635,1,z:ilp,nat-oop,8992,16006,16.649,1.780,1.704e-15,flat,1
2636,1,z:ilp,nat-oop,22768,30284,6.579,1.330,7.240e-16,prime,0
2636,1,z:ilp,nat-oop,27097,30314,5.528,1.119,7.240e-16,prime,1
2637,1,z:ilp,nat-oop,22372,30334,6.698,1.356,7.763e-16,prime,0
2637,1,z:ilp,nat-oop,22776,30350,6.579,1.333,7.763e-16,prime,1
2638,1,z:ilp,nat-oop,22365,30342,6.703,1.357,7.975e-16,prime,0
2638,1,z:ilp,nat-oop,22950,30357,6.532,1.323,7.975e-16,prime,1
2639,1,z:ilp,nat-oop,9887,11910,15.169,1.205,1.811e-15,chain3,0
2639,1,z:ilp,nat-oop,11580,11907,12.951,1.028,1.811e-15,chain3,1
2640,1,z:ilp,nat-oop,3371,4154,44.510,1.232,8.591e-16,chain3,0
2640,1,z:ilp,nat-oop,3915,4166,38.325,1.064,8.591e-16,chain3,1
2641,1,z:ilp,nat-oop,23738,30385,6.323,1.280,8.217e-16,prime,0
2641,1,z:ilp,nat-oop,23167,30365,6.479,1.311,8.217e-16,prime,1
2642,1,z:ilp,nat-oop,22413,30460,6.700,1.359,9.362e-16,prime,0
2642,1,z:ilp,nat-oop,22355,30370,6.717,1.359,9.362e-16,prime,1
2643,1,z:ilp,nat-oop,23260,30261,6.459,1.301,8.238e-16,prime,0
2643,1,z:ilp,nat-oop,23349,30246,6.434,1.295,8.238e-16,prime,1
2644,1,z:ilp,nat-oop,22389,30213,6.713,1.349,7.198e-16,prime,0
2644,1,z:ilp,nat-oop,22944,30227,6.550,1.317,7.198e-16,prime,1
2645,1,z:ilp,nat-oop,8546,15204,17.593,1.779,2.011e-15,flat,0
2645,1,z:ilp,nat-oop,8061,15153,18.651,1.880,2.011e-15,flat,1
2646,1,z:ilp,nat-oop,4598,4548,32.712,0.989,8.282e-16,chain3,0
2646,1,z:ilp,nat-oop,5325,4655,28.250,0.874,8.282e-16,chain3,1
2647,1,z:ilp,nat-oop,17457,30181,8.620,1.729,2.368e-15,prime,0
2647,1,z:ilp,nat-oop,18297,30356,8.224,1.659,2.368e-15,prime,1
2648,1,z:ilp,nat-oop,22394,30316,6.723,1.354,8.722e-16,prime,0
2648,1,z:ilp,nat-oop,22877,30290,6.581,1.324,8.722e-16,prime,1
2649,1,z:ilp,nat-oop,23314,30354,6.460,1.302,1.202e-15,prime,0
2649,1,z:ilp,nat-oop,28006,30384,5.378,1.085,1.202e-15,prime,1
2650,1,z:ilp,nat-oop,22390,18581,6.730,0.830,6.928e-16,prime,0
2650,1,z:ilp,nat-oop,22378,18529,6.733,0.828,6.928e-16,prime,1
2651,1,z:ilp,nat-oop,24915,30224,6.050,1.213,1.024e-15,prime,0
2651,1,z:ilp,nat-oop,23398,30331,6.442,1.296,1.024e-15,prime,1
2652,1,z:ilp,nat-oop,4623,7790,32.620,1.685,1.585e-15,chain3,0
2652,1,z:ilp,nat-oop,4546,7753,33.170,1.705,1.585e-15,chain3,1
2653,1,z:ilp,nat-oop,22685,30369,6.650,1.339,8.437e-16,prime,0
2653,1,z:ilp,nat-oop,32612,30417,4.626,0.933,8.437e-16,prime,1
2654,1,z:ilp,nat-oop,23221,30429,6.500,1.310,7.619e-16,prime,0
2654,1,z:ilp,nat-oop,23714,30363,6.365,1.280,7.619e-16,prime,1
2655,1,z:ilp,nat-oop,23215,26950,6.504,1.161,1.029e-15,prime,0
2655,1,z:ilp,nat-oop,22782,26949,6.628,1.183,1.029e-15,prime,1
2656,1,z:ilp,nat-oop,22359,30384,6.756,1.359,6.992e-16,prime,0
2656,1,z:ilp,nat-oop,22398,30425,6.744,1.358,6.992e-16,prime,1
2657,1,z:ilp,nat-oop,32694,30409,4.622,0.930,7.032e-16,prime,0
2657,1,z:ilp,nat-oop,25516,30373,5.923,1.190,7.032e-16,prime,1
2658,1,z:ilp,nat-oop,23316,30343,6.484,1.301,1.013e-15,prime,0
2658,1,z:ilp,nat-oop,23351,30345,6.475,1.300,1.013e-15,prime,1
2659,1,z:ilp,nat-oop,23183,30299,6.524,1.307,7.992e-16,prime,0
2659,1,z:ilp,nat-oop,23737,30195,6.372,1.272,7.992e-16,prime,1
2660,1,z:ilp,nat-oop,5679,7839,26.643,1.380,1.105e-15,flat,0
2660,1,z:ilp,nat-oop,5700,7848,26.547,1.377,1.105e-15,flat,1
2661,1,z:ilp,nat-oop,22721,30415,6.663,1.339,1.046e-15,prime,0
2661,1,z:ilp,nat-oop,34681,30370,4.365,0.876,1.046e-15,prime,1
2662,1,z:ilp,nat-oop,6527,5561,23.204,0.852,1.044e-15,flat,0
2662,1,z:ilp,nat-oop,6656,5565,22.753,0.836,1.044e-15,flat,1
2663,1,z:ilp,nat-oop,23364,30209,6.485,1.293,1.085e-15,prime,0
2663,1,z:ilp,nat-oop,23342,30230,6.491,1.295,1.085e-15,prime,1
2664,1,z:ilp,nat-oop,8072,12638,18.777,1.566,3.467e-15,flat,0
2664,1,z:ilp,nat-oop,10893,12618,13.914,1.158,3.467e-15,flat,1
2665,1,z:ilp,nat-oop,10747,17755,14.110,1.652,3.062e-15,chain3,0
2665,1,z:ilp,nat-oop,14236,17837,10.652,1.253,3.062e-15,chain3,1
2666,1,z:ilp,nat-oop,13636,20606,11.125,1.511,3.676e-15,flat,0
2666,1,z:ilp,nat-oop,20476,20632,7.409,1.008,3.676e-15,flat,1
2667,1,z:ilp,nat-oop,23086,30246,6.574,1.310,7.795e-16,prime,0
2667,1,z:ilp,nat-oop,27833,30312,5.453,1.089,7.795e-16,prime,1
