library,N,l2_error,max_error,rt_error
MKL,2520,2.775e-16,2.916e-16,9.036e-16
VectorFFT,2521,8.528e-16,8.717e-16,2.354e-15
MKL,2521,4.767e-16,4.367e-16,1.845e-15
VectorFFT,2522,5.632e-16,7.294e-16,1.392e-15
MKL,2522,3.352e-16,4.043e-16,1.025e-15
VectorFFT,2523,1.117e-15,2.354e-15,4.000e-15
MKL,2523,3.655e-16,4.284e-16,1.162e-15
VectorFFT,2524,5.539e-16,7.222e-16,1.445e-15
MKL,2524,4.619e-16,4.818e-16,1.327e-15
VectorFFT,2525,5.673e-16,6.286e-16,1.665e-15
MKL,2525,4.661e-16,4.998e-16,1.492e-15
VectorFFT,2526,5.658e-16,7.935e-16,1.457e-15
MKL,2526,4.700e-16,4.366e-16,1.541e-15
VectorFFT,2527,4.866e-16,6.118e-16,1.390e-15
MKL,2527,3.251e-16,4.458e-16,1.015e-15
VectorFFT,2528,5.714e-16,8.265e-16,1.606e-15
MKL,2528,2.799e-16,4.565e-16,8.837e-16
VectorFFT,2529,5.634e-16,7.642e-16,1.375e-15
MKL,2529,4.615e-16,5.077e-16,1.503e-15
VectorFFT,2530,5.054e-16,5.449e-16,1.301e-15
MKL,2530,3.264e-16,3.123e-16,1.141e-15
VectorFFT,2531,9.108e-16,9.847e-16,2.599e-15
MKL,2531,4.736e-16,4.720e-16,1.505e-15
VectorFFT,2532,5.636e-16,6.595e-16,1.406e-15
MKL,2532,4.639e-16,4.504e-16,1.654e-15
VectorFFT,2533,5.565e-16,6.695e-16,1.312e-15
MKL,2533,4.760e-16,5.074e-16,1.494e-15
VectorFFT,2534,5.690e-16,5.791e-16,1.488e-15
MKL,2534,4.707e-16,5.065e-16,1.619e-15
VectorFFT,2535,6.127e-16,8.025e-16,1.554e-15
MKL,2535,4.542e-16,6.809e-16,1.399e-15
VectorFFT,2536,5.680e-16,6.691e-16,1.453e-15
MKL,2536,4.681e-16,4.542e-16,1.542e-15
VectorFFT,2537,5.598e-16,7.059e-16,1.386e-15
MKL,2537,4.252e-16,4.540e-16,1.354e-15
VectorFFT,2538,5.284e-16,6.770e-16,1.167e-15
MKL,2538,3.040e-16,4.513e-16,9.648e-16
VectorFFT,2539,5.577e-16,7.888e-16,1.369e-15
MKL,2539,4.703e-16,4.760e-16,1.440e-15
VectorFFT,2540,5.433e-16,6.842e-16,1.249e-15
MKL,2540,3.412e-16,5.357e-16,1.091e-15
VectorFFT,2541,5.175e-16,5.352e-16,1.671e-15
MKL,2541,4.577e-16,4.253e-16,1.326e-15
VectorFFT,2542,1.249e-15,2.343e-15,5.593e-15
MKL,2542,3.695e-16,3.885e-16,1.110e-15
VectorFFT,2543,5.608e-16,6.726e-16,1.505e-15
MKL,2543,4.660e-16,4.381e-16,1.383e-15
VectorFFT,2544,5.509e-16,7.557e-16,1.407e-15
MKL,2544,2.715e-16,3.751e-16,8.441e-16
VectorFFT,2545,5.559e-16,5.800e-16,1.313e-15
MKL,2545,4.719e-16,4.077e-16,1.540e-15
VectorFFT,2546,5.661e-16,7.654e-16,1.573e-15
MKL,2546,2.975e-16,4.039e-16,1.025e-15
VectorFFT,2547,5.593e-16,7.904e-16,1.422e-15
MKL,2547,4.736e-16,4.631e-16,1.502e-15
VectorFFT,2548,5.770e-16,7.821e-16,1.963e-15
MKL,2548,2.765e-16,3.259e-16,9.176e-16
VectorFFT,2549,5.676e-16,6.355e-16,1.340e-15
MKL,2549,4.772e-16,4.779e-16,1.587e-15
VectorFFT,2550,5.657e-16,5.941e-16,1.383e-15
MKL,2550,3.231e-16,2.845e-16,1.116e-15
VectorFFT,2551,9.619e-16,1.001e-15,2.471e-15
MKL,2551,4.799e-16,4.901e-16,1.532e-15
VectorFFT,2552,4.750e-16,5.114e-16,1.296e-15
MKL,2552,2.642e-16,2.675e-16,8.111e-16
VectorFFT,2553,7.546e-16,9.106e-16,2.718e-15
MKL,2553,3.895e-16,5.387e-16,1.341e-15
VectorFFT,2554,5.784e-16,8.452e-16,1.325e-15
MKL,2554,4.784e-16,5.030e-16,1.489e-15
VectorFFT,2555,5.491e-16,8.257e-16,1.573e-15
MKL,2555,3.342e-16,3.640e-16,1.089e-15
VectorFFT,2556,5.295e-16,6.081e-16,1.484e-15
MKL,2556,2.955e-16,5.023e-16,1.049e-15
VectorFFT,2557,5.561e-16,7.064e-16,1.378e-15
MKL,2557,4.771e-16,6.086e-16,1.532e-15
VectorFFT,2558,5.577e-16,6.982e-16,1.495e-15
MKL,2558,4.764e-16,4.867e-16,1.384e-15
VectorFFT,2559,5.666e-16,6.343e-16,1.388e-15
MKL,2559,4.571e-16,5.408e-16,1.482e-15
VectorFFT,2560,2.988e-16,4.002e-16,9.192e-16
MKL,2560,2.408e-16,3.505e-16,8.541e-16
VectorFFT,2561,5.697e-16,7.637e-16,1.355e-15
MKL,2561,4.515e-16,4.639e-16,1.382e-15
VectorFFT,2562,5.517e-16,6.225e-16,1.420e-15
MKL,2562,2.927e-16,3.232e-16,8.479e-16
VectorFFT,2563,5.462e-16,5.636e-16,1.382e-15
MKL,2563,4.709e-16,4.484e-16,1.731e-15
VectorFFT,2564,5.728e-16,6.385e-16,1.365e-15
MKL,2564,4.412e-16,4.644e-16,1.428e-15
VectorFFT,2565,5.153e-16,6.267e-16,1.272e-15
MKL,2565,5.269e-16,6.002e-16,1.538e-15
VectorFFT,2566,5.485e-16,6.104e-16,1.448e-15
MKL,2566,4.410e-16,4.100e-16,1.286e-15
VectorFFT,2567,5.627e-16,7.877e-16,1.328e-15
MKL,2567,4.522e-16,5.303e-16,1.476e-15
VectorFFT,2568,5.456e-16,7.991e-16,1.441e-15
MKL,2568,3.179e-16,5.034e-16,1.015e-15
VectorFFT,2569,5.520e-16,5.910e-16,1.520e-15
MKL,2569,4.434e-16,4.516e-16,1.450e-15
VectorFFT,2570,5.594e-16,6.771e-16,1.587e-15
MKL,2570,4.435e-16,4.753e-16,1.513e-15
VectorFFT,2571,5.677e-16,6.076e-16,1.228e-15
MKL,2571,4.420e-16,4.112e-16,1.503e-15
VectorFFT,2572,5.835e-16,7.588e-16,1.376e-15
MKL,2572,4.465e-16,3.558e-16,1.361e-15
VectorFFT,2573,5.589e-16,5.695e-16,1.444e-15
MKL,2573,4.933e-16,4.857e-16,1.603e-15
VectorFFT,2574,7.070e-16,9.712e-16,2.615e-15
MKL,2574,2.717e-16,3.125e-16,9.610e-16
VectorFFT,2575,5.471e-16,7.157e-16,1.237e-15
MKL,2575,4.461e-16,5.354e-16,1.489e-15
VectorFFT,2576,4.889e-16,5.201e-16,1.601e-15
MKL,2576,2.547e-16,2.623e-16,7.737e-16
VectorFFT,2577,5.620e-16,6.548e-16,1.323e-15
MKL,2577,4.450e-16,4.630e-16,1.571e-15
VectorFFT,2578,5.487e-16,8.776e-16,1.502e-15
MKL,2578,4.480e-16,5.379e-16,1.584e-15
VectorFFT,2579,5.730e-16,1.032e-15,1.333e-15
MKL,2579,4.509e-16,6.487e-16,1.562e-15
VectorFFT,2580,5.214e-16,5.844e-16,1.747e-15
MKL,2580,2.960e-16,2.888e-16,1.002e-15
VectorFFT,2581,5.600e-16,7.660e-16,1.423e-15
MKL,2581,4.461e-16,4.720e-16,1.573e-15
VectorFFT,2582,5.658e-16,6.629e-16,1.311e-15
MKL,2582,4.472e-16,4.094e-16,1.534e-15
VectorFFT,2583,4.800e-16,6.802e-16,1.333e-15
MKL,2583,4.972e-16,6.481e-16,1.412e-15
VectorFFT,2584,5.516e-16,5.365e-16,1.572e-15
MKL,2584,2.817e-16,2.932e-16,9.527e-16
VectorFFT,2585,4.724e-16,5.643e-16,1.333e-15
MKL,2585,3.211e-16,3.616e-16,9.836e-16
VectorFFT,2586,5.751e-16,8.473e-16,1.568e-15
MKL,2586,4.468e-16,4.456e-16,1.763e-15
VectorFFT,2587,5.551e-16,6.559e-16,1.350e-15
MKL,2587,4.754e-16,4.696e-16,1.783e-15
VectorFFT,2588,5.540e-16,6.098e-16,1.541e-15
MKL,2588,4.540e-16,4.631e-16,1.582e-15
VectorFFT,2589,5.656e-16,8.705e-16,1.299e-15
MKL,2589,4.520e-16,4.135e-16,1.397e-15
VectorFFT,2590,4.829e-16,5.800e-16,1.749e-15
MKL,2590,3.291e-16,3.453e-16,1.070e-15
VectorFFT,2591,5.511e-16,6.137e-16,1.518e-15
MKL,2591,4.619e-16,4.785e-16,1.449e-15
VectorFFT,2592,3.659e-16,3.243e-16,1.283e-15
MKL,2592,2.572e-16,2.206e-16,8.621e-16
VectorFFT,2593,7.515e-16,1.222e-15,2.293e-15
MKL,2593,4.528e-16,4.721e-16,1.496e-15
VectorFFT,2594,5.580e-16,7.962e-16,1.246e-15
MKL,2594,4.503e-16,4.142e-16,1.450e-15
VectorFFT,2595,5.517e-16,6.975e-16,1.356e-15
MKL,2595,4.545e-16,4.646e-16,1.561e-15
VectorFFT,2596,5.491e-16,6.274e-16,1.266e-15
MKL,2596,2.819e-16,3.372e-16,1.112e-15
VectorFFT,2597,5.865e-16,8.630e-16,1.473e-15
MKL,2597,4.686e-16,5.335e-16,1.636e-15
VectorFFT,2598,5.621e-16,7.641e-16,1.608e-15
MKL,2598,4.493e-16,5.398e-16,1.596e-15
VectorFFT,2599,5.649e-16,5.786e-16,1.445e-15
MKL,2599,4.632e-16,4.130e-16,1.544e-15
VectorFFT,2600,5.099e-16,4.963e-16,1.588e-15
MKL,2600,2.721e-16,2.723e-16,8.453e-16
VectorFFT,2601,6.348e-16,6.853e-16,1.480e-15
MKL,2601,5.456e-16,6.736e-16,1.526e-15
VectorFFT,2602,5.528e-16,8.596e-16,1.435e-15
MKL,2602,4.435e-16,5.137e-16,1.478e-15
VectorFFT,2603,5.664e-16,6.305e-16,1.571e-15
MKL,2603,4.694e-16,4.400e-16,1.724e-15
VectorFFT,2604,5.322e-16,6.296e-16,1.333e-15
MKL,2604,2.696e-16,3.184e-16,9.663e-16
VectorFFT,2605,5.688e-16,7.255e-16,1.535e-15
MKL,2605,4.469e-16,4.820e-16,1.512e-15
VectorFFT,2606,5.618e-16,8.205e-16,1.305e-15
MKL,2606,4.463e-16,4.356e-16,1.643e-15
VectorFFT,2607,5.539e-16,6.899e-16,1.243e-15
MKL,2607,3.436e-16,3.713e-16,1.040e-15
VectorFFT,2608,5.504e-16,8.184e-16,1.354e-15
MKL,2608,4.463e-16,3.700e-16,1.374e-15
VectorFFT,2609,5.678e-16,6.921e-16,1.546e-15
MKL,2609,4.497e-16,5.639e-16,1.293e-15
VectorFFT,2610,5.428e-16,6.874e-16,1.622e-15
MKL,2610,2.798e-16,3.285e-16,8.395e-16
VectorFFT,2611,5.610e-16,7.015e-16,1.328e-15
MKL,2611,4.866e-16,4.483e-16,1.729e-15
VectorFFT,2612,5.587e-16,8.509e-16,1.435e-15
MKL,2612,4.463e-16,5.224e-16,1.650e-15
VectorFFT,2613,5.700e-16,7.120e-16,1.550e-15
MKL,2613,3.843e-16,4.764e-16,1.522e-15
VectorFFT,2614,5.531e-16,6.305e-16,1.370e-15
MKL,2614,4.513e-16,4.372e-16,1.423e-15
VectorFFT,2615,5.666e-16,7.708e-16,1.496e-15
MKL,2615,4.496e-16,4.685e-16,1.660e-15
VectorFFT,2616,5.437e-16,7.939e-16,1.456e-15
MKL,2616,3.143e-16,4.014e-16,1.104e-15
VectorFFT,2617,5.713e-16,7.230e-16,1.261e-15
MKL,2617,4.468e-16,4.734e-16,1.357e-15
VectorFFT,2618,6.586e-16,9.042e-16,2.212e-15
MKL,2618,3.015e-16,3.927e-16,8.972e-16
VectorFFT,2619,5.532e-16,6.890e-16,1.332e-15
MKL,2619,4.563e-16,4.952e-16,1.404e-15
VectorFFT,2620,5.647e-16,8.487e-16,1.280e-15
MKL,2620,3.425e-16,4.671e-16,1.185e-15
VectorFFT,2621,5.571e-16,7.596e-16,1.427e-15
MKL,2621,4.506e-16,5.220e-16,1.354e-15
VectorFFT,2622,1.020e-15,2.198e-15,3.236e-15
MKL,2622,2.887e-16,2.979e-16,9.358e-16
VectorFFT,2623,5.592e-16,7.453e-16,1.539e-15
MKL,2623,3.565e-16,4.673e-16,1.363e-15
VectorFFT,2624,3.985e-16,4.436e-16,8.273e-16
MKL,2624,2.571e-16,3.094e-16,8.309e-16
VectorFFT,2625,4.508e-16,5.694e-16,1.391e-15
MKL,2625,4.862e-16,5.184e-16,1.344e-15
VectorFFT,2626,5.660e-16,8.359e-16,1.436e-15
MKL,2626,3.430e-16,4.953e-16,1.055e-15
VectorFFT,2627,5.609e-16,6.877e-16,1.864e-15
MKL,2627,3.300e-16,3.195e-16,1.071e-15
VectorFFT,2628,5.725e-16,8.911e-16,1.601e-15
MKL,2628,3.006e-16,4.173e-16,1.106e-15
VectorFFT,2629,5.555e-16,6.589e-16,1.487e-15
MKL,2629,4.598e-16,4.171e-16,1.466e-15
VectorFFT,2630,5.510e-16,6.406e-16,1.600e-15
MKL,2630,4.498e-16,5.143e-16,1.480e-15
VectorFFT,2631,5.655e-16,7.196e-16,1.392e-15
MKL,2631,4.811e-16,4.434e-16,1.890e-15
VectorFFT,2632,4.900e-16,6.038e-16,1.896e-15
MKL,2632,2.748e-16,3.962e-16,9.563e-16
VectorFFT,2633,5.676e-16,8.167e-16,1.320e-15
MKL,2633,4.868e-16,5.774e-16,1.622e-15
VectorFFT,2634,5.553e-16,5.813e-16,1.412e-15
MKL,2634,4.560e-16,4.318e-16,1.612e-15
VectorFFT,2635,5.939e-16,7.197e-16,1.905e-15
MKL,2635,5.581e-16,5.721e-16,2.187e-15
VectorFFT,2636,5.671e-16,6.832e-16,1.375e-15
MKL,2636,4.531e-16,4.763e-16,1.791e-15
VectorFFT,2637,5.704e-16,7.803e-16,1.593e-15
MKL,2637,4.508e-16,4.249e-16,1.467e-15
VectorFFT,2638,5.503e-16,7.150e-16,1.584e-15
MKL,2638,4.539e-16,4.038e-16,1.333e-15
VectorFFT,2639,5.466e-16,5.269e-16,1.327e-15
MKL,2639,3.646e-16,3.490e-16,1.167e-15
VectorFFT,2640,4.706e-16,5.560e-16,1.442e-15
MKL,2640,2.641e-16,2.683e-16,8.083e-16
VectorFFT,2641,5.576e-16,6.424e-16,1.227e-15
MKL,2641,4.493e-16,4.671e-16,1.573e-15
VectorFFT,2642,5.684e-16,1.070e-15,1.579e-15
MKL,2642,4.484e-16,4.954e-16,1.491e-15
VectorFFT,2643,5.794e-16,6.574e-16,1.402e-15
MKL,2643,4.570e-16,4.113e-16,1.607e-15
VectorFFT,2644,5.422e-16,1.036e-15,1.416e-15
MKL,2644,4.447e-16,4.221e-16,1.376e-15
VectorFFT,2645,9.608e-16,1.226e-15,3.520e-15
MKL,2645,3.124e-16,3.315e-16,9.361e-16
VectorFFT,2646,5.073e-16,6.697e-16,1.547e-15
MKL,2646,2.892e-16,3.583e-16,9.627e-16
VectorFFT,2647,9.679e-16,9.369e-16,2.558e-15
MKL,2647,4.878e-16,4.655e-16,1.829e-15
VectorFFT,2648,5.667e-16,7.329e-16,1.336e-15
MKL,2648,4.494e-16,5.114e-16,1.490e-15
VectorFFT,2649,5.742e-16,7.476e-16,1.323e-15
MKL,2649,4.909e-16,5.453e-16,1.611e-15
VectorFFT,2650,5.663e-16,6.324e-16,1.457e-15
MKL,2650,3.301e-16,3.827e-16,1.010e-15
VectorFFT,2651,5.529e-16,6.712e-16,1.354e-15
MKL,2651,4.719e-16,4.673e-16,1.620e-15
VectorFFT,2652,6.184e-16,5.301e-16,1.641e-15
MKL,2652,2.665e-16,2.689e-16,8.285e-16
VectorFFT,2653,5.678e-16,8.284e-16,1.374e-15
MKL,2653,4.529e-16,6.379e-16,1.445e-15
VectorFFT,2654,5.836e-16,8.577e-16,1.382e-15
MKL,2654,4.479e-16,5.658e-16,1.621e-15
VectorFFT,2655,5.609e-16,6.923e-16,1.440e-15
MKL,2655,3.360e-16,3.415e-16,1.180e-15
VectorFFT,2656,5.701e-16,7.386e-16,1.433e-15
MKL,2656,2.883e-16,2.769e-16,9.227e-16
VectorFFT,2657,5.902e-16,7.052e-16,1.447e-15
MKL,2657,4.618e-16,4.350e-16,1.602e-15
VectorFFT,2658,5.736e-16,5.797e-16,1.398e-15
MKL,2658,4.513e-16,4.109e-16,1.604e-15
VectorFFT,2659,5.758e-16,1.001e-15,1.368e-15
MKL,2659,4.588e-16,4.908e-16,1.476e-15
VectorFFT,2660,4.997e-16,5.683e-16,1.779e-15
MKL,2660,2.823e-16,3.001e-16,8.958e-16
VectorFFT,2661,5.752e-16,7.288e-16,1.403e-15
MKL,2661,4.652e-16,4.888e-16,1.704e-15
VectorFFT,2662,5.725e-16,6.727e-16,2.175e-15
MKL,2662,2.668e-16,2.261e-16,8.114e-16
VectorFFT,2663,5.744e-16,7.537e-16,1.465e-15
MKL,2663,4.893e-16,4.443e-16,1.726e-15
VectorFFT,2664,5.688e-16,7.793e-16,2.012e-15
MKL,2664,2.724e-16,3.078e-16,9.016e-16
VectorFFT,2665,5.302e-16,6.501e-16,1.274e-15
MKL,2665,4.062e-16,4.191e-16,1.205e-15
VectorFFT,2666,1.551e-15,2.169e-15,6.166e-15
MKL,2666,2.915e-16,3.416e-16,9.628e-16
VectorFFT,2667,5.564e-16,6.606e-16,1.525e-15
MKL,2667,4.666e-16,4.157e-16,1.619e-15
VectorFFT,2668,5.272e-16,5.789e-16,1.441e-15
MKL,2668,2.627e-16,2.507e-16,8.449e-16
VectorFFT,2669,5.670e-16,6.916e-16,1.561e-15
MKL,2669,4.434e-16,4.671e-16,1.397e-15
VectorFFT,2670,5.336e-16,7.705e-16,1.322e-15
MKL,2670,3.285e-16,4.309e-16,1.089e-15
VectorFFT,2671,5.667e-16,5.947e-16,1.722e-15
MKL,2671,4.950e-16,4.811e-16,1.543e-15
VectorFFT,2672,5.449e-16,9.254e-16,1.422e-15
MKL,2672,4.532e-16,4.301e-16,1.460e-15
VectorFFT,2673,5.552e-16,6.071e-16,1.640e-15
MKL,2673,5.777e-16,7.294e-16,1.751e-15
VectorFFT,2674,5.859e-16,8.772e-16,1.334e-15
MKL,2674,4.492e-16,4.559e-16,1.476e-15
VectorFFT,2675,5.710e-16,6.220e-16,1.618e-15
MKL,2675,4.598e-16,4.645e-16,1.566e-15
VectorFFT,2676,5.727e-16,8.050e-16,1.429e-15
MKL,2676,4.443e-16,4.459e-16,1.447e-15
VectorFFT,2677,5.631e-16,8.346e-16,1.715e-15
MKL,2677,4.691e-16,6.180e-16,1.672e-15
VectorFFT,2678,5.716e-16,6.240e-16,1.465e-15
MKL,2678,3.464e-16,4.583e-16,1.013e-15
VectorFFT,2679,5.212e-16,5.235e-16,1.512e-15
MKL,2679,4.199e-16,4.685e-16,1.348e-15
VectorFFT,2680,5.404e-16,6.408e-16,1.214e-15
MKL,2680,2.906e-16,2.876e-16,9.283e-16
VectorFFT,2681,5.636e-16,6.885e-16,1.440e-15
MKL,2681,4.465e-16,4.359e-16,1.591e-15
VectorFFT,2682,5.671e-16,6.683e-16,1.538e-15
MKL,2682,3.949e-16,6.502e-16,1.404e-15
VectorFFT,2683,5.745e-16,8.900e-16,1.297e-15
MKL,2683,4.575e-16,5.986e-16,1.841e-15
VectorFFT,2684,5.560e-16,9.247e-16,1.286e-15
MKL,2684,2.815e-16,4.811e-16,1.017e-15
VectorFFT,2685,5.663e-16,7.145e-16,1.342e-15
MKL,2685,4.531e-16,4.187e-16,1.476e-15
VectorFFT,2686,5.653e-16,7.951e-16,1.322e-15
MKL,2686,3.099e-16,4.775e-16,1.015e-15
VectorFFT,2687,5.682e-16,7.521e-16,1.379e-15
MKL,2687,4.634e-16,4.467e-16,1.316e-15
VectorFFT,2688,3.504e-16,4.294e-16,9.778e-16
MKL,2688,2.474e-16,2.741e-16,9.616e-16
VectorFFT,2689,6.532e-16,5.915e-16,1.886e-15
MKL,2689,4.820e-16,4.569e-16,1.698e-15
VectorFFT,2690,5.663e-16,6.353e-16,1.237e-15
MKL,2690,4.475e-16,3.976e-16,1.751e-15
VectorFFT,2691,5.974e-16,6.628e-16,1.501e-15
MKL,2691,3.276e-16,2.919e-16,1.042e-15
VectorFFT,2692,5.660e-16,6.277e-16,1.366e-15
MKL,2692,4.531e-16,4.235e-16,1.447e-15
VectorFFT,2693,5.767e-16,9.874e-16,1.381e-15
MKL,2693,4.583e-16,6.074e-16,1.449e-15
VectorFFT,2694,5.659e-16,8.350e-16,1.360e-15
MKL,2694,4.547e-16,4.257e-16,1.639e-15
VectorFFT,2695,4.877e-16,6.187e-16,1.632e-15
MKL,2695,3.206e-16,4.273e-16,1.016e-15
VectorFFT,2696,5.650e-16,7.427e-16,1.552e-15
MKL,2696,4.550e-16,4.728e-16,1.342e-15
VectorFFT,2697,1.440e-15,2.404e-15,7.010e-15
MKL,2697,3.092e-16,3.070e-16,1.075e-15
VectorFFT,2698,5.575e-16,9.594e-16,1.464e-15
MKL,2698,3.411e-16,4.126e-16,1.050e-15
VectorFFT,2699,5.752e-16,1.054e-15,1.290e-15
MKL,2699,4.491e-16,5.204e-16,1.526e-15
VectorFFT,2700,6.035e-16,7.242e-16,1.781e-15
MKL,2700,2.889e-16,3.167e-16,9.607e-16
VectorFFT,2701,5.711e-16,9.482e-16,1.362e-15
MKL,2701,3.273e-16,3.751e-16,1.199e-15
VectorFFT,2702,5.749e-16,7.250e-16,1.486e-15
MKL,2702,4.479e-16,4.282e-16,1.599e-15
VectorFFT,2703,5.731e-16,7.366e-16,1.438e-15
MKL,2703,4.826e-16,4.702e-16,1.626e-15
VectorFFT,2704,5.791e-16,8.110e-16,1.406e-15
MKL,2704,2.577e-16,2.867e-16,7.987e-16
VectorFFT,2705,5.698e-16,7.935e-16,1.510e-15
MKL,2705,4.521e-16,4.903e-16,1.434e-15
VectorFFT,2706,5.963e-16,8.778e-16,2.166e-15
MKL,2706,2.788e-16,3.036e-16,9.915e-16
VectorFFT,2707,5.640e-16,7.093e-16,1.647e-15
MKL,2707,5.051e-16,5.774e-16,1.633e-15
VectorFFT,2708,5.753e-16,7.259e-16,1.366e-15
MKL,2708,4.502e-16,3.992e-16,1.458e-15
VectorFFT,2709,5.176e-16,4.885e-16,1.414e-15
MKL,2709,4.663e-16,4.738e-16,1.341e-15
VectorFFT,2710,5.642e-16,8.256e-16,1.441e-15
MKL,2710,4.617e-16,4.997e-16,1.521e-15
VectorFFT,2711,5.708e-16,7.069e-16,1.363e-15
MKL,2711,4.907e-16,4.240e-16,1.767e-15
VectorFFT,2712,5.712e-16,8.429e-16,1.323e-15
MKL,2712,3.282e-16,4.279e-16,9.944e-16
VectorFFT,2713,5.852e-16,7.541e-16,1.492e-15
MKL,2713,4.740e-16,5.045e-16,1.710e-15
VectorFFT,2714,5.717e-16,7.252e-16,1.478e-15
MKL,2714,3.321e-16,3.879e-16,1.208e-15
VectorFFT,2715,5.726e-16,6.636e-16,1.402e-15
MKL,2715,4.527e-16,4.670e-16,1.343e-15
VectorFFT,2716,5.723e-16,7.233e-16,1.453e-15
MKL,2716,3.147e-16,4.527e-16,1.049e-15
VectorFFT,2717,7.424e-16,8.914e-16,2.640e-15
MKL,2717,3.747e-16,3.599e-16,1.195e-15
VectorFFT,2718,5.549e-16,6.135e-16,1.368e-15
MKL,2718,4.496e-16,4.824e-16,1.662e-15
VectorFFT,2719,5.729e-16,6.953e-16,1.474e-15
MKL,2719,4.690e-16,4.859e-16,1.609e-15
VectorFFT,2720,5.360e-16,7.225e-16,1.300e-15
MKL,2720,2.680e-16,2.626e-16,8.673e-16
VectorFFT,2721,5.724e-16,7.821e-16,1.505e-15
MKL,2721,4.642e-16,4.412e-16,1.629e-15
VectorFFT,2722,5.700e-16,6.489e-16,1.278e-15
MKL,2722,4.650e-16,5.039e-16,1.686e-15
VectorFFT,2723,5.828e-16,7.234e-16,1.440e-15
MKL,2723,4.632e-16,3.762e-16,1.949e-15
VectorFFT,2724,5.859e-16,7.034e-16,1.535e-15
MKL,2724,4.611e-16,4.516e-16,1.368e-15
VectorFFT,2725,5.831e-16,8.100e-16,1.413e-15
MKL,2725,4.714e-16,4.964e-16,1.847e-15
VectorFFT,2726,1.920e-15,3.874e-15,8.475e-15
MKL,2726,2.863e-16,3.542e-16,1.148e-15
VectorFFT,2727,5.710e-16,7.844e-16,1.778e-15
MKL,2727,4.516e-16,3.901e-16,1.363e-15
VectorFFT,2728,6.554e-16,8.184e-16,2.538e-15
MKL,2728,2.587e-16,2.536e-16,8.312e-16
VectorFFT,2729,5.915e-16,7.358e-16,1.514e-15
MKL,2729,4.602e-16,4.360e-16,1.508e-15
VectorFFT,2730,5.243e-16,5.982e-16,1.724e-15
MKL,2730,2.908e-16,3.281e-16,1.112e-15
VectorFFT,2731,9.842e-16,9.390e-16,2.722e-15
MKL,2731,4.546e-16,3.957e-16,1.447e-15
VectorFFT,2732,5.693e-16,6.154e-16,1.281e-15
MKL,2732,4.588e-16,4.308e-16,1.476e-15
VectorFFT,2733,5.590e-16,6.657e-16,1.376e-15
MKL,2733,4.788e-16,4.537e-16,1.517e-15
VectorFFT,2734,5.806e-16,8.506e-16,1.375e-15
MKL,2734,4.678e-16,5.272e-16,1.512e-15
VectorFFT,2735,5.818e-16,8.011e-16,1.562e-15
MKL,2735,4.553e-16,4.370e-16,1.545e-15
VectorFFT,2736,4.854e-16,6.033e-16,1.258e-15
MKL,2736,2.637e-16,3.462e-16,9.273e-16
VectorFFT,2737,8.279e-16,1.055e-15,3.002e-15
MKL,2737,3.178e-16,3.328e-16,9.053e-16
VectorFFT,2738,1.575e-15,2.406e-15,6.285e-15
MKL,2738,3.002e-16,3.419e-16,9.705e-16
VectorFFT,2739,5.618e-16,9.986e-16,1.434e-15
MKL,2739,4.167e-16,4.809e-16,1.583e-15
VectorFFT,2740,5.720e-16,9.346e-16,1.551e-15
MKL,2740,3.491e-16,7.457e-16,1.170e-15
VectorFFT,2741,5.876e-16,9.371e-16,1.425e-15
MKL,2741,4.771e-16,5.620e-16,1.639e-15
VectorFFT,2742,5.709e-16,6.279e-16,1.452e-15
MKL,2742,4.570e-16,4.473e-16,1.560e-15
VectorFFT,2743,5.806e-16,8.295e-16,1.433e-15
MKL,2743,4.682e-16,5.652e-16,1.467e-15
VectorFFT,2744,4.865e-16,6.361e-16,1.869e-15
MKL,2744,2.938e-16,2.761e-16,9.561e-16
VectorFFT,2745,5.847e-16,7.845e-16,1.440e-15
MKL,2745,3.473e-16,3.694e-16,1.091e-15
VectorFFT,2746,5.806e-16,8.699e-16,1.307e-15
MKL,2746,4.513e-16,4.957e-16,1.580e-15
VectorFFT,2747,5.792e-16,7.488e-16,1.418e-15
MKL,2747,4.840e-16,4.743e-16,1.709e-15
VectorFFT,2748,5.776e-16,6.868e-16,1.364e-15
MKL,2748,4.564e-16,4.233e-16,1.663e-15
VectorFFT,2749,5.742e-16,7.763e-16,1.387e-15
MKL,2749,4.640e-16,4.370e-16,1.621e-15
VectorFFT,2750,4.634e-16,5.642e-16,1.616e-15
MKL,2750,3.000e-16,3.570e-16,1.090e-15
VectorFFT,2751,5.837e-16,9.191e-16,1.422e-15
MKL,2751,4.581e-16,4.556e-16,1.608e-15
VectorFFT,2752,4.295e-16,4.346e-16,1.103e-15
MKL,2752,2.487e-16,2.952e-16,8.185e-16
VectorFFT,2753,5.857e-16,8.147e-16,1.486e-15
MKL,2753,4.753e-16,5.618e-16,1.744e-15
VectorFFT,2754,6.115e-16,6.104e-16,1.439e-15
MKL,2754,2.953e-16,3.891e-16,1.241e-15
VectorFFT,2755,5.083e-16,5.541e-16,1.628e-15
MKL,2755,4.048e-16,4.194e-16,1.391e-15
VectorFFT,2756,5.643e-16,6.699e-16,1.614e-15
MKL,2756,2.783e-16,3.545e-16,9.356e-16
