library,N,l2_error,max_error,rt_error
VectorFFT,934,7.168e-16,8.086e-16,1.948e-15
MKL,934,4.351e-16,4.189e-16,1.324e-15
VectorFFT,935,5.300e-16,6.711e-16,1.632e-15
MKL,935,2.831e-16,3.599e-16,8.506e-16
VectorFFT,936,5.814e-16,6.903e-16,1.185e-15
MKL,936,2.435e-16,3.190e-16,6.625e-16
VectorFFT,937,9.108e-16,9.156e-16,2.602e-15
MKL,937,4.431e-16,5.010e-16,1.299e-15
VectorFFT,938,7.254e-16,7.741e-16,1.779e-15
MKL,938,2.877e-16,3.347e-16,8.070e-16
VectorFFT,939,5.950e-16,8.977e-16,1.466e-15
MKL,939,4.175e-16,4.757e-16,1.226e-15
VectorFFT,940,4.178e-16,4.717e-16,1.209e-15
MKL,940,2.627e-16,2.494e-16,8.726e-16
VectorFFT,941,6.205e-16,9.453e-16,1.282e-15
MKL,941,4.178e-16,4.727e-16,1.362e-15
VectorFFT,942,5.875e-16,8.845e-16,1.291e-15
MKL,942,4.016e-16,3.646e-16,1.146e-15
VectorFFT,943,4.640e-16,4.457e-16,1.314e-15
MKL,943,2.877e-16,3.013e-16,9.227e-16
VectorFFT,944,5.721e-16,6.378e-16,1.167e-15
MKL,944,2.561e-16,2.459e-16,7.192e-16
VectorFFT,945,4.771e-16,5.411e-16,1.023e-15
MKL,945,3.699e-16,5.603e-16,1.041e-15
VectorFFT,946,5.494e-16,6.721e-16,1.815e-15
MKL,946,2.924e-16,2.990e-16,7.890e-16
VectorFFT,947,7.545e-16,1.154e-15,1.694e-15
MKL,947,4.268e-16,5.242e-16,1.468e-15
VectorFFT,948,7.161e-16,1.135e-15,1.628e-15
MKL,948,2.827e-16,5.156e-16,8.561e-16
VectorFFT,949,6.195e-16,9.520e-16,1.394e-15
MKL,949,3.399e-16,3.793e-16,1.025e-15
VectorFFT,950,4.846e-16,4.646e-16,1.496e-15
MKL,950,2.681e-16,3.121e-16,8.501e-16
VectorFFT,951,6.009e-16,7.714e-16,1.441e-15
MKL,951,4.182e-16,4.870e-16,1.331e-15
VectorFFT,952,5.383e-16,6.386e-16,1.719e-15
MKL,952,2.440e-16,2.291e-16,6.365e-16
VectorFFT,953,8.893e-16,1.014e-15,2.483e-15
MKL,953,4.056e-16,4.280e-16,1.152e-15
VectorFFT,954,7.500e-16,8.653e-16,1.861e-15
MKL,954,2.716e-16,3.053e-16,6.937e-16
VectorFFT,955,6.197e-16,8.061e-16,1.689e-15
MKL,955,4.359e-16,5.037e-16,1.342e-15
VectorFFT,956,5.931e-16,7.094e-16,1.277e-15
MKL,956,4.119e-16,3.968e-16,1.236e-15
VectorFFT,957,4.766e-16,5.173e-16,1.324e-15
MKL,957,2.796e-16,3.266e-16,9.077e-16
VectorFFT,958,5.738e-16,9.939e-16,1.264e-15
MKL,958,4.077e-16,4.512e-16,1.328e-15
VectorFFT,959,7.335e-16,1.379e-15,1.866e-15
MKL,959,4.063e-16,5.075e-16,1.161e-15
VectorFFT,960,3.949e-16,4.644e-16,8.958e-16
MKL,960,2.418e-16,2.569e-16,7.048e-16
VectorFFT,961,8.102e-16,9.549e-16,2.290e-15
MKL,961,4.020e-16,4.996e-16,1.240e-15
VectorFFT,962,6.602e-16,8.815e-16,2.769e-15
MKL,962,2.592e-16,2.896e-16,9.480e-16
VectorFFT,963,6.112e-16,6.408e-16,1.315e-15
MKL,963,4.179e-16,4.918e-16,1.414e-15
VectorFFT,964,7.299e-16,8.499e-16,1.625e-15
MKL,964,4.052e-16,3.525e-16,1.407e-15
VectorFFT,965,7.559e-16,1.233e-15,1.548e-15
MKL,965,4.511e-16,6.023e-16,1.445e-15
VectorFFT,966,4.834e-16,5.034e-16,1.041e-15
MKL,966,2.728e-16,2.559e-16,8.289e-16
VectorFFT,967,5.807e-16,8.375e-16,1.690e-15
MKL,967,4.402e-16,4.320e-16,1.169e-15
VectorFFT,968,4.205e-16,5.773e-16,1.115e-15
MKL,968,2.322e-16,3.294e-16,7.194e-16
VectorFFT,969,6.848e-16,8.597e-16,2.221e-15
MKL,969,2.929e-16,3.071e-16,1.019e-15
VectorFFT,970,7.702e-16,9.702e-16,1.822e-15
MKL,970,3.180e-16,3.736e-16,9.756e-16
VectorFFT,971,7.918e-16,1.071e-15,1.579e-15
MKL,971,4.104e-16,5.115e-16,1.189e-15
VectorFFT,972,5.316e-16,4.853e-16,1.195e-15
MKL,972,2.595e-16,2.419e-16,8.138e-16
VectorFFT,973,7.223e-16,1.100e-15,1.684e-15
MKL,973,4.226e-16,4.916e-16,1.278e-15
VectorFFT,974,5.783e-16,6.572e-16,1.519e-15
MKL,974,4.270e-16,5.177e-16,1.155e-15
VectorFFT,975,6.230e-16,1.061e-15,1.925e-15
MKL,975,3.070e-16,4.129e-16,9.032e-16
VectorFFT,976,5.898e-16,7.740e-16,1.554e-15
MKL,976,2.641e-16,3.195e-16,8.716e-16
VectorFFT,977,7.464e-16,8.565e-16,1.990e-15
MKL,977,3.992e-16,3.457e-16,1.349e-15
VectorFFT,978,5.676e-16,7.722e-16,1.332e-15
MKL,978,4.112e-16,4.225e-16,1.150e-15
VectorFFT,979,7.440e-16,8.040e-16,1.759e-15
MKL,979,3.451e-16,2.887e-16,1.037e-15
VectorFFT,980,3.375e-16,4.659e-16,1.140e-15
MKL,980,2.590e-16,2.999e-16,7.575e-16
VectorFFT,981,7.259e-16,9.725e-16,1.777e-15
MKL,981,4.164e-16,3.622e-16,1.432e-15
VectorFFT,982,6.073e-16,8.608e-16,1.261e-15
MKL,982,4.061e-16,5.130e-16,1.469e-15
VectorFFT,983,6.017e-16,9.594e-16,1.468e-15
MKL,983,4.218e-16,4.166e-16,1.488e-15
VectorFFT,984,4.123e-16,5.824e-16,1.031e-15
MKL,984,2.509e-16,2.907e-16,7.697e-16
VectorFFT,985,7.469e-16,8.861e-16,1.745e-15
MKL,985,4.101e-16,3.984e-16,1.126e-15
VectorFFT,986,7.276e-16,1.047e-15,2.272e-15
MKL,986,2.574e-16,2.537e-16,7.699e-16
VectorFFT,987,4.472e-16,4.509e-16,1.185e-15
MKL,987,3.243e-16,4.122e-16,1.004e-15
VectorFFT,988,4.806e-16,5.171e-16,1.231e-15
MKL,988,2.729e-16,3.012e-16,7.742e-16
VectorFFT,989,7.299e-16,1.041e-15,2.971e-15
MKL,989,3.967e-16,4.592e-16,1.484e-15
VectorFFT,990,4.449e-16,5.416e-16,1.168e-15
MKL,990,2.851e-16,2.574e-16,8.236e-16
VectorFFT,991,6.053e-16,6.934e-16,1.493e-15
MKL,991,4.415e-16,4.448e-16,1.373e-15
VectorFFT,992,9.884e-16,1.236e-15,3.856e-15
MKL,992,2.272e-16,2.518e-16,6.497e-16
VectorFFT,993,6.134e-16,1.034e-15,1.607e-15
MKL,993,4.068e-16,4.478e-16,1.388e-15
VectorFFT,994,6.263e-16,9.414e-16,1.347e-15
MKL,994,2.894e-16,3.992e-16,8.854e-16
VectorFFT,995,5.964e-16,6.775e-16,1.564e-15
MKL,995,4.247e-16,5.263e-16,1.328e-15
VectorFFT,996,7.228e-16,8.515e-16,1.802e-15
MKL,996,2.844e-16,3.689e-16,8.287e-16
VectorFFT,997,6.242e-16,8.764e-16,1.394e-15
MKL,997,4.283e-16,4.148e-16,1.352e-15
VectorFFT,998,5.960e-16,8.119e-16,1.314e-15
MKL,998,4.146e-16,5.890e-16,1.243e-15
VectorFFT,999,5.133e-16,5.545e-16,1.565e-15
MKL,999,4.411e-16,3.986e-16,1.498e-15
VectorFFT,1000,3.868e-16,5.910e-16,8.437e-16
MKL,1000,2.653e-16,3.199e-16,7.574e-16
VectorFFT,1001,5.663e-16,5.961e-16,1.847e-15
MKL,1001,2.886e-16,3.137e-16,8.653e-16
VectorFFT,1002,7.547e-16,1.179e-15,1.772e-15
MKL,1002,4.052e-16,4.778e-16,1.270e-15
VectorFFT,1003,5.896e-16,9.033e-16,1.476e-15
MKL,1003,3.444e-16,3.793e-16,1.106e-15
VectorFFT,1004,5.665e-16,6.093e-16,1.703e-15
MKL,1004,4.199e-16,4.614e-16,1.266e-15
VectorFFT,1005,6.102e-16,6.339e-16,1.390e-15
MKL,1005,3.191e-16,3.150e-16,1.071e-15
VectorFFT,1006,6.013e-16,6.028e-16,1.494e-15
MKL,1006,4.176e-16,3.812e-16,1.469e-15
VectorFFT,1007,7.485e-16,8.827e-16,1.600e-15
MKL,1007,3.371e-16,3.423e-16,1.030e-15
VectorFFT,1008,5.142e-16,6.299e-16,1.184e-15
MKL,1008,2.445e-16,2.488e-16,7.327e-16
VectorFFT,1009,7.320e-16,1.000e-15,1.668e-15
MKL,1009,4.222e-16,4.869e-16,1.270e-15
VectorFFT,1010,5.874e-16,6.636e-16,1.479e-15
MKL,1010,3.088e-16,3.941e-16,9.081e-16
VectorFFT,1011,5.958e-16,6.953e-16,1.558e-15
MKL,1011,4.304e-16,4.824e-16,1.427e-15
VectorFFT,1012,4.784e-16,6.367e-16,1.205e-15
MKL,1012,2.371e-16,2.576e-16,6.749e-16
VectorFFT,1013,7.377e-16,1.042e-15,1.899e-15
MKL,1013,4.489e-16,4.747e-16,1.586e-15
VectorFFT,1014,6.134e-16,7.488e-16,1.453e-15
MKL,1014,2.589e-16,3.270e-16,7.894e-16
VectorFFT,1015,4.732e-16,6.202e-16,1.457e-15
MKL,1015,3.952e-16,4.038e-16,1.155e-15
VectorFFT,1016,5.898e-16,1.008e-15,1.414e-15
MKL,1016,3.047e-16,4.178e-16,9.395e-16
VectorFFT,1017,7.326e-16,9.024e-16,2.007e-15
MKL,1017,4.204e-16,5.490e-16,1.604e-15
VectorFFT,1018,6.011e-16,7.195e-16,1.571e-15
MKL,1018,4.075e-16,3.370e-16,1.315e-15
VectorFFT,1019,7.333e-16,1.136e-15,1.591e-15
MKL,1019,4.502e-16,5.361e-16,1.434e-15
VectorFFT,1020,5.787e-16,8.329e-16,1.170e-15
MKL,1020,2.633e-16,2.892e-16,9.201e-16
VectorFFT,1021,7.770e-16,9.188e-16,1.752e-15
MKL,1021,4.320e-16,4.513e-16,1.145e-15
VectorFFT,1022,5.961e-16,7.687e-16,1.279e-15
MKL,1022,3.017e-16,3.474e-16,9.459e-16
VectorFFT,1023,4.834e-16,5.075e-16,1.298e-15
MKL,1023,2.966e-16,4.227e-16,8.384e-16
VectorFFT,1024,1.906e-16,2.246e-16,5.000e-16
MKL,1024,1.907e-16,2.340e-16,5.556e-16
VectorFFT,1025,4.149e-16,5.154e-16,1.086e-15
MKL,1025,3.998e-16,4.264e-16,1.166e-15
VectorFFT,1026,5.194e-16,6.066e-16,1.084e-15
MKL,1026,2.791e-16,3.043e-16,9.269e-16
VectorFFT,1027,5.454e-16,1.071e-15,1.178e-15
MKL,1027,3.400e-16,3.731e-16,1.170e-15
VectorFFT,1028,5.621e-16,8.905e-16,1.192e-15
MKL,1028,4.284e-16,5.908e-16,1.317e-15
VectorFFT,1029,4.742e-16,8.331e-16,1.664e-15
MKL,1029,2.909e-16,3.626e-16,7.910e-16
VectorFFT,1030,5.616e-16,7.187e-16,1.244e-15
MKL,1030,3.247e-16,4.682e-16,9.740e-16
VectorFFT,1031,5.619e-16,7.654e-16,1.315e-15
MKL,1031,4.451e-16,4.180e-16,1.282e-15
VectorFFT,1032,4.556e-16,5.054e-16,1.206e-15
MKL,1032,2.561e-16,3.446e-16,8.549e-16
VectorFFT,1033,8.445e-16,7.588e-16,2.418e-15
MKL,1033,4.480e-16,4.768e-16,1.347e-15
VectorFFT,1034,5.864e-16,9.322e-16,2.338e-15
MKL,1034,2.857e-16,2.960e-16,8.749e-16
VectorFFT,1035,5.331e-16,5.838e-16,1.811e-15
MKL,1035,4.046e-16,4.708e-16,1.184e-15
VectorFFT,1036,4.655e-16,5.941e-16,1.622e-15
MKL,1036,2.447e-16,4.249e-16,8.793e-16
VectorFFT,1037,5.554e-16,6.131e-16,1.301e-15
MKL,1037,3.001e-16,3.554e-16,8.852e-16
VectorFFT,1038,5.536e-16,5.831e-16,1.354e-15
MKL,1038,4.527e-16,5.591e-16,1.604e-15
VectorFFT,1039,5.508e-16,5.584e-16,1.142e-15
MKL,1039,4.576e-16,3.462e-16,1.257e-15
VectorFFT,1040,4.482e-16,6.694e-16,1.084e-15
MKL,1040,2.520e-16,3.568e-16,8.582e-16
VectorFFT,1041,5.489e-16,8.130e-16,1.276e-15
MKL,1041,4.646e-16,4.428e-16,1.542e-15
VectorFFT,1042,5.481e-16,6.232e-16,1.295e-15
MKL,1042,4.439e-16,3.662e-16,1.394e-15
VectorFFT,1043,5.470e-16,5.938e-16,1.271e-15
MKL,1043,4.370e-16,4.232e-16,1.192e-15
VectorFFT,1044,4.953e-16,5.892e-16,1.143e-15
MKL,1044,2.564e-16,3.468e-16,8.903e-16
VectorFFT,1045,4.948e-16,5.760e-16,1.578e-15
MKL,1045,2.875e-16,3.370e-16,9.066e-16
VectorFFT,1046,5.649e-16,8.113e-16,1.139e-15
MKL,1046,4.491e-16,5.270e-16,1.445e-15
VectorFFT,1047,5.706e-16,7.982e-16,1.307e-15
MKL,1047,4.646e-16,5.855e-16,1.471e-15
VectorFFT,1048,5.409e-16,6.530e-16,1.196e-15
MKL,1048,3.189e-16,3.749e-16,9.459e-16
VectorFFT,1049,5.411e-16,5.798e-16,1.162e-15
MKL,1049,4.514e-16,4.155e-16,1.333e-15
VectorFFT,1050,4.663e-16,5.791e-16,9.797e-16
MKL,1050,2.814e-16,3.421e-16,8.383e-16
VectorFFT,1051,8.478e-16,1.215e-15,2.025e-15
MKL,1051,4.399e-16,3.911e-16,1.428e-15
VectorFFT,1052,5.384e-16,6.173e-16,1.071e-15
MKL,1052,4.568e-16,3.791e-16,1.246e-15
VectorFFT,1053,5.628e-16,6.179e-16,1.289e-15
MKL,1053,4.474e-16,5.350e-16,1.403e-15
VectorFFT,1054,7.584e-16,9.094e-16,2.759e-15
MKL,1054,2.650e-16,2.812e-16,8.385e-16
VectorFFT,1055,5.260e-16,7.992e-16,1.275e-15
MKL,1055,4.543e-16,5.100e-16,1.336e-15
VectorFFT,1056,4.698e-16,6.323e-16,8.732e-16
MKL,1056,2.379e-16,2.687e-16,7.255e-16
VectorFFT,1057,5.507e-16,8.131e-16,1.203e-15
MKL,1057,4.587e-16,4.726e-16,1.444e-15
VectorFFT,1058,9.060e-16,1.733e-15,3.045e-15
MKL,1058,2.772e-16,3.209e-16,8.605e-16
VectorFFT,1059,5.417e-16,8.805e-16,1.400e-15
MKL,1059,4.810e-16,5.764e-16,1.557e-15
VectorFFT,1060,5.438e-16,6.388e-16,1.138e-15
MKL,1060,2.730e-16,3.726e-16,7.969e-16
VectorFFT,1061,5.691e-16,7.070e-16,1.472e-15
MKL,1061,4.780e-16,5.523e-16,1.553e-15
VectorFFT,1062,5.539e-16,7.006e-16,1.172e-15
MKL,1062,2.743e-16,3.256e-16,7.996e-16
VectorFFT,1063,5.679e-16,9.891e-16,1.446e-15
MKL,1063,4.573e-16,4.762e-16,1.550e-15
VectorFFT,1064,4.062e-16,4.633e-16,9.051e-16
MKL,1064,2.564e-16,3.115e-16,9.122e-16
VectorFFT,1065,5.242e-16,6.650e-16,1.213e-15
MKL,1065,3.882e-16,4.467e-16,9.810e-16
VectorFFT,1066,5.976e-16,7.254e-16,1.859e-15
MKL,1066,2.696e-16,3.557e-16,8.136e-16
VectorFFT,1067,6.222e-16,9.359e-16,1.390e-15
MKL,1067,4.548e-16,5.324e-16,1.320e-15
VectorFFT,1068,5.505e-16,8.565e-16,1.029e-15
MKL,1068,2.937e-16,3.738e-16,1.038e-15
VectorFFT,1069,5.566e-16,6.676e-16,1.250e-15
MKL,1069,4.421e-16,4.958e-16,1.583e-15
VectorFFT,1070,5.939e-16,6.234e-16,1.283e-15
MKL,1070,3.324e-16,3.738e-16,9.470e-16
VectorFFT,1071,5.852e-16,6.072e-16,1.734e-15
MKL,1071,3.485e-16,3.161e-16,9.437e-16
VectorFFT,1072,5.563e-16,6.031e-16,1.158e-15
MKL,1072,2.610e-16,2.867e-16,7.168e-16
VectorFFT,1073,4.698e-16,4.003e-16,1.208e-15
MKL,1073,3.348e-16,3.153e-16,9.801e-16
VectorFFT,1074,5.921e-16,7.059e-16,1.103e-15
MKL,1074,4.592e-16,4.256e-16,1.481e-15
VectorFFT,1075,4.561e-16,5.158e-16,1.280e-15
MKL,1075,3.163e-16,3.724e-16,9.063e-16
VectorFFT,1076,5.387e-16,6.762e-16,1.461e-15
MKL,1076,4.588e-16,6.799e-16,1.517e-15
VectorFFT,1077,5.731e-16,6.502e-16,1.156e-15
MKL,1077,4.440e-16,4.347e-16,1.539e-15
VectorFFT,1078,4.543e-16,6.101e-16,1.431e-15
MKL,1078,2.682e-16,2.461e-16,8.894e-16
VectorFFT,1079,5.540e-16,7.934e-16,1.337e-15
MKL,1079,3.222e-16,3.243e-16,9.589e-16
VectorFFT,1080,5.171e-16,6.437e-16,1.079e-15
MKL,1080,2.514e-16,2.506e-16,7.102e-16
VectorFFT,1081,4.771e-16,5.174e-16,1.514e-15
MKL,1081,3.729e-16,4.163e-16,1.001e-15
VectorFFT,1082,5.416e-16,8.270e-16,1.108e-15
MKL,1082,4.395e-16,4.936e-16,1.511e-15
VectorFFT,1083,4.805e-16,5.167e-16,1.056e-15
MKL,1083,3.255e-16,3.747e-16,1.065e-15
VectorFFT,1084,5.425e-16,7.178e-16,1.257e-15
MKL,1084,4.377e-16,5.802e-16,1.526e-15
VectorFFT,1085,4.675e-16,6.253e-16,1.212e-15
MKL,1085,3.577e-16,4.566e-16,8.870e-16
VectorFFT,1086,5.564e-16,9.428e-16,1.120e-15
MKL,1086,4.469e-16,4.650e-16,1.403e-15
VectorFFT,1087,5.550e-16,8.258e-16,1.216e-15
MKL,1087,4.633e-16,5.187e-16,1.532e-15
VectorFFT,1088,4.602e-16,4.978e-16,1.075e-15
MKL,1088,2.229e-16,3.031e-16,6.315e-16
VectorFFT,1089,4.643e-16,5.293e-16,1.276e-15
MKL,1089,3.797e-16,4.548e-16,1.158e-15
VectorFFT,1090,5.800e-16,8.210e-16,1.232e-15
MKL,1090,3.232e-16,4.975e-16,9.657e-16
VectorFFT,1091,5.649e-16,9.131e-16,1.146e-15
MKL,1091,4.532e-16,4.549e-16,1.314e-15
VectorFFT,1092,5.267e-16,5.836e-16,1.317e-15
MKL,1092,2.518e-16,2.737e-16,7.138e-16
VectorFFT,1093,9.319e-16,1.010e-15,2.990e-15
MKL,1093,4.554e-16,4.582e-16,1.536e-15
VectorFFT,1094,5.680e-16,5.561e-16,1.391e-15
MKL,1094,4.610e-16,4.638e-16,1.541e-15
VectorFFT,1095,5.400e-16,5.411e-16,1.138e-15
MKL,1095,4.522e-16,4.014e-16,1.613e-15
VectorFFT,1096,5.601e-16,6.892e-16,1.262e-15
MKL,1096,3.183e-16,4.549e-16,1.050e-15
VectorFFT,1097,5.496e-16,6.625e-16,1.370e-15
MKL,1097,4.515e-16,4.350e-16,1.360e-15
VectorFFT,1098,5.290e-16,6.961e-16,1.167e-15
MKL,1098,3.050e-16,3.581e-16,8.493e-16
VectorFFT,1099,5.528e-16,6.953e-16,1.255e-15
MKL,1099,4.590e-16,4.854e-16,1.570e-15
VectorFFT,1100,3.946e-16,4.315e-16,1.193e-15
MKL,1100,2.632e-16,2.606e-16,7.172e-16
VectorFFT,1101,5.479e-16,5.803e-16,1.237e-15
MKL,1101,4.698e-16,4.732e-16,1.544e-15
VectorFFT,1102,7.426e-16,9.454e-16,2.480e-15
MKL,1102,2.578e-16,2.601e-16,8.961e-16
VectorFFT,1103,5.325e-16,6.529e-16,1.365e-15
MKL,1103,4.550e-16,5.047e-16,1.358e-15
VectorFFT,1104,5.023e-16,5.752e-16,1.225e-15
MKL,1104,2.397e-16,2.552e-16,7.421e-16
VectorFFT,1105,5.771e-16,5.694e-16,1.659e-15
MKL,1105,3.141e-16,2.505e-16,7.980e-16
VectorFFT,1106,5.616e-16,7.135e-16,1.260e-15
MKL,1106,3.364e-16,3.982e-16,9.896e-16
VectorFFT,1107,4.973e-16,5.516e-16,1.498e-15
MKL,1107,3.237e-16,5.260e-16,1.122e-15
VectorFFT,1108,5.539e-16,6.404e-16,1.317e-15
MKL,1108,4.533e-16,4.258e-16,1.597e-15
VectorFFT,1109,5.544e-16,6.641e-16,1.174e-15
MKL,1109,4.647e-16,4.440e-16,1.477e-15
VectorFFT,1110,4.579e-16,5.738e-16,1.297e-15
MKL,1110,2.715e-16,2.704e-16,8.810e-16
VectorFFT,1111,5.632e-16,9.422e-16,1.194e-15
MKL,1111,4.548e-16,3.968e-16,1.467e-15
VectorFFT,1112,5.688e-16,6.490e-16,1.183e-15
MKL,1112,3.336e-16,4.254e-16,9.676e-16
VectorFFT,1113,5.402e-16,5.815e-16,1.287e-15
MKL,1113,3.232e-16,2.528e-16,9.106e-16
VectorFFT,1114,5.712e-16,7.001e-16,1.350e-15
MKL,1114,4.657e-16,4.803e-16,1.215e-15
VectorFFT,1115,5.352e-16,6.574e-16,1.287e-15
MKL,1115,4.631e-16,4.840e-16,1.283e-15
VectorFFT,1116,4.821e-16,4.566e-16,1.387e-15
MKL,1116,2.533e-16,3.058e-16,7.374e-16
VectorFFT,1117,9.369e-16,1.119e-15,2.395e-15
MKL,1117,4.700e-16,4.551e-16,1.642e-15
VectorFFT,1118,6.759e-16,8.545e-16,2.854e-15
MKL,1118,2.610e-16,3.225e-16,8.082e-16
VectorFFT,1119,5.555e-16,6.283e-16,1.178e-15
MKL,1119,4.558e-16,5.291e-16,1.489e-15
VectorFFT,1120,3.792e-16,4.049e-16,8.047e-16
MKL,1120,2.468e-16,2.600e-16,7.204e-16
VectorFFT,1121,5.695e-16,6.308e-16,1.440e-15
MKL,1121,3.127e-16,3.346e-16,9.242e-16
VectorFFT,1122,5.385e-16,6.114e-16,1.379e-15
MKL,1122,3.025e-16,3.272e-16,8.839e-16
VectorFFT,1123,9.661e-16,8.262e-16,2.636e-15
MKL,1123,4.622e-16,4.298e-16,1.451e-15
VectorFFT,1124,5.071e-16,8.666e-16,1.330e-15
MKL,1124,4.753e-16,7.172e-16,1.621e-15
VectorFFT,1125,4.671e-16,6.012e-16,1.760e-15
MKL,1125,5.165e-16,5.106e-16,1.532e-15
VectorFFT,1126,5.638e-16,5.162e-16,1.321e-15
MKL,1126,4.634e-16,4.148e-16,1.615e-15
VectorFFT,1127,4.610e-16,4.756e-16,1.030e-15
MKL,1127,3.209e-16,3.427e-16,9.442e-16
VectorFFT,1128,5.423e-16,6.765e-16,1.787e-15
MKL,1128,2.559e-16,2.964e-16,7.653e-16
VectorFFT,1129,5.605e-16,6.593e-16,1.139e-15
MKL,1129,4.464e-16,4.657e-16,1.280e-15
VectorFFT,1130,5.514e-16,8.573e-16,1.104e-15
MKL,1130,3.452e-16,4.504e-16,1.033e-15
VectorFFT,1131,5.628e-16,7.679e-16,1.246e-15
MKL,1131,3.970e-16,5.588e-16,1.219e-15
VectorFFT,1132,5.529e-16,8.528e-16,1.186e-15
MKL,1132,4.633e-16,5.177e-16,1.423e-15
VectorFFT,1133,5.828e-16,6.937e-16,1.109e-15
MKL,1133,4.525e-16,4.345e-16,1.427e-15
VectorFFT,1134,4.950e-16,6.621e-16,1.263e-15
MKL,1134,2.916e-16,3.328e-16,9.418e-16
VectorFFT,1135,5.446e-16,7.146e-16,1.281e-15
MKL,1135,4.681e-16,4.882e-16,1.432e-15
VectorFFT,1136,5.364e-16,6.603e-16,1.314e-15
MKL,1136,2.650e-16,2.705e-16,8.096e-16
VectorFFT,1137,5.410e-16,5.988e-16,1.161e-15
MKL,1137,4.530e-16,4.678e-16,1.308e-15
VectorFFT,1138,5.624e-16,7.827e-16,1.377e-15
MKL,1138,4.598e-16,5.780e-16,1.500e-15
VectorFFT,1139,5.319e-16,5.697e-16,1.160e-15
MKL,1139,3.019e-16,3.160e-16,8.561e-16
VectorFFT,1140,5.084e-16,6.254e-16,1.192e-15
MKL,1140,2.571e-16,2.819e-16,7.343e-16
VectorFFT,1141,5.711e-16,7.149e-16,1.416e-15
MKL,1141,4.685e-16,4.775e-16,1.544e-15
VectorFFT,1142,5.613e-16,6.585e-16,1.272e-15
MKL,1142,4.705e-16,4.789e-16,1.430e-15
VectorFFT,1143,5.573e-16,7.352e-16,1.190e-15
MKL,1143,4.890e-16,5.480e-16,1.539e-15
VectorFFT,1144,4.857e-16,6.652e-16,1.229e-15
MKL,1144,2.436e-16,2.542e-16,8.646e-16
VectorFFT,1145,5.457e-16,6.539e-16,1.170e-15
MKL,1145,4.692e-16,4.910e-16,1.492e-15
VectorFFT,1146,5.452e-16,6.821e-16,1.270e-15
MKL,1146,4.517e-16,6.444e-16,1.474e-15
VectorFFT,1147,7.940e-16,1.367e-15,2.622e-15
MKL,1147,2.951e-16,3.593e-16,8.936e-16
VectorFFT,1148,4.196e-16,5.963e-16,9.945e-16
MKL,1148,2.571e-16,2.984e-16,7.405e-16
VectorFFT,1149,5.367e-16,7.199e-16,1.480e-15
MKL,1149,4.821e-16,4.905e-16,1.670e-15
VectorFFT,1150,4.771e-16,5.863e-16,1.232e-15
MKL,1150,2.774e-16,2.731e-16,8.430e-16
VectorFFT,1151,8.943e-16,9.966e-16,3.033e-15
MKL,1151,4.647e-16,5.104e-16,1.439e-15
VectorFFT,1152,4.056e-16,5.023e-16,8.848e-16
MKL,1152,2.267e-16,2.620e-16,7.555e-16
VectorFFT,1153,7.659e-16,7.742e-16,2.191e-15
MKL,1153,4.614e-16,4.631e-16,1.310e-15
VectorFFT,1154,5.653e-16,6.923e-16,1.375e-15
MKL,1154,4.384e-16,4.290e-16,1.339e-15
VectorFFT,1155,4.512e-16,4.630e-16,1.093e-15
MKL,1155,4.114e-16,6.388e-16,1.165e-15
VectorFFT,1156,6.168e-16,5.475e-16,1.317e-15
MKL,1156,2.792e-16,2.224e-16,8.740e-16
VectorFFT,1157,5.471e-16,6.290e-16,1.093e-15
MKL,1157,3.159e-16,2.907e-16,9.727e-16
VectorFFT,1158,5.514e-16,6.456e-16,1.106e-15
MKL,1158,4.508e-16,3.738e-16,1.415e-15
VectorFFT,1159,5.396e-16,6.528e-16,1.178e-15
MKL,1159,3.189e-16,3.517e-16,1.082e-15
VectorFFT,1160,5.100e-16,9.224e-16,1.419e-15
MKL,1160,2.461e-16,3.066e-16,7.703e-16
VectorFFT,1161,5.262e-16,6.277e-16,1.531e-15
MKL,1161,3.868e-16,4.738e-16,1.156e-15
VectorFFT,1162,5.676e-16,7.539e-16,1.144e-15
MKL,1162,3.005e-16,3.143e-16,1.088e-15
VectorFFT,1163,5.417e-16,8.322e-16,1.103e-15
MKL,1163,4.654e-16,5.579e-16,1.400e-15
VectorFFT,1164,5.031e-16,4.969e-16,1.261e-15
MKL,1164,2.950e-16,3.616e-16,9.312e-16
VectorFFT,1165,5.384e-16,6.448e-16,1.242e-15
MKL,1165,4.285e-16,4.783e-16,1.311e-15
VectorFFT,1166,5.297e-16,8.149e-16,1.325e-15
MKL,1166,2.818e-16,4.420e-16,8.370e-16
VectorFFT,1167,5.423e-16,6.285e-16,1.160e-15
MKL,1167,4.507e-16,4.126e-16,1.342e-15
VectorFFT,1168,5.447e-16,6.914e-16,1.282e-15
MKL,1168,2.695e-16,3.551e-16,7.872e-16
VectorFFT,1169,5.499e-16,6.194e-16,1.309e-15
MKL,1169,4.435e-16,5.014e-16,1.233e-15
VectorFFT,1170,5.285e-16,7.041e-16,1.366e-15
MKL,1170,2.808e-16,2.976e-16,8.899e-16
VectorFFT,1171,9.718e-16,1.228e-15,2.515e-15
MKL,1171,4.314e-16,4.840e-16,1.393e-15
VectorFFT,1172,5.526e-16,7.418e-16,1.211e-15
MKL,1172,4.388e-16,5.440e-16,1.431e-15
