N1,N2,plan,path,vfft_ns,mkl_ns,vfft_gflops,ratio_vs_mkl,rt_err,route,flip
2,2,z:il2d,nat-oop,13,13,3.006,0.943,1.390e-16,chain+rb,0
2,2,z:il2d,nat-oop,13,13,3.007,0.942,1.390e-16,chain+rb,1
2,4,z:il2d,nat-oop,15,157,7.842,10.271,1.663e-16,chain+rb,0
2,4,z:il2d,nat-oop,15,157,7.837,10.259,1.663e-16,chain+rb,1
2,8,z:il2d,nat-oop,19,167,16.670,8.711,1.913e-16,chain+rb,0
2,8,z:il2d,nat-oop,19,167,16.717,8.747,1.913e-16,chain+rb,1
2,16,z:il2d,nat-oop,31,205,26.054,6.668,1.991e-16,chain+rb2,0
2,16,z:il2d,nat-oop,31,205,26.092,6.681,1.991e-16,chain+rb2,1
2,32,z:il2d,nat-oop,45,306,42.246,6.742,2.012e-16,chain+rb2,0
2,32,z:il2d,nat-oop,45,305,42.501,6.746,2.012e-16,chain+rb2,1
2,64,z:il2d,nat-oop,85,467,53.014,5.527,2.222e-16,chain+rb2,0
2,64,z:il2d,nat-oop,84,466,53.042,5.522,2.222e-16,chain+rb2,1
2,128,z:il2d,nat-oop,164,831,62.266,5.054,3.653e-16,chain,0
2,128,z:il2d,nat-oop,165,831,62.246,5.051,3.653e-16,chain,1
2,256,z:il2d,nat-oop,325,1538,70.811,4.727,3.866e-16,chain,0
2,256,z:il2d,nat-oop,325,1535,70.957,4.727,3.866e-16,chain,1
2,512,z:il2d,nat-oop,965,2971,53.052,3.078,4.524e-16,chain,0
2,512,z:il2d,nat-oop,1017,2967,50.323,2.916,4.524e-16,chain,1
2,1024,z:il2d,nat-oop,2309,6020,48.783,2.607,3.978e-16,chain,0
2,1024,z:il2d,nat-oop,2322,6050,48.507,2.606,3.978e-16,chain,1
2,2048,z:il2d,nat-oop,5203,12300,47.230,2.364,2.666e-16,chain,0
2,2048,z:il2d,nat-oop,5192,12306,47.331,2.370,2.666e-16,chain,1
2,4096,z:il2d,nat-oop,10786,25122,49.366,2.329,3.243e-16,chain,0
2,4096,z:il2d,nat-oop,10792,25149,49.341,2.330,3.243e-16,chain,1
2,8192,z:il2d,nat-oop,23543,51558,48.715,2.190,3.353e-16,chain,0
2,8192,z:il2d,nat-oop,22543,51512,50.876,2.285,3.353e-16,chain,1
4,2,z:il2d,nat-oop,15,155,7.892,10.167,8.909e-17,chain+rb,0
4,2,z:il2d,nat-oop,15,155,7.879,10.175,8.909e-17,chain+rb,1
4,4,z:il2d,nat-oop,18,18,17.735,1.024,1.990e-16,chain+rb,0
4,4,z:il2d,nat-oop,18,19,17.529,1.015,1.990e-16,chain+rb,1
4,8,z:il2d,nat-oop,25,176,31.831,6.986,1.683e-16,chain+rb,0
4,8,z:il2d,nat-oop,26,176,30.347,6.659,1.683e-16,chain+rb,1
4,16,z:il2d,nat-oop,42,212,45.242,5.003,2.804e-16,chain+rb2,0
4,16,z:il2d,nat-oop,42,212,45.190,4.998,2.804e-16,chain+rb2,1
4,32,z:il2d,nat-oop,76,319,59.311,4.221,1.653e-16,chain+rb2,0
4,32,z:il2d,nat-oop,75,319,59.367,4.222,1.653e-16,chain+rb2,1
4,64,z:il2d,nat-oop,155,507,65.945,3.267,2.879e-16,chain+rb2,0
4,64,z:il2d,nat-oop,160,508,64.099,3.183,2.879e-16,chain+rb2,1
4,128,z:il2d,nat-oop,330,953,69.886,2.890,3.727e-16,chain,0
4,128,z:il2d,nat-oop,330,953,69.875,2.889,3.727e-16,chain,1
4,256,z:il2d,nat-oop,716,1805,71.550,2.523,3.702e-16,chain,0
4,256,z:il2d,nat-oop,697,1802,73.460,2.586,3.702e-16,chain,1
4,512,z:il2d,nat-oop,2107,3632,53.458,1.724,4.579e-16,chain,0
4,512,z:il2d,nat-oop,2077,3619,54.228,1.742,4.579e-16,chain,1
4,1024,z:il2d,nat-oop,4374,7501,56.182,1.715,3.701e-16,chain,0
4,1024,z:il2d,nat-oop,4450,7501,55.227,1.686,3.701e-16,chain,1
4,2048,z:il2d,nat-oop,9919,15419,53.684,1.554,3.554e-16,chain,0
4,2048,z:il2d,nat-oop,10045,15454,53.009,1.538,3.554e-16,chain,1
4,4096,z:il2d,nat-oop,21058,32048,54.462,1.522,3.149e-16,chain,0
4,4096,z:il2d,nat-oop,21099,32060,54.357,1.519,3.149e-16,chain,1
4,8192,z:il2d,nat-oop,44315,67016,55.458,1.512,3.610e-16,chain,0
4,8192,z:il2d,nat-oop,44707,67074,54.972,1.500,3.610e-16,chain,1
8,2,z:il2d,nat-oop,19,167,16.520,8.618,1.200e-16,chain+rb,0
8,2,z:il2d,nat-oop,19,166,16.600,8.635,1.200e-16,chain+rb,1
8,4,z:il2d,nat-oop,25,179,32.169,7.204,1.597e-16,chain+rb,0
8,4,z:il2d,nat-oop,26,179,30.837,6.914,1.597e-16,chain+rb,1
8,8,z:il2d,nat-oop,38,39,49.913,1.026,1.474e-16,chain+rb,0
8,8,z:il2d,nat-oop,38,36,49.976,0.949,1.474e-16,chain+rb,1
8,16,z:il2d,nat-oop,75,246,59.474,3.272,2.816e-16,chain+rb2,0
8,16,z:il2d,nat-oop,75,247,59.622,3.291,2.816e-16,chain+rb2,1
8,32,z:il2d,nat-oop,147,406,69.451,2.756,2.632e-16,chain+rb2,0
8,32,z:il2d,nat-oop,147,408,69.469,2.769,2.632e-16,chain+rb2,1
8,64,z:il2d,nat-oop,322,691,71.607,2.149,2.937e-16,chain+rb2,0
8,64,z:il2d,nat-oop,322,691,71.522,2.144,2.937e-16,chain+rb2,1
8,128,z:il2d,nat-oop,714,1406,71.704,1.970,3.338e-16,chain,0
8,128,z:il2d,nat-oop,712,1414,71.864,1.984,3.338e-16,chain,1
8,256,z:il2d,nat-oop,1896,2855,59.419,1.506,3.507e-16,chain,0
8,256,z:il2d,nat-oop,2239,2841,50.298,1.268,3.507e-16,chain,1
8,512,z:il2d,nat-oop,4914,5789,50.015,1.178,4.569e-16,chain,0
8,512,z:il2d,nat-oop,4886,5778,50.294,1.182,4.569e-16,chain,1
8,1024,z:il2d,nat-oop,10498,11858,50.722,1.130,3.823e-16,chain,0
8,1024,z:il2d,nat-oop,10288,11907,51.757,1.157,3.823e-16,chain,1
8,2048,z:il2d,nat-oop,23037,24975,49.785,1.084,3.840e-16,chain,0
8,2048,z:il2d,nat-oop,23128,24937,49.589,1.078,3.840e-16,chain,1
8,4096,z:il2d,nat-oop,48811,52956,50.349,1.085,5.436e-16,chain,0
8,4096,z:il2d,nat-oop,48859,52959,50.300,1.084,5.436e-16,chain,1
8,8192,z:il2d,nat-oop,96380,117707,54.398,1.221,5.210e-16,chain,0
8,8192,z:il2d,nat-oop,95640,115917,54.819,1.212,5.210e-16,chain,1
16,2,z:il2d,nat-oop,26,195,30.250,7.384,2.208e-16,chain+rb,0
16,2,z:il2d,nat-oop,26,195,30.222,7.380,2.208e-16,chain+rb,1
16,4,z:il2d,nat-oop,40,214,47.573,5.298,2.500e-16,chain+rb,0
16,4,z:il2d,nat-oop,41,214,46.316,5.165,2.500e-16,chain+rb,1
16,8,z:il2d,nat-oop,70,245,63.895,3.500,2.004e-16,chain+rb,0
16,8,z:il2d,nat-oop,70,247,63.918,3.519,2.004e-16,chain+rb,1
16,16,z:il2d,nat-oop,163,146,62.870,0.895,2.481e-16,chain+rb,0
16,16,z:il2d,nat-oop,163,146,62.954,0.895,2.481e-16,chain+rb,1
16,32,z:il2d,nat-oop,321,353,71.848,1.100,2.963e-16,chain+rb2,0
16,32,z:il2d,nat-oop,320,353,72.003,1.103,2.963e-16,chain+rb2,1
16,64,z:il2d,nat-oop,737,710,69.461,0.963,3.885e-16,chain+rb2,0
16,64,z:il2d,nat-oop,735,728,69.625,0.990,3.885e-16,chain+rb2,1
16,128,z:il2d,nat-oop,1962,1613,57.417,0.822,4.630e-16,chain,0
16,128,z:il2d,nat-oop,1968,1611,57.244,0.819,4.630e-16,chain,1
16,256,z:il2d,nat-oop,6587,6989,37.308,1.061,3.776e-16,chain,0
16,256,z:il2d,nat-oop,5963,6983,41.216,1.171,3.776e-16,chain,1
16,512,z:il2d,nat-oop,11163,14620,47.702,1.310,3.831e-16,chain,0
16,512,z:il2d,nat-oop,11155,14281,47.733,1.280,3.831e-16,chain,1
16,1024,z:il2d,nat-oop,26578,32002,43.152,1.204,3.665e-16,chain,0
16,1024,z:il2d,nat-oop,26593,31894,43.128,1.199,3.665e-16,chain,1
16,2048,z:il2d,nat-oop,60720,68110,40.475,1.122,3.678e-16,chain,0
16,2048,z:il2d,nat-oop,59657,67474,41.195,1.131,3.678e-16,chain,1
16,4096,z:il2d,nat-oop,132770,133233,39.488,1.003,3.065e-16,chain,0
16,4096,z:il2d,nat-oop,132777,133400,39.486,1.005,3.065e-16,chain,1
16,8192,z:il2d,nat-oop,283320,315200,39.323,1.113,4.216e-16,chain,0
16,8192,z:il2d,nat-oop,282320,320187,39.463,1.134,4.216e-16,chain,1
32,2,z:il2d,nat-oop,49,273,39.002,5.543,2.582e-16,chain+rb,0
32,2,z:il2d,nat-oop,50,273,38.414,5.463,2.582e-16,chain+rb,1
32,4,z:il2d,nat-oop,79,320,57.013,4.075,2.046e-16,chain+rb,0
32,4,z:il2d,nat-oop,79,320,56.674,4.042,2.046e-16,chain+rb,1
32,8,z:il2d,nat-oop,153,400,66.779,2.606,1.927e-16,chain+rb,0
32,8,z:il2d,nat-oop,150,400,68.267,2.665,2.409e-16,chain+rb,1
32,16,z:il2d,nat-oop,349,341,66.056,0.976,2.337e-16,chain+rb2,0
32,16,z:il2d,nat-oop,348,340,66.227,0.978,2.337e-16,chain+rb2,1
32,32,z:il2d,nat-oop,715,721,71.637,1.008,2.408e-16,chain+rb2,0
32,32,z:il2d,nat-oop,744,720,68.843,0.968,3.852e-16,chain+rb2,1
32,64,z:il2d,nat-oop,2411,1949,46.712,0.808,3.517e-16,chain+rb2,0
32,64,z:il2d,nat-oop,2035,1890,55.359,0.929,3.517e-16,chain+rb2,1
32,128,z:il2d,nat-oop,5633,6937,43.626,1.231,3.513e-16,chain,0
32,128,z:il2d,nat-oop,5806,6867,42.329,1.183,3.513e-16,chain,1
32,256,z:il2d,nat-oop,13121,15091,40.583,1.150,3.961e-16,chain,0
32,256,z:il2d,nat-oop,12971,15253,41.052,1.176,3.961e-16,chain,1
32,512,z:il2d,nat-oop,26869,31935,42.684,1.189,4.618e-16,chain,0
32,512,z:il2d,nat-oop,27536,31664,41.650,1.150,4.156e-16,chain,1
32,1024,z:il2d,nat-oop,56743,68743,43.311,1.211,3.535e-16,chain,0
32,1024,z:il2d,nat-oop,57659,70148,42.623,1.217,3.535e-16,chain,1
32,2048,z:il2d,nat-oop,123367,153987,42.498,1.248,3.567e-16,chain,0
32,2048,z:il2d,nat-oop,120653,150797,43.454,1.250,3.567e-16,chain,1
32,4096,z:il2d,nat-oop,271613,321473,41.018,1.184,3.813e-16,chain,0
32,4096,z:il2d,nat-oop,268520,324080,41.491,1.207,3.813e-16,chain,1
32,8192,z:il2d,nat-oop,593750,844250,39.736,1.422,5.250e-16,chain,0
32,8192,z:il2d,nat-oop,590150,876863,39.978,1.486,5.250e-16,chain,1
64,2,z:il2d,nat-oop,98,414,45.528,4.208,3.416e-16,chain+rb,0
64,2,z:il2d,nat-oop,99,414,45.047,4.161,3.416e-16,chain+rb,1
64,4,z:il2d,nat-oop,174,509,58.867,2.928,3.396e-16,chain+rb,0
64,4,z:il2d,nat-oop,177,508,57.934,2.876,3.396e-16,chain+rb,1
64,8,z:il2d,nat-oop,333,686,69.127,2.058,3.181e-16,chain+rb,0
64,8,z:il2d,nat-oop,337,684,68.333,2.028,3.181e-16,chain+rb,1
64,16,z:il2d,nat-oop,755,824,67.787,1.091,3.161e-16,chain+rb,0
64,16,z:il2d,nat-oop,933,830,54.852,0.889,3.161e-16,chain+rb,1
64,32,z:il2d,nat-oop,1891,2004,59.577,1.060,2.978e-16,chain+rb2,0
64,32,z:il2d,nat-oop,2562,2024,43.962,0.790,2.978e-16,chain+rb2,1
64,64,z:il2d,nat-oop,5621,7140,43.724,1.270,3.838e-16,chain+rb2,0
64,64,z:il2d,nat-oop,6056,7120,40.579,1.176,3.838e-16,chain+rb2,1
64,128,z:il2d,nat-oop,13311,14170,40.003,1.065,3.914e-16,chain,0
64,128,z:il2d,nat-oop,12737,13933,41.806,1.094,3.914e-16,chain,1
64,256,z:il2d,nat-oop,29741,32843,38.562,1.104,4.246e-16,chain,0
64,256,z:il2d,nat-oop,29625,32464,38.714,1.096,4.246e-16,chain,1
64,512,z:il2d,nat-oop,60533,67280,40.599,1.111,4.070e-16,chain,0
64,512,z:il2d,nat-oop,61056,66643,40.252,1.092,5.010e-16,chain,1
64,1024,z:il2d,nat-oop,130923,142807,40.045,1.091,3.638e-16,chain,0
64,1024,z:il2d,nat-oop,129487,143213,40.490,1.106,3.638e-16,chain,1
64,2048,z:il2d,nat-oop,304473,331127,36.591,1.088,3.179e-16,chain,0
64,2048,z:il2d,nat-oop,307700,331180,36.208,1.076,3.179e-16,chain,1
64,4096,z:il2d,nat-oop,591513,751150,39.886,1.270,5.559e-16,chain,0
64,4096,z:il2d,nat-oop,577700,803187,40.839,1.390,5.559e-16,chain,1
64,8192,z:il2d,nat-oop,1389975,1526937,35.833,1.099,9.689e-16,chain,0
64,8192,z:il2d,nat-oop,1347975,1561475,36.950,1.158,9.689e-16,chain,1
128,2,z:il2d,nat-oop,431,727,23.746,1.685,4.259e-16,chain+rb,0
128,2,z:il2d,nat-oop,442,726,23.189,1.644,4.259e-16,chain+rb,1
128,4,z:il2d,nat-oop,638,968,36.116,1.517,3.441e-16,chain+rb,0
128,4,z:il2d,nat-oop,648,967,35.543,1.491,3.441e-16,chain+rb,1
128,8,z:il2d,nat-oop,1391,1504,36.810,1.081,3.462e-16,chain+rb,0
128,8,z:il2d,nat-oop,1223,1515,41.869,1.239,3.462e-16,chain+rb,1
128,16,z:il2d,nat-oop,2941,1991,38.295,0.677,2.990e-16,chain+rb2,0
128,16,z:il2d,nat-oop,3023,1996,37.258,0.660,2.990e-16,chain+rb2,1
128,32,z:il2d,nat-oop,6932,7238,35.455,1.044,4.106e-16,chain+rb2,0
128,32,z:il2d,nat-oop,8006,7228,30.698,0.903,4.106e-16,chain+rb2,1
128,64,z:il2d,nat-oop,20050,15297,26.558,0.763,3.961e-16,chain,0
128,64,z:il2d,nat-oop,19814,15251,26.874,0.770,3.961e-16,chain,1
128,128,z:il2d,nat-oop,38648,30207,29.675,0.782,4.811e-16,chain,0
128,128,z:il2d,nat-oop,31434,30473,36.485,0.969,4.811e-16,chain,1
128,256,z:il2d,nat-oop,64220,62697,38.269,0.976,5.279e-16,chain,0
128,256,z:il2d,nat-oop,67359,61313,36.485,0.910,5.279e-16,chain,1
128,512,z:il2d,nat-oop,118343,130773,44.302,1.105,4.766e-16,chain,0
128,512,z:il2d,nat-oop,118230,131840,44.345,1.115,4.766e-16,chain,1
128,1024,z:il2d,nat-oop,284473,312553,39.164,1.099,3.713e-16,chain,0
128,1024,z:il2d,nat-oop,280333,309600,39.742,1.104,3.713e-16,chain,1
128,2048,z:il2d,nat-oop,655200,753638,36.009,1.150,5.797e-16,chain,0
128,2048,z:il2d,nat-oop,625812,689575,37.700,1.102,5.797e-16,chain,1
128,4096,z:il2d,nat-oop,1381050,1434663,36.065,1.039,1.267e-15,chain,0
128,4096,z:il2d,nat-oop,1407500,1533863,35.387,1.090,1.267e-15,chain,1
128,8192,z:il2d,nat-oop,3147625,3336713,33.313,1.060,1.354e-15,chain,0
128,8192,z:il2d,nat-oop,3088525,3621663,33.951,1.173,1.354e-15,chain,1
256,2,z:il2d,nat-oop,680,1351,33.888,1.987,3.307e-16,chain+rb,0
256,2,z:il2d,nat-oop,667,1354,34.537,2.030,3.307e-16,chain+rb,1
256,4,z:il2d,nat-oop,1915,1971,26.738,1.029,3.544e-16,chain+rb,0
256,4,z:il2d,nat-oop,1582,1984,32.373,1.254,3.544e-16,chain+rb,1
256,8,z:il2d,nat-oop,3252,3483,34.640,1.071,4.376e-16,chain+rb,0
256,8,z:il2d,nat-oop,2820,3471,39.944,1.231,4.376e-16,chain+rb,1
256,16,z:il2d,nat-oop,9217,7511,26.663,0.815,4.090e-16,chain+rb2,0
256,16,z:il2d,nat-oop,9031,7473,27.214,0.827,4.090e-16,chain+rb2,1
256,32,z:il2d,nat-oop,16936,14851,31.441,0.877,3.654e-16,chain+rb2,0
256,32,z:il2d,nat-oop,16277,14878,32.713,0.914,3.654e-16,chain+rb2,1
