N1,N2,plan,path,vfft_ns,mkl_ns,vfft_gflops,ratio_vs_mkl,rt_err,route,flip
2,36,z:il2d,nat-oop,65,343,34.330,5.305,3.477e-16,chain,0
2,36,z:il2d,nat-oop,65,342,34.307,5.283,3.477e-16,chain,1
2,37,z:il2d,nat-oop,207,408,11.096,1.971,7.208e-16,chain,0
2,37,z:il2d,nat-oop,206,409,11.142,1.985,7.208e-16,chain,1
2,38,z:il2d,nat-oop,139,391,17.071,2.812,4.206e-16,chain,0
2,38,z:il2d,nat-oop,132,391,18.008,2.968,4.206e-16,chain,1
2,39,z:il2d,nat-oop,87,401,28.286,4.629,4.907e-16,chain,0
2,39,z:il2d,nat-oop,86,401,28.442,4.654,4.907e-16,chain,1
2,40,z:il2d,nat-oop,67,351,37.543,5.213,3.158e-16,chain,0
2,40,z:il2d,nat-oop,65,351,39.124,5.429,3.158e-16,chain,1
2,41,z:il2d,nat-oop,217,425,12.026,1.962,4.666e-16,chain,0
2,41,z:il2d,nat-oop,198,426,13.159,2.149,4.666e-16,chain,1
2,42,z:il2d,nat-oop,75,376,35.597,4.983,4.336e-16,chain,0
2,42,z:il2d,nat-oop,75,376,35.575,4.985,4.336e-16,chain,1
2,43,z:il2d,nat-oop,237,454,11.666,1.915,6.971e-16,chain,0
2,43,z:il2d,nat-oop,236,454,11.694,1.923,6.971e-16,chain,1
2,44,z:il2d,nat-oop,78,398,36.252,5.081,3.448e-16,chain,0
2,44,z:il2d,nat-oop,78,398,36.514,5.114,3.448e-16,chain,1
2,45,z:il2d,nat-oop,87,422,33.584,4.847,4.142e-16,chain,0
2,45,z:il2d,nat-oop,87,431,33.686,4.971,4.142e-16,chain,1
2,46,z:il2d,nat-oop,177,484,16.926,2.727,6.705e-16,chain,0
2,46,z:il2d,nat-oop,178,483,16.838,2.713,6.705e-16,chain,1
2,47,z:il2d,nat-oop,429,650,7.189,1.517,1.121e-15,chain,0
2,47,z:il2d,nat-oop,434,652,7.104,1.503,1.121e-15,chain,1
2,48,z:il2d,nat-oop,76,403,41.660,5.317,3.056e-16,chain,0
2,48,z:il2d,nat-oop,77,399,41.075,5.191,3.056e-16,chain,1
2,49,z:il2d,nat-oop,98,453,33.216,4.646,3.875e-16,chain,0
2,49,z:il2d,nat-oop,98,449,32.909,4.554,3.875e-16,chain,1
2,50,z:il2d,nat-oop,88,429,37.921,4.902,3.562e-16,chain,0
2,50,z:il2d,nat-oop,88,430,37.912,4.903,3.562e-16,chain,1
2,51,z:il2d,nat-oop,130,478,26.087,3.665,4.838e-16,chain,0
2,51,z:il2d,nat-oop,136,477,25.058,3.512,4.838e-16,chain,1
2,52,z:il2d,nat-oop,97,459,35.861,4.722,5.715e-16,chain,0
2,52,z:il2d,nat-oop,97,459,35.859,4.724,5.715e-16,chain,1
2,53,z:il2d,nat-oop,279,565,12.788,2.028,8.869e-16,chain,0
2,53,z:il2d,nat-oop,278,565,12.806,2.030,8.869e-16,chain,1
2,54,z:il2d,nat-oop,91,468,39.866,5.114,4.196e-16,chain,0
2,54,z:il2d,nat-oop,92,467,39.667,5.082,4.196e-16,chain,1
2,55,z:il2d,nat-oop,109,505,34.292,4.642,2.859e-16,chain,0
2,55,z:il2d,nat-oop,109,506,34.273,4.648,2.859e-16,chain,1
2,56,z:il2d,nat-oop,89,448,42.967,5.050,2.435e-16,chain,0
2,56,z:il2d,nat-oop,89,449,42.687,5.033,2.435e-16,chain,1
2,57,z:il2d,nat-oop,155,522,25.124,3.367,4.742e-16,chain,0
2,57,z:il2d,nat-oop,151,521,25.860,3.461,4.742e-16,chain,1
2,58,z:il2d,nat-oop,247,523,16.102,2.117,3.646e-16,chain,0
2,58,z:il2d,nat-oop,303,524,13.117,1.728,3.646e-16,chain,1
2,59,z:il2d,nat-oop,432,718,9.397,1.661,1.069e-15,chain,0
2,59,z:il2d,nat-oop,433,704,9.381,1.627,1.069e-15,chain,1
2,60,z:il2d,nat-oop,94,485,44.181,5.176,3.683e-16,chain,0
2,60,z:il2d,nat-oop,94,486,44.213,5.187,3.683e-16,chain,1
2,61,z:il2d,nat-oop,328,583,12.906,1.779,7.519e-16,chain,0
2,61,z:il2d,nat-oop,328,582,12.904,1.778,7.519e-16,chain,1
2,62,z:il2d,nat-oop,313,555,13.796,1.774,4.701e-16,chain,0
2,62,z:il2d,nat-oop,254,554,17.006,2.185,4.701e-16,chain,1
2,63,z:il2d,nat-oop,118,544,37.361,4.623,4.806e-16,chain,0
2,63,z:il2d,nat-oop,118,545,37.339,4.626,4.806e-16,chain,1
2,64,z:il2d,nat-oop,86,466,52.339,5.449,2.222e-16,chain,0
2,64,z:il2d,nat-oop,86,467,52.268,5.446,2.222e-16,chain,1
3,2,z:il2d,nat-oop,27,149,2.876,5.536,2.015e-16,chain,0
