mode,N,K,plan,path,vns_min,vns_med,fsplit_min,fsplit_med,fil_min,fil_med,ctrl_min,ratio_split,ratio_il,vgate,vgate_class,fgate,fgate_class,split_plan_ms,il_plan_ms,split_plan_id,verdict_arm,flip,reps,delta
split,1024,4,t:64x16,baked,4830.5,5203.9,8472.3,8507.6,3781.4,3842.4,845.1,1.6348,0.7384,7.993e-16,rt,3.213e-13,naive4,0.1,0.1,eaf521f4f5faeaff,split,0,488,32832
