Function	CPU Time	Clockticks	Clockticks:Performance-core (P-core)	Clockticks:Efficient-core (E-core)	Instructions Retired	Instructions Retired:Performance-core (P-core)	Instructions Retired:Efficient-core (E-core)	CPI Rate	CPI Rate:Performance-core (P-core)	CPI Rate:Efficient-core (E-core)	Performance-core (P-core):Retiring(%)	Performance-core (P-core):Retiring:Light Operations(%)	Performance-core (P-core):Retiring:Light Operations:FP Arithmetic(%)	Performance-core (P-core):Retiring:Light Operations:FP Arithmetic:FP x87(%)	Performance-core (P-core):Retiring:Light Operations:FP Arithmetic:FP Scalar(%)	Performance-core (P-core):Retiring:Light Operations:FP Arithmetic:FP Vector(%)	Performance-core (P-core):Retiring:Light Operations:FP Arithmetic:FP Vector:128-bit FP Vector(%)	Performance-core (P-core):Retiring:Light Operations:FP Arithmetic:FP Vector:256-bit FP Vector(%)	Performance-core (P-core):Retiring:Light Operations:Integer Operations(%)	Performance-core (P-core):Retiring:Light Operations:Integer Operations:128-bit Integer Vector Operations(%)	Performance-core (P-core):Retiring:Light Operations:Integer Operations:256-bit Vector Operations(%)	Performance-core (P-core):Retiring:Light Operations:Memory Operations(%)	Performance-core (P-core):Retiring:Light Operations:Fused Instructions(%)	Performance-core (P-core):Retiring:Light Operations:Non Fused Branches(%)	Performance-core (P-core):Retiring:Light Operations:Other(%)	Performance-core (P-core):Retiring:Light Operations:Other:Nop Instructions(%)	Performance-core (P-core):Retiring:Light Operations:Other:Shuffles_256b(%)	Performance-core (P-core):Retiring:Heavy Operations(%)	Performance-core (P-core):Retiring:Heavy Operations:Few Uops Instructions(%)	Performance-core (P-core):Retiring:Heavy Operations:Microcode Sequencer(%)	Performance-core (P-core):Retiring:Heavy Operations:Microcode Sequencer:Assists(%)	Performance-core (P-core):Retiring:Heavy Operations:Microcode Sequencer:Assists:Page Faults(%)	Performance-core (P-core):Retiring:Heavy Operations:Microcode Sequencer:Assists:FP Assists(%)	Performance-core (P-core):Retiring:Heavy Operations:Microcode Sequencer:Assists:AVX Assists(%)	Performance-core (P-core):Retiring:Heavy Operations:Microcode Sequencer:CISC(%)	Performance-core (P-core):Front-End Bound(%)	Performance-core (P-core):Front-End Bound:Front-End Latency(%)	Performance-core (P-core):Front-End Bound:Front-End Latency:ICache Misses(%)	Performance-core (P-core):Front-End Bound:Front-End Latency:ICache Misses:Code L2 Hit(%)	Performance-core (P-core):Front-End Bound:Front-End Latency:ICache Misses:Code L2 Miss(%)	Performance-core (P-core):Front-End Bound:Front-End Latency:ITLB Misses(%)	Performance-core (P-core):Front-End Bound:Front-End Latency:ITLB Misses:Code STLB Hit(%)	Performance-core (P-core):Front-End Bound:Front-End Latency:ITLB Misses:Code STLB Miss(%)	Performance-core (P-core):Front-End Bound:Front-End Latency:ITLB Misses:Code STLB Miss:Code STLB Miss 4K(%)	Performance-core (P-core):Front-End Bound:Front-End Latency:ITLB Misses:Code STLB Miss:Code STLB Miss 2M(%)	Performance-core (P-core):Front-End Bound:Front-End Latency:Branch Resteers(%)	Performance-core (P-core):Front-End Bound:Front-End Latency:Branch Resteers:Mispredicts Resteers(%)	Performance-core (P-core):Front-End Bound:Front-End Latency:Branch Resteers:Clears Resteers(%)	Performance-core (P-core):Front-End Bound:Front-End Latency:Branch Resteers:Unknown Branches(%)	Performance-core (P-core):Front-End Bound:Front-End Latency:MS Switches(%)	Performance-core (P-core):Front-End Bound:Front-End Latency:Length Changing Prefixes(%)	Performance-core (P-core):Front-End Bound:Front-End Latency:DSB Switches(%)	Performance-core (P-core):Front-End Bound:Front-End Bandwidth(%)	Performance-core (P-core):Front-End Bound:Front-End Bandwidth:Front-End Bandwidth MITE(%)	Performance-core (P-core):Front-End Bound:Front-End Bandwidth:Front-End Bandwidth MITE:Decoder-0 Alone(%)	Performance-core (P-core):Front-End Bound:Front-End Bandwidth:Front-End Bandwidth DSB(%)	Performance-core (P-core):Front-End Bound:Front-End Bandwidth:Front-End Bandwidth LSD(%)	Performance-core (P-core):Front-End Bound:Front-End Bandwidth:MS(%)	Performance-core (P-core):Front-End Bound:Front-End Bandwidth:(Info) DSB Coverage(%)	Performance-core (P-core):Front-End Bound:Front-End Bandwidth:(Info) LSD Coverage(%)	Performance-core (P-core):Front-End Bound:Front-End Bandwidth:(Info) DSB Misses(%)	Performance-core (P-core):Bad Speculation(%)	Performance-core (P-core):Bad Speculation:Branch Mispredict(%)	Performance-core (P-core):Bad Speculation:Branch Mispredict:Other Mispredicts(%)	Performance-core (P-core):Bad Speculation:Machine Clears(%)	Performance-core (P-core):Bad Speculation:Machine Clears:Other Nukes(%)	Performance-core (P-core):Back-End Bound(%)	Performance-core (P-core):Back-End Bound:Memory Bound(%)	Performance-core (P-core):Back-End Bound:Memory Bound:L1 Bound(%)	Performance-core (P-core):Back-End Bound:Memory Bound:L1 Bound:DTLB Overhead(%)	Performance-core (P-core):Back-End Bound:Memory Bound:L1 Bound:DTLB Overhead:Load STLB Hit(%)	Performance-core (P-core):Back-End Bound:Memory Bound:L1 Bound:DTLB Overhead:Load STLB Miss(%)	Performance-core (P-core):Back-End Bound:Memory Bound:L1 Bound:DTLB Overhead:Load STLB Miss:Load STLB Miss 4K(%)	Performance-core (P-core):Back-End Bound:Memory Bound:L1 Bound:DTLB Overhead:Load STLB Miss:Load STLB Miss 2M(%)	Performance-core (P-core):Back-End Bound:Memory Bound:L1 Bound:DTLB Overhead:Load STLB Miss:Load STLB Miss 1G(%)	Performance-core (P-core):Back-End Bound:Memory Bound:L1 Bound:Loads Blocked by Store Forwarding(%)	Performance-core (P-core):Back-End Bound:Memory Bound:L1 Bound:L1 Latency Dependency(%)	Performance-core (P-core):Back-End Bound:Memory Bound:L1 Bound:Lock Latency(%)	Performance-core (P-core):Back-End Bound:Memory Bound:L1 Bound:Split Loads(%)	Performance-core (P-core):Back-End Bound:Memory Bound:L1 Bound:FB Full(%)	Performance-core (P-core):Back-End Bound:Memory Bound:L2 Bound(%)	Performance-core (P-core):Back-End Bound:Memory Bound:L2 Bound:L2 Hit Latency(%)	Performance-core (P-core):Back-End Bound:Memory Bound:L3 Bound(%)	Performance-core (P-core):Back-End Bound:Memory Bound:L3 Bound:L3 Latency(%)	Performance-core (P-core):Back-End Bound:Memory Bound:L3 Bound:SQ Full(%)	Performance-core (P-core):Back-End Bound:Memory Bound:DRAM Bound(%)	Performance-core (P-core):Back-End Bound:Memory Bound:DRAM Bound:Memory Bandwidth(%)	Performance-core (P-core):Back-End Bound:Memory Bound:DRAM Bound:Memory Latency(%)	Performance-core (P-core):Back-End Bound:Memory Bound:Store Bound(%)	Performance-core (P-core):Back-End Bound:Memory Bound:Store Bound:Store Latency(%)	Performance-core (P-core):Back-End Bound:Memory Bound:Store Bound:Split Stores(%)	Performance-core (P-core):Back-End Bound:Memory Bound:Store Bound:DTLB Store Overhead(%)	Performance-core (P-core):Back-End Bound:Memory Bound:Store Bound:DTLB Store Overhead:Store STLB Hit(%)	Performance-core (P-core):Back-End Bound:Memory Bound:Store Bound:DTLB Store Overhead:Store STLB Miss(%)	Performance-core (P-core):Back-End Bound:Memory Bound:Store Bound:DTLB Store Overhead:Store STLB Miss:Store STLB Miss 4K(%)	Performance-core (P-core):Back-End Bound:Memory Bound:Store Bound:DTLB Store Overhead:Store STLB Miss:Store STLB Miss 2M(%)	Performance-core (P-core):Back-End Bound:Memory Bound:Store Bound:DTLB Store Overhead:Store STLB Miss:Store STLB Miss 1G(%)	Performance-core (P-core):Back-End Bound:Core Bound(%)	Performance-core (P-core):Back-End Bound:Core Bound:Divider(%)	Performance-core (P-core):Back-End Bound:Core Bound:Divider:FP Divider(%)	Performance-core (P-core):Back-End Bound:Core Bound:Divider:INT Divider(%)	Performance-core (P-core):Back-End Bound:Core Bound:Serializing Operations(%)	Performance-core (P-core):Back-End Bound:Core Bound:Serializing Operations:Slow Pause(%)	Performance-core (P-core):Back-End Bound:Core Bound:Serializing Operations:C01 Wait(%)	Performance-core (P-core):Back-End Bound:Core Bound:Serializing Operations:C02 Wait(%)	Performance-core (P-core):Back-End Bound:Core Bound:Serializing Operations:Memory Fence(%)	Performance-core (P-core):Back-End Bound:Core Bound:Port Utilization(%)	Performance-core (P-core):Back-End Bound:Core Bound:Port Utilization:Cycles of 0 Ports Utilized(%)	Performance-core (P-core):Back-End Bound:Core Bound:Port Utilization:Cycles of 0 Ports Utilized:Mixing Vectors(%)	Performance-core (P-core):Back-End Bound:Core Bound:Port Utilization:Cycles of 1 Port Utilized(%)	Performance-core (P-core):Back-End Bound:Core Bound:Port Utilization:Cycles of 2 Ports Utilized(%)	Performance-core (P-core):Back-End Bound:Core Bound:Port Utilization:Cycles of 3+ Ports Utilized(%)	Performance-core (P-core):Back-End Bound:Core Bound:Port Utilization:Cycles of 3+ Ports Utilized:ALU Operation Utilization(%)	Performance-core (P-core):Back-End Bound:Core Bound:Port Utilization:Cycles of 3+ Ports Utilized:ALU Operation Utilization:Port 0(%)	Performance-core (P-core):Back-End Bound:Core Bound:Port Utilization:Cycles of 3+ Ports Utilized:ALU Operation Utilization:Port 1(%)	Performance-core (P-core):Back-End Bound:Core Bound:Port Utilization:Cycles of 3+ Ports Utilized:ALU Operation Utilization:Port 6(%)	Performance-core (P-core):Back-End Bound:Core Bound:Port Utilization:Cycles of 3+ Ports Utilized:Load Operation Utilization(%)	Performance-core (P-core):Back-End Bound:Core Bound:Port Utilization:Cycles of 3+ Ports Utilized:Store Operation Utilization(%)	Performance-core (P-core):Back-End Bound:Core Bound:Port Utilization:Vector Capacity Usage (FPU)(%)	Efficient-core (E-core):Retiring(%)	Efficient-core (E-core):Retiring:General Retirement(%)	Efficient-core (E-core):Retiring:General Retirement:FP Arithmetic(%)	Efficient-core (E-core):Retiring:General Retirement:Other(%)	Efficient-core (E-core):Retiring:Microcode Sequencer(%)	Efficient-core (E-core):Front-End Bound(%)	Efficient-core (E-core):Front-End Bound:Front-End Latency(%)	Efficient-core (E-core):Front-End Bound:Front-End Latency:ICache Misses(%)	Efficient-core (E-core):Front-End Bound:Front-End Latency:ITLB Misses(%)	Efficient-core (E-core):Front-End Bound:Front-End Latency:BACLEARS(%)	Efficient-core (E-core):Front-End Bound:Front-End Latency:Branch Resteers(%)	Efficient-core (E-core):Front-End Bound:Front-End Bandwidth(%)	Efficient-core (E-core):Front-End Bound:Front-End Bandwidth:Cisc(%)	Efficient-core (E-core):Front-End Bound:Front-End Bandwidth:Decode(%)	Efficient-core (E-core):Front-End Bound:Front-End Bandwidth:Pre-Decode Wrong(%)	Efficient-core (E-core):Front-End Bound:Front-End Bandwidth:Front-End Other(%)	Efficient-core (E-core):Bad Speculation(%)	Efficient-core (E-core):Bad Speculation:Branch Mispredict(%)	Efficient-core (E-core):Bad Speculation:Machine Clears(%)	Efficient-core (E-core):Bad Speculation:Machine Clears:Machine Clear(%)	Efficient-core (E-core):Bad Speculation:Machine Clears:Machine Clear:SMC Machine Clear	Efficient-core (E-core):Bad Speculation:Machine Clears:Machine Clear:Machine Ordering	Efficient-core (E-core):Bad Speculation:Machine Clears:Machine Clear:FP Assists	Efficient-core (E-core):Bad Speculation:Machine Clears:Machine Clear:Disambiguation	Efficient-core (E-core):Bad Speculation:Machine Clears:Machine Clear:Page Faults	Efficient-core (E-core):Bad Speculation:Machine Clears:Fast Machine Clears(%)	Efficient-core (E-core):Back-End Bound(%)	Efficient-core (E-core):Back-End Bound:Core Bound(%)	Efficient-core (E-core):Back-End Bound:Memory Bound(%)	Efficient-core (E-core):Back-End Bound:Memory Bound:Store Bound(%)	Efficient-core (E-core):Back-End Bound:Memory Bound:L1 Bound(%)	Efficient-core (E-core):Back-End Bound:Memory Bound:L1 Bound:Loads Blocked by Store Forwarding(%)	Efficient-core (E-core):Back-End Bound:Memory Bound:L1 Bound:Load STLB Hit(%)	Efficient-core (E-core):Back-End Bound:Memory Bound:L1 Bound:Load STLB Miss(%)	Efficient-core (E-core):Back-End Bound:Memory Bound:L1 Bound:Other L1(%)	Efficient-core (E-core):Back-End Bound:Memory Bound:L2 Bound(%)	Efficient-core (E-core):Back-End Bound:Memory Bound:L3 Bound(%)	Efficient-core (E-core):Back-End Bound:Memory Bound:DRAM Bound(%)	Efficient-core (E-core):Back-End Bound:Memory Bound:Other Load Store(%)	Efficient-core (E-core):Back-End Bound Auxiliary(%)	Efficient-core (E-core):Back-End Bound Auxiliary:Resource Bound(%)	Efficient-core (E-core):Back-End Bound Auxiliary:Resource Bound:Memory Scheduler(%)	Efficient-core (E-core):Back-End Bound Auxiliary:Resource Bound:Memory Scheduler:ST Buffer	Efficient-core (E-core):Back-End Bound Auxiliary:Resource Bound:Memory Scheduler:LD Buffer	Efficient-core (E-core):Back-End Bound Auxiliary:Resource Bound:Memory Scheduler:RSV	Efficient-core (E-core):Back-End Bound Auxiliary:Resource Bound:Non-memory Scheduler(%)	Efficient-core (E-core):Back-End Bound Auxiliary:Resource Bound:Register(%)	Efficient-core (E-core):Back-End Bound Auxiliary:Resource Bound:Full Re-order Buffer (ROB)(%)	Efficient-core (E-core):Back-End Bound Auxiliary:Resource Bound:Allocation Restriction(%)	Efficient-core (E-core):Back-End Bound Auxiliary:Resource Bound:Serializing Operations(%)	Average CPU Frequency	Module	Function (Full)	Source File	Start Address
func@0x1825c3800	4.881693	27879876000	27879876000	0	106713508000	106713508000	0	0.261259	0.261259	0.0	60.1	59.8	49.3	0.0	0.0	49.3	0.0	51.4	0.0	0.0	0.0	20.7	1.9	0.8	0.0	0.1	10.1	0.4	0.2	0.2	0.0	0.0	0.0	0.0	0.2	1.6	0.2	0.2	0.1	0.0	0.6	0.3	0.3	0.3	0.0	0.2	0.0	0.1	0.0	0.6	0.0	0.2	1.4	0.3	0.0	5.0	0.0	100.0	94.7	0.0	3.2	1.1	0.2	0.2	1.0	1.0	37.1	2.6	2.0	0.9	0.8	0.1	0.0	0.0	0.0	3.1	28.4	0.0	0.0	1.1	0.9	100.0	0.0	1.0	2.0	0.4	0.5	1.2	0.0	22.7	2.8	1.3	1.3	0.1	0.0	0.0	0.0	34.5	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	25.5	0.0	0.0	6.9	12.8	71.2	48.6	51.4	85.6	17.4	27.0	22.5	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5711107858.576813	mkl_avx2.2.dll	func@0x1825c3800	[Unknown]	0x1825c3800
func@0x182549180	3.251296	18592958000	18592958000	0	49511638500	49511638500	0	0.375527	0.375527	0.0	44.7	44.6	18.9	0.0	0.2	18.7	0.0	13.8	0.0	0.0	0.0	12.8	1.1	0.2	11.7	0.1	12.4	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.1	1.6	0.4	0.1	0.1	0.0	1.0	0.7	0.3	0.0	0.0	0.2			0.0	0.0	0.0	0.1	1.2	0.4	0.0	6.2	0.0	100.0	92.2	0.0	3.2	0.0	0.1	0.1	0.0	0.0	55.5	1.9	1.2	0.1	0.1	0.0	0.0	0.0	0.0	23.5	18.8	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.2	0.0	8.7	6.2	0.1	0.1	0.0	0.0	0.0	0.0	53.6	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	42.7	0.0	0.0	22.8	30.8	43.8	36.4	22.3	36.8	18.5	15.3	18.0	49.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5718630409.880363	mkl_avx2.2.dll	func@0x182549180	[Unknown]	0x182549180
func@0x1400e8e40	0.204487	1042149000	1042149000	0	12748000	12748000	0	81.750000	81.750000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9	6.3	0.6	0.0	1.2	13.5	13.3	0.1	0.0	0.0	3.1	0.0	0.6	2.5	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	0.0	0.0	100.0	89.6	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.4	0.0	0.0	0.0	81.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5096403476.053789	nvlddmkm.sys	func@0x1400e8e40	[Unknown]	0x1400e8e40
func@0x1824da4e0	0.112493	567286000	567286000	0	1293922000	1293922000	0	0.438424	0.438424	0.0	44.8	44.8	8.5	0.0	0.0	8.5	0.0	10.6	0.0	0.0	0.0	8.1	1.0	0.0	27.2	0.0	23.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	0.0	2.3	2.3	0.0	2.3	2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	2.4	0.0	0.0	3.5	0.0	0.0	100.0	0.0		0.0	0.0	0.0	0.0	0.0	61.9	0.0	2.3	14.9	14.4	0.5	0.0	0.0	0.0	0.0	13.7	0.0	0.0	16.0	2.3	0.0	0.0	0.0	4.6	0.0	2.3	0.0	0.0	0.0	9.8	7.7	7.3	0.3	0.0	0.0	0.0	61.9	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	33.8	0.0	0.0	9.2	27.5	82.5	72.5	69.7	76.7	62.8	46.5	29.6	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5042859203.040000	mkl_avx2.2.dll	func@0x1824da4e0	[Unknown]	0x1824da4e0
func@0x182465290	0.079995	420684000	420684000	0	1214247000	1214247000	0	0.346457	0.346457	0.0	63.3	62.2	0.9	0.0	0.0	0.9	0.0	10.5	0.0	0.0	0.0	8.7	0.0	1.3	51.3	0.0	27.3	1.1	1.1	0.0	0.0	0.0	0.0	0.0	0.0	7.2	6.7	0.0	0.0	0.0	3.1	1.5	1.5	0.0	0.0	3.1	0.0	3.1	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	5.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.5	0.0	0.0	0.0	0.0	0.0	11.0	2.8	2.2	0.6	0.0	0.0	0.0	44.4	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	45.9	0.0	0.0	18.5	37.1	86.5	46.4	31.4	69.0	25.1	50.2	20.4	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5258880559.349999	mkl_avx2.2.dll	func@0x182465290	[Unknown]	0x182465290
func@0x140da17b0	0.027998	200781000	200781000	0	1593500	1593500	0	126.000000	126.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	6.5	6.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	18.0	18.0	80.0	100.0	19.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.2	0.0	0.0	0.0	0.0	0.0	0.0	97.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7171200762.750000	nvlddmkm.sys	func@0x140da17b0	[Unknown]	0x140da17b0
func@0x180c8dab0	0.014499	106764500	106764500	0	172098000	172098000	0	0.620370	0.620370	0.0	80.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5	0.0	1.0	71.5	0.0	47.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	45.0	0.0	0.0	0.0	14.6	6.1	8.5	0.0	0.0	24.4	0.0	12.2	12.2	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0	3.7	0.0	3.7	0.0	0.0	0.0	0.0	8.8	0.0	0.0	0.0	12.2		0.0		0.0	0.0	12.2	0.0	0.0	0.0	3.1	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.5	0.0	0.0	0.0	48.7	24.4	6.3	0.0	0.0	0.0	5.2	3.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7363531817.689655	mkl_avx2.2.dll	func@0x180c8dab0	[Unknown]	0x180c8dab0
DftiComputeForward	0.008999	38244000	38244000	0	17528500	17528500	0	2.181818	2.181818	0.0	20.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	4.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	100.0	34.0	34.0	0.0	61.2	34.0	27.2	0.0	0.0	51.0	0.0	51.0	0.0	0.0	0.0	0.0	30.0	31.4	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	34.0	27.2	6.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4	0.0	0.0	0.0	0.0	68.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4249600452.000000	mkl_rt.2.dll	DftiComputeForward	[Unknown]	0x1812e4e30
func@0x1400e8ed0	0.006500	28683000	28683000	0	7967500	7967500	0	3.600000	3.600000	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	22.7	0.0	45.3	0.0	0.0	0.0	0.0	0.0	22.7	0.0	22.7	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.5	0.0	0.0	92.5	92.5	0.0	100.0	90.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4413046623.230769	nvlddmkm.sys	func@0x1400e8ed0	[Unknown]	0x1400e8ed0
[vtune_rfft.exe]	0.006000	15935000	15935000	0	3187000	3187000	0	5.000000	5.000000	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	40.8	40.8	0.0	48.9	0.0	81.6	0.0	0.0	0.0			0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0			0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.3	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2656000282.500000	vtune_rfft.exe	[vtune_rfft.exe]	[Unknown]	0x0
