mode,N,K,path,order,vns_min,vns_med,fil_min,fil_med,fsplit_min,fsplit_med,ctrl_min,ratio_il,ratio_split,vgate,vgate_class,fgate,fgate_class,il_plan_ms,split_plan_ms,il_plan_id,verdict_arm,flip,reps,delta
r2c,512,16,rfft,natural,11957.0,12972.1,3947.1,4368.0,12135.2,12621.3,422.1,0.3367,0.9730,8.863e-14,naive,8.900e-14,naive4,0.0,44.2,6453898965873d37,il,0,244,36928
