mode,N,K,plan,path,vns_min,vns_med,fsplit_min,fsplit_med,fil_min,fil_med,ctrl_min,ratio_split,ratio_il,vgate,vgate_class,fgate,fgate_class,split_plan_ms,il_plan_ms,split_plan_id,verdict_arm,flip,reps,delta
oop,1024,32,MODEB/4,4,8,8,frontdoor,38704.9,39991.8,143626.2,144668.9,27649.2,28223.0,6762.3,3.6175,0.7057,4.441e-16,rt,3.835e-13,naive4,77.3,0.0,89679a3c364f7a1f,split,0,61,262208
