N1,N2,plan,path,vfft_ns,mkl_ns,vfft_gflops,ratio_vs_mkl,rt_err,route,flip
2,2,z:il2d,nat-oop,11,13,3.722,1.179,1.390e-16,csk+rb,0
2,2,z:il2d,nat-oop,11,13,3.722,1.181,1.390e-16,csk+rb,1
2,4,z:il2d,nat-oop,12,157,9.741,12.744,1.663e-16,csk+rb,0
2,4,z:il2d,nat-oop,12,157,9.781,12.801,1.663e-16,csk+rb,1
2,8,z:il2d,nat-oop,16,167,19.752,10.338,1.913e-16,csk+rb,0
2,8,z:il2d,nat-oop,17,167,19.037,9.946,1.913e-16,csk+rb,1
2,16,z:il2d,nat-oop,26,205,30.297,7.759,1.991e-16,csk+rb2,0
2,16,z:il2d,nat-oop,26,205,30.328,7.768,1.991e-16,csk+rb2,1
2,32,z:il2d,nat-oop,41,306,46.616,7.420,2.012e-16,csk+rb2,0
2,32,z:il2d,nat-oop,41,306,46.364,7.378,2.012e-16,csk+rb2,1
2,64,z:il2d,nat-oop,80,467,56.088,5.849,2.222e-16,csk+rb2,0
2,64,z:il2d,nat-oop,80,467,56.147,5.848,2.222e-16,csk+rb2,1
2,128,z:il2d,nat-oop,160,830,63.801,5.168,3.653e-16,csk,0
2,128,z:il2d,nat-oop,161,830,63.491,5.147,3.653e-16,csk,1
2,256,z:il2d,nat-oop,321,1535,71.773,4.782,3.866e-16,csk,0
2,256,z:il2d,nat-oop,322,1535,71.624,4.772,3.866e-16,csk,1
2,512,z:il2d,nat-oop,1047,2970,48.921,2.837,4.524e-16,csk,0
2,512,z:il2d,nat-oop,1048,2970,48.854,2.834,4.524e-16,csk,1
2,1024,z:il2d,nat-oop,2291,6026,49.160,2.630,3.978e-16,chain,0
2,1024,z:il2d,nat-oop,2284,6043,49.328,2.646,3.978e-16,chain,1
2,2048,z:il2d,nat-oop,4628,12300,53.102,2.658,2.888e-16,csk,0
2,2048,z:il2d,nat-oop,4550,12314,54.018,2.707,2.888e-16,csk,1
2,4096,z:il2d,nat-oop,10813,25159,49.246,2.327,3.243e-16,chain,0
