N,K,plan,path,vfft_ns,mkl_ns,vfft_gflops,ratio_vs_mkl,rt_err,route,flip
8388608,1,z:ilp,nat-oop,50049075,58469300,19.275,1.168,1.192e-15,fs,0
8388608,1,z:ilp,nat-oop,45736488,57599000,21.092,1.259,1.192e-15,fs,1
16777216,1,z:ilp,nat-oop,100209475,119609675,20.091,1.194,3.208e-15,fs,0
16777216,1,z:ilp,nat-oop,99930062,120233975,20.147,1.203,3.208e-15,fs,1
