N,K,plan,path,vfft_ns,mkl_ns,vfft_gflops,ratio_vs_mkl,rt_err,route,flip,engaged
148,1,z:ilp,nat-oop,955,586,5.589,0.614,4.931e-16,prime,1,0
149,1,z:ilp,nat-oop,955,979,5.634,1.025,6.099e-16,prime,1,0
150,1,z:ilp,nat-oop,107,158,50.556,1.477,3.684e-16,2p,1,0
151,1,z:ilp,nat-oop,407,973,13.442,2.393,7.324e-16,prime,1,0
152,1,z:ilp,nat-oop,148,329,37.144,2.221,8.119e-16,2p,1,0
153,1,z:ilp,nat-oop,167,370,33.265,2.218,1.014e-15,2p,1,0
154,1,z:ilp,nat-oop,195,206,28.641,1.056,8.448e-16,flat,1,0
155,1,z:ilp,nat-oop,1040,628,5.421,0.604,5.403e-16,prime,1,0
156,1,z:ilp,nat-oop,131,172,43.446,1.317,6.056e-16,2p,1,0
157,1,z:ilp,nat-oop,448,990,12.771,2.207,1.674e-15,prime,1,0
158,1,z:ilp,nat-oop,969,1598,5.952,1.649,5.690e-16,prime,1,0
159,1,z:ilp,nat-oop,966,1325,6.018,1.371,4.630e-16,prime,1,0
160,1,z:ilp,nat-oop,91,163,64.193,1.782,2.213e-16,2p,1,0
161,1,z:ilp,nat-oop,235,467,25.156,1.990,1.234e-15,2p,1,0
162,1,z:ilp,nat-oop,123,189,48.383,1.535,4.248e-16,2p,1,0
163,1,z:ilp,nat-oop,462,1253,12.970,2.714,9.880e-16,prime,1,0
164,1,z:ilp,nat-oop,1027,731,5.874,0.712,6.477e-16,prime,1,0
165,1,z:ilp,nat-oop,143,186,42.418,1.301,6.682e-16,2p,1,0
166,1,z:ilp,nat-oop,957,1777,6.394,1.856,9.708e-16,prime,1,0
167,1,z:ilp,nat-oop,979,1247,6.300,1.274,8.716e-16,prime,1,0
168,1,z:ilp,nat-oop,125,513,49.608,4.095,3.671e-16,chain3,1,0
169,1,z:ilp,nat-oop,168,188,37.126,1.118,1.538e-15,2p,1,0
170,1,z:ilp,nat-oop,169,370,37.233,2.186,1.025e-15,2p,1,0
171,1,z:ilp,nat-oop,294,440,21.585,1.498,9.799e-16,2p,1,0
172,1,z:ilp,nat-oop,991,811,6.447,0.819,6.930e-16,prime,1,0
173,1,z:ilp,nat-oop,1002,1258,6.419,1.256,6.386e-16,prime,1,0
174,1,z:ilp,nat-oop,1002,544,6.463,0.543,6.410e-16,prime,1,0
175,1,z:ilp,nat-oop,149,194,43.752,1.302,4.081e-16,chain3,1,0
176,1,z:ilp,nat-oop,125,167,52.436,1.331,5.725e-16,2p,1,0
177,1,z:ilp,nat-oop,984,1669,6.716,1.696,1.186e-15,prime,1,0
178,1,z:ilp,nat-oop,977,2119,6.813,2.170,8.376e-16,prime,1,0
179,1,z:ilp,nat-oop,977,1260,6.857,1.289,7.871e-16,prime,1,0
180,1,z:ilp,nat-oop,136,206,49.729,1.516,5.093e-16,2p,1,0
181,1,z:ilp,nat-oop,520,1267,13.058,2.437,1.267e-15,prime,1,0
182,1,z:ilp,nat-oop,254,250,26.848,0.981,8.443e-16,flat,1,0
183,1,z:ilp,nat-oop,971,1834,7.080,1.888,1.060e-15,prime,1,0
184,1,z:ilp,nat-oop,228,471,30.397,2.067,1.330e-15,2p,1,0
185,1,z:ilp,nat-oop,959,946,7.262,0.986,1.099e-15,prime,1,0
186,1,z:ilp,nat-oop,981,613,7.149,0.625,9.421e-16,prime,1,0
187,1,z:ilp,nat-oop,267,442,26.475,1.657,1.306e-15,flat,1,0
188,1,z:ilp,nat-oop,964,983,7.365,1.020,9.699e-16,prime,1,0
189,1,z:ilp,nat-oop,165,228,43.361,1.381,7.658e-16,chain3,1,0
190,1,z:ilp,nat-oop,191,442,37.603,2.314,9.602e-16,2p,1,0
191,1,z:ilp,nat-oop,621,1290,11.661,2.079,1.613e-15,prime,1,0
192,1,z:ilp,nat-oop,110,181,65.897,1.642,3.699e-16,2p,1,0
193,1,z:ilp,nat-oop,470,1296,15.579,2.755,7.423e-16,prime,1,0
194,1,z:ilp,nat-oop,989,2614,7.457,2.644,7.309e-16,prime,1,0
195,1,z:ilp,nat-oop,182,233,40.831,1.283,9.577e-16,chain3,1,0
196,1,z:ilp,nat-oop,161,218,46.455,1.360,3.677e-16,chain3,1,0
197,1,z:ilp,nat-oop,669,1304,11.218,1.948,7.074e-16,prime,1,0
198,1,z:ilp,nat-oop,180,234,41.948,1.298,9.017e-16,chain3,1,0
199,1,z:ilp,nat-oop,623,1297,12.204,2.084,1.436e-15,prime,1,0
200,1,z:ilp,nat-oop,140,217,54.748,1.551,4.731e-16,chain3,1,0
201,1,z:ilp,nat-oop,1012,2237,7.601,2.212,7.985e-16,prime,1,0
202,1,z:ilp,nat-oop,978,2877,7.909,2.941,5.396e-16,prime,1,0
203,1,z:ilp,nat-oop,970,779,8.018,0.803,9.644e-16,prime,1,0
204,1,z:ilp,nat-oop,211,437,37.115,2.074,1.297e-15,chain3,1,0
205,1,z:ilp,nat-oop,1000,1227,7.871,1.227,9.958e-16,prime,1,0
206,1,z:ilp,nat-oop,1001,2918,7.908,2.915,1.072e-15,prime,1,0
207,1,z:ilp,nat-oop,262,640,30.432,2.445,1.249e-15,2p,1,0
208,1,z:ilp,nat-oop,158,199,50.797,1.263,7.811e-16,2p,1,0
209,1,z:ilp,nat-oop,246,519,32.768,2.113,1.182e-15,2p,1,0
210,1,z:ilp,nat-oop,166,225,48.663,1.349,4.276e-16,chain3,1,0
211,1,z:ilp,nat-oop,711,1222,11.464,1.720,1.834e-15,prime,1,0
212,1,z:ilp,nat-oop,1017,1322,8.053,1.300,1.096e-15,prime,1,0
213,1,z:ilp,nat-oop,1017,2549,8.100,2.506,7.214e-16,prime,1,0
214,1,z:ilp,nat-oop,1022,3149,8.104,3.081,7.755e-16,prime,1,0
215,1,z:ilp,nat-oop,1008,1350,8.261,1.339,9.607e-16,prime,1,0
216,1,z:ilp,nat-oop,161,248,52.002,1.539,3.618e-16,2p,1,0
217,1,z:ilp,nat-oop,1023,883,8.234,0.863,6.789e-16,prime,1,0
218,1,z:ilp,nat-oop,997,3369,8.490,3.378,7.203e-16,prime,1,0
219,1,z:ilp,nat-oop,1016,2757,8.379,2.713,8.917e-16,prime,1,0
220,1,z:ilp,nat-oop,189,250,45.232,1.320,7.036e-16,chain3,1,0
221,1,z:ilp,nat-oop,252,538,34.132,2.134,1.084e-15,2p,1,0
222,1,z:ilp,nat-oop,1000,888,8.651,0.888,6.306e-16,prime,1,0
223,1,z:ilp,nat-oop,1036,1234,8.398,1.191,1.071e-15,prime,1,0
224,1,z:ilp,nat-oop,145,224,60.135,1.544,3.932e-16,2p,1,0
225,1,z:ilp,nat-oop,194,268,45.275,1.378,6.845e-16,2p,1,0
226,1,z:ilp,nat-oop,1002,3644,8.822,3.638,8.214e-16,prime,1,0
227,1,z:ilp,nat-oop,991,1244,8.966,1.255,1.116e-15,prime,1,0
228,1,z:ilp,nat-oop,364,524,24.536,1.439,1.514e-15,flat,1,0
229,1,z:ilp,nat-oop,807,1248,11.120,1.546,1.479e-15,prime,1,0
230,1,z:ilp,nat-oop,323,628,27.933,1.944,1.575e-15,2p,1,0
231,1,z:ilp,nat-oop,218,268,41.641,1.230,7.016e-16,chain3,1,0
232,1,z:ilp,nat-oop,997,733,9.140,0.735,9.013e-16,prime,1,0
233,1,z:ilp,nat-oop,998,1248,9.181,1.251,9.358e-16,prime,1,0
234,1,z:ilp,nat-oop,231,281,39.794,1.214,8.907e-16,chain3,1,0
235,1,z:ilp,nat-oop,994,1663,9.315,1.674,6.724e-16,prime,1,0
236,1,z:ilp,nat-oop,1049,1666,8.866,1.588,8.337e-16,prime,1,0
237,1,z:ilp,nat-oop,1052,3265,8.888,3.104,7.948e-16,prime,1,0
238,1,z:ilp,nat-oop,381,569,24.681,1.495,1.331e-15,flat,1,0
239,1,z:ilp,nat-oop,1014,1256,9.311,1.239,9.595e-16,prime,1,0
240,1,z:ilp,nat-oop,167,248,56.655,1.480,7.422e-16,2p,1,0
241,1,z:ilp,nat-oop,656,1253,14.538,1.910,5.541e-16,prime,1,0
242,1,z:ilp,nat-oop,342,366,28.021,1.072,8.153e-16,flat,1,0
243,1,z:ilp,nat-oop,215,294,44.811,1.369,7.564e-16,2p,1,0
244,1,z:ilp,nat-oop,1031,1821,9.386,1.767,6.015e-16,prime,1,0
245,1,z:ilp,nat-oop,220,276,44.207,1.253,3.320e-16,chain3,1,0
246,1,z:ilp,nat-oop,996,1102,9.807,1.106,7.880e-16,prime,1,0
247,1,z:ilp,nat-oop,300,639,32.692,2.128,1.086e-15,2p,1,0
248,1,z:ilp,nat-oop,1046,828,9.430,0.792,8.341e-16,prime,1,0
249,1,z:ilp,nat-oop,1023,3726,9.691,3.643,5.511e-16,prime,1,0
250,1,z:ilp,nat-oop,189,307,52.595,1.622,4.059e-16,chain3,1,0
251,1,z:ilp,nat-oop,710,1262,14.092,1.778,9.603e-16,prime,1,0
252,1,z:ilp,nat-oop,210,285,47.828,1.354,8.204e-16,chain3,1,0
253,1,z:ilp,nat-oop,356,791,28.363,2.220,1.426e-15,2p,1,0
254,1,z:ilp,nat-oop,1018,4555,9.964,4.473,6.977e-16,prime,1,0
255,1,z:ilp,nat-oop,270,636,37.746,2.354,9.941e-16,2p,1,0
256,1,z:ilp,nat-oop,139,137,73.649,0.982,3.135e-16,2p,1,0
257,1,z:ilp,nat-oop,657,2065,15.658,3.144,6.963e-16,prime,1,0
258,1,z:ilp,nat-oop,2080,1210,4.967,0.582,8.372e-16,prime,1,0
259,1,z:ilp,nat-oop,2231,1338,4.654,0.600,1.031e-15,prime,1,0
260,1,z:ilp,nat-oop,233,298,44.839,1.283,9.340e-16,chain3,1,0
261,1,z:ilp,nat-oop,2155,1052,4.860,0.488,4.771e-16,prime,1,0
262,1,z:ilp,nat-oop,2083,4880,5.053,2.343,8.087e-16,prime,1,0
263,1,z:ilp,nat-oop,2052,2085,5.152,1.016,6.145e-16,prime,1,0
264,1,z:ilp,nat-oop,227,305,46.772,1.344,7.847e-16,chain3,1,0
265,1,z:ilp,nat-oop,2055,2228,5.191,1.084,5.820e-16,prime,1,0
266,1,z:ilp,nat-oop,460,683,23.275,1.485,1.254e-15,flat,1,0
267,1,z:ilp,nat-oop,2138,4523,5.032,2.115,8.658e-16,prime,1,0
268,1,z:ilp,nat-oop,2285,2217,4.731,0.970,9.680e-16,prime,1,0
269,1,z:ilp,nat-oop,2139,2095,5.075,0.979,9.359e-16,prime,1,0
270,1,z:ilp,nat-oop,222,328,49.082,1.477,1.109e-15,chain3,1,0
271,1,z:ilp,nat-oop,793,2085,13.803,2.628,9.951e-16,prime,1,0
272,1,z:ilp,nat-oop,259,541,42.492,2.090,1.150e-15,2p,1,0
273,1,z:ilp,nat-oop,279,326,39.580,1.169,9.085e-16,2p,1,0
274,1,z:ilp,nat-oop,2308,5432,4.807,2.353,8.522e-16,prime,1,0
275,1,z:ilp,nat-oop,426,340,26.161,0.798,7.394e-16,chain3,1,0
276,1,z:ilp,nat-oop,345,744,32.417,2.155,1.891e-15,2p,1,0
277,1,z:ilp,nat-oop,1075,2089,10.452,1.943,2.051e-15,prime,1,0
278,1,z:ilp,nat-oop,2317,5501,4.871,2.374,8.051e-16,prime,1,0
279,1,z:ilp,nat-oop,2085,1186,5.436,0.569,5.835e-16,prime,1,0
280,1,z:ilp,nat-oop,209,301,54.431,1.440,5.035e-16,chain3,1,0
281,1,z:ilp,nat-oop,815,2089,14.023,2.563,7.455e-16,prime,1,0
282,1,z:ilp,nat-oop,2304,1483,4.980,0.643,7.550e-16,prime,1,0
283,1,z:ilp,nat-oop,2146,2092,5.371,0.975,8.062e-16,prime,1,0
284,1,z:ilp,nat-oop,2296,2517,5.039,1.096,9.102e-16,prime,1,0
285,1,z:ilp,nat-oop,345,756,33.711,2.194,8.882e-16,2p,1,0
286,1,z:ilp,nat-oop,427,440,27.318,1.031,8.333e-16,flat,1,0
287,1,z:ilp,nat-oop,2195,1719,5.339,0.783,7.374e-16,prime,1,0
288,1,z:ilp,nat-oop,193,338,60.814,1.746,8.335e-16,2p,1,0
289,1,z:ilp,nat-oop,378,1094,31.290,2.899,1.744e-15,2p,1,0
290,1,z:ilp,nat-oop,2058,970,5.762,0.471,8.431e-16,prime,1,0
291,1,z:ilp,nat-oop,2185,2414,5.451,1.105,7.942e-16,prime,1,0
292,1,z:ilp,nat-oop,2195,2715,5.448,1.237,7.207e-16,prime,1,0
293,1,z:ilp,nat-oop,2257,2401,5.318,1.064,7.482e-16,prime,1,0
294,1,z:ilp,nat-oop,253,340,47.737,1.348,4.327e-16,chain3,1,0
295,1,z:ilp,nat-oop,2101,2799,5.760,1.332,8.492e-16,prime,1,0
296,1,z:ilp,nat-oop,2072,1185,5.863,0.572,8.495e-16,prime,1,0
297,1,z:ilp,nat-oop,290,392,42.089,1.351,8.079e-16,chain3,1,0
298,1,z:ilp,nat-oop,2299,6469,5.328,2.814,8.631e-16,prime,1,0
299,1,z:ilp,nat-oop,547,921,22.495,1.686,1.236e-15,2p,1,0
300,1,z:ilp,nat-oop,233,356,53.073,1.529,5.393e-16,chain3,1,0
301,1,z:ilp,nat-oop,2125,1890,5.830,0.889,8.141e-16,prime,1,0
302,1,z:ilp,nat-oop,2110,2424,5.895,1.149,8.987e-16,prime,1,0
303,1,z:ilp,nat-oop,2100,2419,5.948,1.152,7.700e-16,prime,1,0
304,1,z:ilp,nat-oop,326,652,38.490,2.003,1.066e-15,2p,1,0
305,1,z:ilp,nat-oop,2099,3086,5.996,1.470,7.192e-16,prime,1,0
306,1,z:ilp,nat-oop,331,680,38.141,2.054,1.093e-15,chain3,1,0
307,1,z:ilp,nat-oop,1268,2412,10.001,1.902,1.600e-15,prime,1,0
308,1,z:ilp,nat-oop,280,386,45.396,1.375,6.224e-16,chain3,1,0
309,1,z:ilp,nat-oop,2147,2415,5.952,1.125,5.911e-16,prime,1,0
310,1,z:ilp,nat-oop,2069,1091,6.200,0.527,8.464e-16,prime,1,0
311,1,z:ilp,nat-oop,2264,2427,5.687,1.072,7.636e-16,prime,1,0
312,1,z:ilp,nat-oop,289,365,44.686,1.260,7.585e-16,chain3,1,0
313,1,z:ilp,nat-oop,1153,2429,11.251,2.106,1.411e-15,prime,1,0
314,1,z:ilp,nat-oop,2093,2415,6.221,1.154,7.617e-16,prime,1,0
315,1,z:ilp,nat-oop,289,394,45.155,1.362,6.333e-16,chain3,1,0
316,1,z:ilp,nat-oop,2327,3199,5.638,1.375,6.631e-16,prime,1,0
317,1,z:ilp,nat-oop,2201,2439,5.982,1.108,7.857e-16,prime,1,0
318,1,z:ilp,nat-oop,2099,1994,6.298,0.950,7.497e-16,prime,1,0
319,1,z:ilp,nat-oop,2125,1248,6.242,0.587,1.071e-15,prime,1,0
320,1,z:ilp,nat-oop,204,322,65.194,1.575,2.967e-16,2p,1,0
321,1,z:ilp,nat-oop,2123,2691,6.294,1.267,1.059e-15,prime,1,0
322,1,z:ilp,nat-oop,634,949,21.159,1.497,1.099e-15,flat,1,0
323,1,z:ilp,nat-oop,489,1279,27.528,2.616,1.355e-15,2p,1,0
324,1,z:ilp,nat-oop,274,410,49.268,1.495,6.763e-16,chain3,1,0
325,1,z:ilp,nat-oop,328,403,41.382,1.231,1.225e-15,2p,1,0
326,1,z:ilp,nat-oop,2223,2653,6.122,1.193,6.303e-16,prime,1,0
327,1,z:ilp,nat-oop,2123,2647,6.433,1.247,1.261e-15,prime,1,0
328,1,z:ilp,nat-oop,2093,1472,6.549,0.704,8.566e-16,prime,1,0
329,1,z:ilp,nat-oop,2120,2327,6.488,1.098,6.946e-16,prime,1,0
330,1,z:ilp,nat-oop,402,398,34.331,0.990,9.580e-16,chain3,1,0
331,1,z:ilp,nat-oop,1165,2645,11.890,2.270,8.605e-16,prime,1,0
332,1,z:ilp,nat-oop,2077,3553,6.695,1.711,9.760e-16,prime,1,0
333,1,z:ilp,nat-oop,2100,1767,6.643,0.841,8.785e-16,prime,1,0
334,1,z:ilp,nat-oop,2120,2682,6.603,1.265,9.482e-16,prime,1,0
335,1,z:ilp,nat-oop,2389,3776,5.881,1.580,7.933e-16,prime,1,0
336,1,z:ilp,nat-oop,308,341,45.711,1.107,3.629e-16,2p,1,0
337,1,z:ilp,nat-oop,1069,2670,13.230,2.496,1.150e-15,prime,1,0
338,1,z:ilp,nat-oop,529,550,26.839,1.039,1.567e-15,flat,1,0
339,1,z:ilp,nat-oop,2344,2672,6.077,1.140,7.485e-16,prime,1,0
340,1,z:ilp,nat-oop,345,743,41.493,2.157,1.319e-15,chain3,1,0
341,1,z:ilp,nat-oop,2310,1414,6.210,0.612,7.897e-16,prime,1,0
342,1,z:ilp,nat-oop,384,813,37.526,2.120,1.184e-15,chain3,1,0
343,1,z:ilp,nat-oop,325,399,44.486,1.228,4.277e-16,chain3,1,0
344,1,z:ilp,nat-oop,2173,1635,6.671,0.753,7.972e-16,prime,1,0
345,1,z:ilp,nat-oop,494,1105,29.421,2.236,1.596e-15,2p,1,0
346,1,z:ilp,nat-oop,2184,2677,6.683,1.226,8.130e-16,prime,1,0
347,1,z:ilp,nat-oop,2147,2676,6.819,1.246,9.158e-16,prime,1,0
348,1,z:ilp,nat-oop,2181,1151,6.736,0.528,6.820e-16,prime,1,0
349,1,z:ilp,nat-oop,2078,2690,7.092,1.294,1.114e-15,prime,1,0
350,1,z:ilp,nat-oop,285,429,51.818,1.504,3.932e-16,chain3,1,0
351,1,z:ilp,nat-oop,357,478,41.560,1.338,1.141e-15,chain3,1,0
352,1,z:ilp,nat-oop,297,402,50.088,1.354,6.383e-16,2p,1,0
353,1,z:ilp,nat-oop,1072,2686,13.929,2.504,8.180e-16,prime,1,0
354,1,z:ilp,nat-oop,2964,2513,5.056,0.848,8.646e-16,prime,1,0
355,1,z:ilp,nat-oop,2085,4281,7.211,2.053,7.071e-16,prime,1,0
356,1,z:ilp,nat-oop,2222,4284,6.791,1.929,6.004e-16,prime,1,0
357,1,z:ilp,nat-oop,395,919,38.311,2.326,1.041e-15,chain3,1,0
358,1,z:ilp,nat-oop,2096,2692,7.244,1.284,9.630e-16,prime,1,0
359,1,z:ilp,nat-oop,2216,2689,6.875,1.213,9.584e-16,prime,1,0
360,1,z:ilp,nat-oop,293,434,52.086,1.479,6.560e-16,chain3,1,0
361,1,z:ilp,nat-oop,583,1545,26.288,2.648,1.082e-15,2p,1,0
362,1,z:ilp,nat-oop,2125,2696,7.241,1.269,1.027e-15,prime,1,0
363,1,z:ilp,nat-oop,394,453,39.214,1.152,8.573e-16,chain3,1,0
364,1,z:ilp,nat-oop,342,460,45.281,1.346,7.556e-16,chain3,1,0
365,1,z:ilp,nat-oop,2122,4596,7.319,2.166,8.976e-16,prime,1,0
366,1,z:ilp,nat-oop,2370,2733,6.575,1.153,6.370e-16,prime,1,0
367,1,z:ilp,nat-oop,2262,2693,6.911,1.191,6.456e-16,prime,1,0
368,1,z:ilp,nat-oop,495,938,31.671,1.895,1.314e-15,2p,1,0
369,1,z:ilp,nat-oop,2195,2265,7.167,1.032,7.639e-16,prime,1,0
370,1,z:ilp,nat-oop,2097,1560,7.527,0.744,8.371e-16,prime,1,0
371,1,z:ilp,nat-oop,2239,3124,7.073,1.396,9.759e-16,prime,1,0
372,1,z:ilp,nat-oop,2126,1295,7.472,0.609,6.161e-16,prime,1,0
373,1,z:ilp,nat-oop,2199,2702,7.246,1.229,8.544e-16,prime,1,0
374,1,z:ilp,nat-oop,656,964,24.357,1.469,1.292e-15,flat,1,0
375,1,z:ilp,nat-oop,334,470,48.057,1.408,5.657e-16,chain3,1,0
376,1,z:ilp,nat-oop,2139,1987,7.518,0.929,1.109e-15,prime,1,0
377,1,z:ilp,nat-oop,2106,1510,7.660,0.717,8.890e-16,prime,1,0
378,1,z:ilp,nat-oop,339,458,47.769,1.351,7.506e-16,chain3,1,0
379,1,z:ilp,nat-oop,1786,2751,9.088,1.540,1.812e-15,prime,1,0
380,1,z:ilp,nat-oop,440,888,36.974,2.017,1.118e-15,chain3,1,0
381,1,z:ilp,nat-oop,2118,2717,7.712,1.283,9.354e-16,prime,1,0
382,1,z:ilp,nat-oop,2148,2717,7.625,1.265,9.563e-16,prime,1,0
383,1,z:ilp,nat-oop,2327,2707,7.063,1.163,9.658e-16,prime,1,0
384,1,z:ilp,nat-oop,251,434,65.624,1.727,4.275e-16,2p,1,0
385,1,z:ilp,nat-oop,379,475,43.657,1.254,7.381e-16,chain3,1,0
386,1,z:ilp,nat-oop,2248,3138,7.375,1.396,1.308e-15,prime,1,0
387,1,z:ilp,nat-oop,2128,2490,7.815,1.170,7.219e-16,prime,1,0
388,1,z:ilp,nat-oop,2196,5264,7.597,2.397,8.033e-16,prime,1,0
389,1,z:ilp,nat-oop,2114,3173,7.917,1.501,1.261e-15,prime,1,0
390,1,z:ilp,nat-oop,380,481,44.151,1.266,1.130e-15,chain3,1,0
391,1,z:ilp,nat-oop,615,1732,27.377,2.817,1.715e-15,2p,1,0
392,1,z:ilp,nat-oop,320,429,52.774,1.341,3.813e-16,chain3,1,0
393,1,z:ilp,nat-oop,2235,3185,7.579,1.425,8.800e-16,prime,1,0
394,1,z:ilp,nat-oop,2142,3177,7.929,1.483,1.055e-15,prime,1,0
395,1,z:ilp,nat-oop,2152,5471,7.917,2.543,1.376e-15,prime,1,0
396,1,z:ilp,nat-oop,377,506,45.332,1.342,7.520e-16,chain3,1,0
397,1,z:ilp,nat-oop,1682,3171,10.186,1.885,1.244e-15,prime,1,0
398,1,z:ilp,nat-oop,2133,3170,8.059,1.487,9.682e-16,prime,1,0
399,1,z:ilp,nat-oop,479,1079,35.966,2.251,1.031e-15,chain3,1,0
400,1,z:ilp,nat-oop,300,431,57.541,1.436,4.498e-16,2p,1,0
401,1,z:ilp,nat-oop,1294,2588,13.398,2.000,8.025e-16,prime,1,0
402,1,z:ilp,nat-oop,2430,3349,7.156,1.378,7.571e-16,prime,1,0
403,1,z:ilp,nat-oop,2196,1708,7.942,0.778,6.973e-16,prime,1,0
404,1,z:ilp,nat-oop,2403,5768,7.278,2.400,7.894e-16,prime,1,0
405,1,z:ilp,nat-oop,380,546,46.153,1.437,6.616e-16,chain3,1,0
406,1,z:ilp,nat-oop,2931,1439,6.002,0.491,6.563e-16,prime,1,0
407,1,z:ilp,nat-oop,2153,2126,8.195,0.988,6.444e-16,prime,1,0
408,1,z:ilp,nat-oop,441,903,40.074,2.046,1.042e-15,chain3,1,0
409,1,z:ilp,nat-oop,1886,2586,9.407,1.371,1.746e-15,prime,1,0
410,1,z:ilp,nat-oop,2324,1915,7.655,0.824,1.020e-15,prime,1,0
411,1,z:ilp,nat-oop,2717,2599,6.567,0.957,1.538e-15,prime,1,0
412,1,z:ilp,nat-oop,2346,5843,7.627,2.491,8.033e-16,prime,1,0
413,1,z:ilp,nat-oop,2288,3933,7.844,1.719,7.766e-16,prime,1,0
414,1,z:ilp,nat-oop,736,1148,24.451,1.560,1.775e-15,chain3,1,0
415,1,z:ilp,nat-oop,2388,6250,7.558,2.618,9.354e-16,prime,1,0
416,1,z:ilp,nat-oop,349,482,51.863,1.382,8.041e-16,2p,1,0
417,1,z:ilp,nat-oop,2456,2634,7.389,1.073,7.203e-16,prime,1,0
418,1,z:ilp,nat-oop,786,1132,23.139,1.440,1.532e-15,flat,1,0
419,1,z:ilp,nat-oop,2155,2602,8.467,1.207,8.854e-16,prime,1,0
420,1,z:ilp,nat-oop,356,494,51.407,1.387,6.937e-16,chain3,1,0
421,1,z:ilp,nat-oop,2239,2618,8.198,1.169,7.035e-16,prime,1,0
422,1,z:ilp,nat-oop,2815,2589,6.536,0.920,8.915e-16,prime,1,0
423,1,z:ilp,nat-oop,2398,3052,7.695,1.273,9.026e-16,prime,1,0
424,1,z:ilp,nat-oop,2164,2669,8.549,1.233,1.079e-15,prime,1,0
425,1,z:ilp,nat-oop,476,1074,39.010,2.257,1.127e-15,2p,1,0
426,1,z:ilp,nat-oop,2244,3801,8.291,1.694,5.988e-16,prime,1,0
427,1,z:ilp,nat-oop,2154,4320,8.659,2.005,8.754e-16,prime,1,0
428,1,z:ilp,nat-oop,2276,6338,8.219,2.785,7.639e-16,prime,1,0
429,1,z:ilp,nat-oop,493,550,38.030,1.115,9.474e-16,chain3,1,0
430,1,z:ilp,nat-oop,2499,2115,7.526,0.846,6.135e-16,prime,1,0
431,1,z:ilp,nat-oop,2302,2607,8.194,1.132,9.457e-16,prime,1,0
