N,K,plan,path,vfft_ns,mkl_ns,vfft_gflops,ratio_vs_mkl,rt_err,route,flip
830,1,z:ilp,nat-ip,4966,9971,8.104,2.008,6.714e-16,prime,1
831,1,z:ilp,nat-ip,4959,5828,8.126,1.175,6.984e-16,prime,0
831,1,z:ilp,nat-ip,5010,5825,8.043,1.163,6.984e-16,prime,1
832,1,z:ilp,nat-ip,834,1083,48.403,1.299,4.981e-16,2p,0
832,1,z:ilp,nat-ip,838,1080,48.165,1.289,4.981e-16,2p,1
833,1,z:ilp,nat-ip,1229,2240,32.887,1.823,5.790e-16,flat,0
833,1,z:ilp,nat-ip,1290,2379,31.336,1.845,5.790e-16,flat,1
834,1,z:ilp,nat-ip,4922,16630,8.221,3.379,6.171e-16,prime,0
834,1,z:ilp,nat-ip,5007,16619,8.081,3.319,6.171e-16,prime,1
835,1,z:ilp,nat-ip,4991,5846,8.119,1.171,6.897e-16,prime,0
835,1,z:ilp,nat-ip,5015,5834,8.081,1.164,6.897e-16,prime,1
836,1,z:ilp,nat-ip,1222,2297,33.200,1.879,4.672e-16,chain3,0
836,1,z:ilp,nat-ip,1225,2288,33.115,1.867,4.672e-16,chain3,1
837,1,z:ilp,nat-ip,1669,3815,24.346,2.286,5.784e-16,2p,0
837,1,z:ilp,nat-ip,1669,3810,24.347,2.283,5.784e-16,2p,1
838,1,z:ilp,nat-ip,4996,5867,8.144,1.174,5.265e-16,prime,0
838,1,z:ilp,nat-ip,4996,5895,8.145,1.180,5.265e-16,prime,1
839,1,z:ilp,nat-ip,5033,5845,8.096,1.161,7.160e-16,prime,0
839,1,z:ilp,nat-ip,4954,5832,8.224,1.177,7.160e-16,prime,1
840,1,z:ilp,nat-ip,855,1143,47.714,1.337,4.039e-16,chain3,0
840,1,z:ilp,nat-ip,853,1144,47.818,1.340,4.039e-16,chain3,1
841,1,z:ilp,nat-ip,2441,6003,16.737,2.459,5.002e-16,2p,0
841,1,z:ilp,nat-ip,2620,6006,15.595,2.292,5.002e-16,2p,1
842,1,z:ilp,nat-ip,4932,5871,8.296,1.190,5.667e-16,prime,0
842,1,z:ilp,nat-ip,5000,5881,8.183,1.176,5.667e-16,prime,1
843,1,z:ilp,nat-ip,5029,5836,8.146,1.160,4.756e-16,prime,0
843,1,z:ilp,nat-ip,4982,5840,8.223,1.172,4.756e-16,prime,1
844,1,z:ilp,nat-ip,5020,5842,8.171,1.164,5.202e-16,prime,0
844,1,z:ilp,nat-ip,4941,5852,8.302,1.184,5.202e-16,prime,1
845,1,z:ilp,nat-ip,1192,1255,34.464,1.053,6.313e-16,flat,0
845,1,z:ilp,nat-ip,1187,1259,34.614,1.061,6.313e-16,flat,1
846,1,z:ilp,nat-ip,1891,5160,21.757,2.729,5.030e-16,chain3,0
846,1,z:ilp,nat-ip,1992,5136,20.651,2.578,5.030e-16,chain3,1
847,1,z:ilp,nat-ip,1167,1196,35.305,1.025,3.757e-16,chain3,0
847,1,z:ilp,nat-ip,1139,1196,36.171,1.050,3.757e-16,chain3,1
848,1,z:ilp,nat-ip,4964,5392,8.309,1.086,4.122e-16,prime,0
848,1,z:ilp,nat-ip,4927,5393,8.371,1.094,4.122e-16,prime,1
849,1,z:ilp,nat-ip,5043,5874,8.190,1.165,4.958e-16,prime,0
849,1,z:ilp,nat-ip,5053,5886,8.173,1.165,4.958e-16,prime,1
850,1,z:ilp,nat-ip,1161,2179,35.612,1.876,5.935e-16,chain3,0
850,1,z:ilp,nat-ip,1138,2182,36.335,1.917,5.935e-16,chain3,1
851,1,z:ilp,nat-ip,2286,6383,18.118,2.793,9.723e-16,flat,0
851,1,z:ilp,nat-ip,2058,6401,20.125,3.111,9.723e-16,flat,1
852,1,z:ilp,nat-ip,5224,8203,7.938,1.570,5.005e-16,prime,0
852,1,z:ilp,nat-ip,5100,8206,8.132,1.609,5.005e-16,prime,1
853,1,z:ilp,nat-ip,5043,5884,8.235,1.167,6.692e-16,prime,0
853,1,z:ilp,nat-ip,5128,5886,8.098,1.148,6.692e-16,prime,1
854,1,z:ilp,nat-ip,5064,7156,8.212,1.413,4.255e-16,prime,0
854,1,z:ilp,nat-ip,5088,7160,8.172,1.407,4.255e-16,prime,1
855,1,z:ilp,nat-ip,1270,2497,32.796,1.967,5.359e-16,flat,0
855,1,z:ilp,nat-ip,1250,2502,33.318,2.002,5.359e-16,flat,1
856,1,z:ilp,nat-ip,5231,12846,7.970,2.456,6.553e-16,prime,0
856,1,z:ilp,nat-ip,5135,12839,8.120,2.500,6.553e-16,prime,1
857,1,z:ilp,nat-ip,4998,5908,8.353,1.182,6.375e-16,prime,0
857,1,z:ilp,nat-ip,5016,5884,8.324,1.173,6.375e-16,prime,1
858,1,z:ilp,nat-ip,1108,1310,37.745,1.182,6.311e-16,chain3,0
858,1,z:ilp,nat-ip,1108,1309,37.737,1.182,6.311e-16,chain3,1
859,1,z:ilp,nat-ip,3653,5870,11.460,1.607,9.669e-16,prime,0
859,1,z:ilp,nat-ip,3622,5868,11.559,1.620,9.669e-16,prime,1
860,1,z:ilp,nat-ip,1656,4503,25.305,2.718,5.673e-16,flat,0
860,1,z:ilp,nat-ip,1569,4502,26.709,2.869,5.673e-16,flat,1
861,1,z:ilp,nat-ip,1655,5422,25.366,3.276,4.564e-16,2p,0
861,1,z:ilp,nat-ip,1664,5426,25.229,3.261,4.564e-16,2p,1
862,1,z:ilp,nat-ip,5045,5929,8.331,1.175,7.199e-16,prime,0
862,1,z:ilp,nat-ip,4978,5895,8.443,1.184,7.199e-16,prime,1
863,1,z:ilp,nat-ip,5004,5856,8.410,1.170,5.818e-16,prime,0
863,1,z:ilp,nat-ip,5041,5848,8.349,1.160,5.818e-16,prime,1
864,1,z:ilp,nat-ip,820,1197,51.368,1.459,5.838e-16,2p,0
864,1,z:ilp,nat-ip,800,1195,52.685,1.494,5.838e-16,2p,1
865,1,z:ilp,nat-ip,5054,5893,8.350,1.166,5.550e-16,prime,0
865,1,z:ilp,nat-ip,5079,5898,8.307,1.161,5.550e-16,prime,1
866,1,z:ilp,nat-ip,5025,5927,8.408,1.179,5.736e-16,prime,0
866,1,z:ilp,nat-ip,4931,5988,8.569,1.214,5.736e-16,prime,1
867,1,z:ilp,nat-ip,1440,3522,29.378,2.445,6.424e-16,chain3,0
867,1,z:ilp,nat-ip,1436,3741,29.471,2.606,6.424e-16,chain3,1
868,1,z:ilp,nat-ip,1502,3416,28.207,2.274,4.730e-16,flat,0
868,1,z:ilp,nat-ip,1809,3493,23.419,1.931,4.730e-16,flat,1
869,1,z:ilp,nat-ip,4974,12230,8.528,2.459,4.598e-16,prime,0
869,1,z:ilp,nat-ip,5027,12220,8.440,2.431,4.598e-16,prime,1
870,1,z:ilp,nat-ip,1526,3212,27.834,2.105,5.563e-16,chain3,0
870,1,z:ilp,nat-ip,1976,3213,21.501,1.626,5.563e-16,chain3,1
871,1,z:ilp,nat-ip,5025,10089,8.464,2.008,6.394e-16,prime,0
871,1,z:ilp,nat-ip,5026,10077,8.462,2.005,6.394e-16,prime,1
872,1,z:ilp,nat-ip,5026,13650,8.473,2.716,6.416e-16,prime,0
872,1,z:ilp,nat-ip,5029,13657,8.470,2.716,6.416e-16,prime,1
873,1,z:ilp,nat-ip,4947,5923,8.620,1.197,6.099e-16,prime,0
873,1,z:ilp,nat-ip,5047,5900,8.450,1.169,6.099e-16,prime,1
874,1,z:ilp,nat-ip,1648,3764,25.910,2.284,1.102e-15,flat,0
874,1,z:ilp,nat-ip,1901,3768,22.468,1.982,1.102e-15,flat,1
875,1,z:ilp,nat-ip,1049,1306,40.744,1.245,4.452e-16,flat,0
875,1,z:ilp,nat-ip,1062,1286,40.260,1.211,4.452e-16,flat,1
876,1,z:ilp,nat-ip,4988,8835,8.584,1.771,3.923e-16,prime,0
876,1,z:ilp,nat-ip,5026,8821,8.518,1.755,3.923e-16,prime,1
877,1,z:ilp,nat-ip,5021,5902,8.537,1.175,4.263e-16,prime,0
877,1,z:ilp,nat-ip,5023,5899,8.535,1.175,4.263e-16,prime,1
878,1,z:ilp,nat-ip,5009,5905,8.570,1.179,5.879e-16,prime,0
878,1,z:ilp,nat-ip,5046,5906,8.507,1.170,5.879e-16,prime,1
879,1,z:ilp,nat-ip,5107,5863,8.417,1.148,5.317e-16,prime,0
879,1,z:ilp,nat-ip,5138,5890,8.365,1.146,5.317e-16,prime,1
880,1,z:ilp,nat-ip,939,1187,45.841,1.264,3.249e-16,chain3,0
880,1,z:ilp,nat-ip,931,1195,46.242,1.284,3.249e-16,chain3,1
881,1,z:ilp,nat-ip,3426,5899,12.577,1.722,5.025e-16,prime,0
881,1,z:ilp,nat-ip,3497,5905,12.322,1.688,5.025e-16,prime,1
882,1,z:ilp,nat-ip,1296,1254,33.307,0.968,5.223e-16,chain3,0
882,1,z:ilp,nat-ip,1270,1254,33.971,0.987,5.223e-16,chain3,1
883,1,z:ilp,nat-ip,5032,5892,8.587,1.171,6.961e-16,prime,0
883,1,z:ilp,nat-ip,5026,5879,8.597,1.170,6.961e-16,prime,1
884,1,z:ilp,nat-ip,1297,2288,33.364,1.764,6.347e-16,chain3,0
884,1,z:ilp,nat-ip,1284,2290,33.692,1.783,6.347e-16,chain3,1
885,1,z:ilp,nat-ip,5196,8681,8.338,1.671,5.139e-16,prime,0
885,1,z:ilp,nat-ip,5271,8671,8.219,1.645,5.139e-16,prime,1
886,1,z:ilp,nat-ip,5089,5932,8.523,1.166,7.028e-16,prime,0
886,1,z:ilp,nat-ip,5144,5911,8.433,1.149,7.028e-16,prime,1
887,1,z:ilp,nat-ip,5102,5883,8.512,1.153,5.668e-16,prime,0
887,1,z:ilp,nat-ip,5852,6182,7.422,1.056,5.668e-16,prime,1
888,1,z:ilp,nat-ip,1760,4125,24.711,2.344,5.867e-16,flat,0
888,1,z:ilp,nat-ip,1670,4127,26.039,2.471,5.867e-16,flat,1
889,1,z:ilp,nat-ip,9438,11672,4.614,1.237,5.232e-16,prime,0
889,1,z:ilp,nat-ip,5101,5911,8.536,1.159,5.232e-16,prime,1
890,1,z:ilp,nat-ip,5040,11985,8.650,2.378,5.583e-16,prime,0
890,1,z:ilp,nat-ip,4992,11973,8.733,2.398,5.583e-16,prime,1
891,1,z:ilp,nat-ip,1216,1414,35.889,1.162,5.551e-16,chain3,0
891,1,z:ilp,nat-ip,1209,1411,36.113,1.167,5.551e-16,chain3,1
892,1,z:ilp,nat-ip,5062,5933,8.635,1.172,4.561e-16,prime,0
892,1,z:ilp,nat-ip,5060,6023,8.639,1.190,4.561e-16,prime,1
893,1,z:ilp,nat-ip,2203,7994,19.870,3.629,5.266e-16,2p,0
893,1,z:ilp,nat-ip,2203,7980,19.870,3.623,5.266e-16,2p,1
894,1,z:ilp,nat-ip,4959,19548,8.837,3.942,7.805e-16,prime,0
894,1,z:ilp,nat-ip,4957,19548,8.841,3.944,7.805e-16,prime,1
895,1,z:ilp,nat-ip,5011,5890,8.758,1.176,5.418e-16,prime,0
895,1,z:ilp,nat-ip,5059,5892,8.673,1.165,5.418e-16,prime,1
896,1,z:ilp,nat-ip,970,1149,45.276,1.185,3.974e-16,chain3,0
896,1,z:ilp,nat-ip,944,1153,46.561,1.222,3.974e-16,chain3,1
897,1,z:ilp,nat-ip,1710,3102,25.726,1.814,1.023e-15,flat,0
897,1,z:ilp,nat-ip,1616,3098,27.227,1.918,1.023e-15,flat,1
898,1,z:ilp,nat-ip,5049,5930,8.725,1.175,5.584e-16,prime,0
898,1,z:ilp,nat-ip,5055,5919,8.714,1.171,5.584e-16,prime,1
899,1,z:ilp,nat-ip,2294,6629,19.230,2.890,1.003e-15,flat,0
899,1,z:ilp,nat-ip,2721,6634,16.208,2.438,1.003e-15,flat,1
900,1,z:ilp,nat-ip,963,1305,45.839,1.355,3.721e-16,chain3,0
900,1,z:ilp,nat-ip,966,1304,45.739,1.351,3.721e-16,chain3,1
901,1,z:ilp,nat-ip,5278,9020,8.378,1.709,4.809e-16,prime,0
901,1,z:ilp,nat-ip,5140,9061,8.603,1.763,4.809e-16,prime,1
902,1,z:ilp,nat-ip,2452,4911,18.057,2.003,8.604e-16,flat,0
902,1,z:ilp,nat-ip,2421,4900,18.284,2.023,8.604e-16,flat,1
903,1,z:ilp,nat-ip,1825,5961,24.287,3.266,5.088e-16,2p,0
903,1,z:ilp,nat-ip,1825,5965,24.293,3.269,5.088e-16,2p,1
904,1,z:ilp,nat-ip,5064,14736,8.765,2.910,5.759e-16,prime,0
904,1,z:ilp,nat-ip,5204,14748,8.529,2.834,5.759e-16,prime,1
905,1,z:ilp,nat-ip,5047,5936,8.807,1.176,4.797e-16,prime,0
905,1,z:ilp,nat-ip,4962,5933,8.957,1.196,4.797e-16,prime,1
906,1,z:ilp,nat-ip,5103,5933,8.720,1.163,5.028e-16,prime,0
906,1,z:ilp,nat-ip,4988,5942,8.921,1.191,5.028e-16,prime,1
907,1,z:ilp,nat-ip,5032,5909,8.855,1.174,7.767e-16,prime,0
907,1,z:ilp,nat-ip,5401,5905,8.250,1.093,7.767e-16,prime,1
908,1,z:ilp,nat-ip,5011,5899,8.902,1.177,5.166e-16,prime,0
908,1,z:ilp,nat-ip,4974,5903,8.969,1.187,5.166e-16,prime,1
909,1,z:ilp,nat-ip,5144,5957,8.683,1.158,6.336e-16,prime,0
909,1,z:ilp,nat-ip,5289,5940,8.446,1.123,6.336e-16,prime,1
910,1,z:ilp,nat-ip,1084,1561,41.249,1.440,5.903e-16,chain3,0
910,1,z:ilp,nat-ip,1108,1561,40.370,1.409,5.903e-16,chain3,1
911,1,z:ilp,nat-ip,5296,6123,8.455,1.156,6.237e-16,prime,0
911,1,z:ilp,nat-ip,5100,5897,8.780,1.156,6.237e-16,prime,1
912,1,z:ilp,nat-ip,1183,2385,37.903,2.016,4.664e-16,chain3,0
912,1,z:ilp,nat-ip,1172,2394,38.259,2.042,4.664e-16,chain3,1
913,1,z:ilp,nat-ip,5062,13873,8.870,2.741,4.551e-16,prime,0
913,1,z:ilp,nat-ip,5077,13947,8.843,2.747,4.551e-16,prime,1
914,1,z:ilp,nat-ip,5001,5950,8.988,1.190,8.074e-16,prime,0
914,1,z:ilp,nat-ip,5072,5941,8.863,1.171,8.074e-16,prime,1
915,1,z:ilp,nat-ip,5078,9502,8.863,1.871,6.620e-16,prime,0
915,1,z:ilp,nat-ip,5870,9561,7.668,1.629,6.620e-16,prime,1
916,1,z:ilp,nat-ip,5154,5929,8.743,1.150,6.092e-16,prime,0
916,1,z:ilp,nat-ip,5084,5908,8.864,1.162,6.092e-16,prime,1
917,1,z:ilp,nat-ip,5649,5975,7.987,1.058,8.521e-16,prime,0
917,1,z:ilp,nat-ip,5067,5952,8.905,1.175,8.521e-16,prime,1
918,1,z:ilp,nat-ip,1255,2367,36.002,1.886,7.803e-16,chain3,0
918,1,z:ilp,nat-ip,1285,2370,35.166,1.845,7.803e-16,chain3,1
919,1,z:ilp,nat-ip,4989,5911,9.067,1.185,6.008e-16,prime,0
919,1,z:ilp,nat-ip,5130,5941,8.817,1.158,6.008e-16,prime,1
920,1,z:ilp,nat-ip,1483,2873,30.535,1.937,5.395e-16,flat,0
920,1,z:ilp,nat-ip,1365,2877,33.168,2.107,5.395e-16,flat,1
921,1,z:ilp,nat-ip,5061,5952,8.960,1.176,6.793e-16,prime,0
921,1,z:ilp,nat-ip,5060,5973,8.962,1.180,6.793e-16,prime,1
922,1,z:ilp,nat-ip,5322,5977,8.531,1.123,7.145e-16,prime,0
922,1,z:ilp,nat-ip,5062,5974,8.970,1.180,7.145e-16,prime,1
923,1,z:ilp,nat-ip,5142,11552,8.841,2.247,4.912e-16,prime,0
923,1,z:ilp,nat-ip,5106,11467,8.903,2.246,4.912e-16,prime,1
924,1,z:ilp,nat-ip,995,1463,45.741,1.470,4.649e-16,chain3,0
924,1,z:ilp,nat-ip,1007,1473,45.204,1.463,4.649e-16,chain3,1
925,1,z:ilp,nat-ip,1773,5097,25.703,2.875,5.526e-16,flat,0
925,1,z:ilp,nat-ip,1931,5088,23.606,2.635,5.526e-16,flat,1
926,1,z:ilp,nat-ip,5207,5961,8.763,1.145,5.349e-16,prime,0
926,1,z:ilp,nat-ip,5266,5955,8.664,1.131,5.349e-16,prime,1
927,1,z:ilp,nat-ip,5182,5957,8.816,1.149,5.789e-16,prime,0
927,1,z:ilp,nat-ip,5055,5914,9.038,1.170,5.789e-16,prime,1
928,1,z:ilp,nat-ip,3041,3433,15.041,1.129,5.848e-16,2p,0
928,1,z:ilp,nat-ip,2140,3430,21.371,1.603,5.848e-16,2p,1
929,1,z:ilp,nat-ip,4966,5964,9.222,1.201,5.269e-16,prime,0
929,1,z:ilp,nat-ip,4812,5970,9.518,1.241,5.269e-16,prime,1
930,1,z:ilp,nat-ip,1763,3629,26.015,2.059,5.669e-16,chain3,0
930,1,z:ilp,nat-ip,2134,3615,21.488,1.694,5.669e-16,chain3,1
931,1,z:ilp,nat-ip,1423,2662,32.273,1.871,7.717e-16,flat,0
931,1,z:ilp,nat-ip,1511,2655,30.378,1.756,7.717e-16,flat,1
932,1,z:ilp,nat-ip,5085,5906,9.040,1.162,6.997e-16,prime,0
932,1,z:ilp,nat-ip,5085,5904,9.040,1.161,6.997e-16,prime,1
933,1,z:ilp,nat-ip,5083,5994,9.055,1.179,6.207e-16,prime,0
933,1,z:ilp,nat-ip,5080,6032,9.060,1.187,6.207e-16,prime,1
934,1,z:ilp,nat-ip,5155,5954,8.939,1.155,5.976e-16,prime,0
934,1,z:ilp,nat-ip,5298,6036,8.698,1.139,5.976e-16,prime,1
935,1,z:ilp,nat-ip,1411,2548,32.702,1.806,6.525e-16,flat,0
935,1,z:ilp,nat-ip,1406,2549,32.807,1.812,6.525e-16,flat,1
936,1,z:ilp,nat-ip,1023,1421,45.165,1.389,6.898e-16,chain3,0
936,1,z:ilp,nat-ip,1028,1426,44.914,1.387,6.898e-16,chain3,1
937,1,z:ilp,nat-ip,3705,6010,12.483,1.622,7.280e-16,prime,0
937,1,z:ilp,nat-ip,3668,5962,12.608,1.625,7.280e-16,prime,1
938,1,z:ilp,nat-ip,5188,8865,8.926,1.709,7.536e-16,prime,0
938,1,z:ilp,nat-ip,5166,8787,8.963,1.701,7.536e-16,prime,1
939,1,z:ilp,nat-ip,5101,6018,9.089,1.180,4.363e-16,prime,0
939,1,z:ilp,nat-ip,5074,5994,9.138,1.181,4.363e-16,prime,1
940,1,z:ilp,nat-ip,1819,5679,25.513,3.121,5.174e-16,flat,0
940,1,z:ilp,nat-ip,1840,5665,25.228,3.079,5.174e-16,flat,1
941,1,z:ilp,nat-ip,5100,5973,9.112,1.171,7.068e-16,prime,0
941,1,z:ilp,nat-ip,5103,5962,9.108,1.168,7.068e-16,prime,1
942,1,z:ilp,nat-ip,5169,6001,9.003,1.161,5.576e-16,prime,0
942,1,z:ilp,nat-ip,5076,5972,9.167,1.177,5.576e-16,prime,1
943,1,z:ilp,nat-ip,2455,7891,18.974,3.214,1.316e-15,flat,0
943,1,z:ilp,nat-ip,2541,7881,18.334,3.101,1.316e-15,flat,1
944,1,z:ilp,nat-ip,5064,6836,9.212,1.350,5.815e-16,prime,0
944,1,z:ilp,nat-ip,5054,6836,9.230,1.353,5.815e-16,prime,1
945,1,z:ilp,nat-ip,1230,1456,37.955,1.184,6.608e-16,flat,0
945,1,z:ilp,nat-ip,1228,1456,38.045,1.186,6.608e-16,flat,1
946,1,z:ilp,nat-ip,2673,5445,17.495,2.037,5.600e-16,flat,0
946,1,z:ilp,nat-ip,2719,5505,17.199,2.025,5.600e-16,flat,1
947,1,z:ilp,nat-ip,5223,5945,8.963,1.138,6.638e-16,prime,0
947,1,z:ilp,nat-ip,5131,5939,9.125,1.158,6.638e-16,prime,1
948,1,z:ilp,nat-ip,5244,10354,8.939,1.974,5.092e-16,prime,0
948,1,z:ilp,nat-ip,5671,10350,8.265,1.825,5.092e-16,prime,1
949,1,z:ilp,nat-ip,5060,12339,9.275,2.439,6.950e-16,prime,0
949,1,z:ilp,nat-ip,5090,12436,9.220,2.443,6.950e-16,prime,1
950,1,z:ilp,nat-ip,1338,2605,35.108,1.947,4.856e-16,chain3,0
950,1,z:ilp,nat-ip,1336,2607,35.163,1.951,4.856e-16,chain3,1
951,1,z:ilp,nat-ip,5045,5995,9.325,1.188,8.407e-16,prime,0
951,1,z:ilp,nat-ip,5285,6262,8.901,1.185,8.407e-16,prime,1
952,1,z:ilp,nat-ip,1173,2397,40.137,2.043,6.042e-16,chain3,0
952,1,z:ilp,nat-ip,1195,2382,39.425,1.994,6.042e-16,chain3,1
953,1,z:ilp,nat-ip,4118,6007,11.451,1.459,8.229e-16,prime,0
953,1,z:ilp,nat-ip,4172,6203,11.303,1.487,8.229e-16,prime,1
954,1,z:ilp,nat-ip,5108,6702,9.242,1.312,5.903e-16,prime,0
954,1,z:ilp,nat-ip,5115,6685,9.231,1.307,5.903e-16,prime,1
955,1,z:ilp,nat-ip,5087,5991,9.293,1.178,6.310e-16,prime,0
955,1,z:ilp,nat-ip,5011,5931,9.432,1.183,6.310e-16,prime,1
956,1,z:ilp,nat-ip,5070,5930,9.334,1.170,5.686e-16,prime,0
956,1,z:ilp,nat-ip,5084,5995,9.309,1.179,5.686e-16,prime,1
957,1,z:ilp,nat-ip,2209,4039,21.445,1.828,5.358e-16,chain3,0
957,1,z:ilp,nat-ip,3038,4037,15.596,1.329,5.358e-16,chain3,1
958,1,z:ilp,nat-ip,5291,5993,8.965,1.133,6.286e-16,prime,0
958,1,z:ilp,nat-ip,5320,6002,8.918,1.128,6.286e-16,prime,1
959,1,z:ilp,nat-ip,5065,5931,9.377,1.171,7.761e-16,prime,0
959,1,z:ilp,nat-ip,5467,5926,8.688,1.084,7.761e-16,prime,1
960,1,z:ilp,nat-ip,1009,1264,47.109,1.252,4.711e-16,2p,0
960,1,z:ilp,nat-ip,1311,1281,36.275,0.977,4.711e-16,2p,1
961,1,z:ilp,nat-ip,3767,7465,12.639,1.982,6.046e-16,2p,0
961,1,z:ilp,nat-ip,3327,7613,14.312,2.288,6.046e-16,2p,1
962,1,z:ilp,nat-ip,2316,4910,20.585,2.120,9.149e-16,flat,0
962,1,z:ilp,nat-ip,2245,4918,21.237,2.191,9.149e-16,flat,1
963,1,z:ilp,nat-ip,5002,5926,9.540,1.185,7.542e-16,prime,0
963,1,z:ilp,nat-ip,5019,5916,9.509,1.179,7.542e-16,prime,1
964,1,z:ilp,nat-ip,5089,5941,9.389,1.168,6.321e-16,prime,0
964,1,z:ilp,nat-ip,5068,5952,9.428,1.174,6.321e-16,prime,1
965,1,z:ilp,nat-ip,5428,6079,8.812,1.120,7.389e-16,prime,0
965,1,z:ilp,nat-ip,5397,5986,8.863,1.109,7.389e-16,prime,1
966,1,z:ilp,nat-ip,1709,3020,28.020,1.767,5.237e-16,chain3,0
966,1,z:ilp,nat-ip,1884,3017,25.419,1.601,5.237e-16,chain3,1
967,1,z:ilp,nat-ip,5086,6022,9.428,1.184,5.211e-16,prime,0
967,1,z:ilp,nat-ip,5107,5922,9.389,1.159,5.211e-16,prime,1
968,1,z:ilp,nat-ip,1129,1446,42.541,1.281,4.282e-16,chain3,0
968,1,z:ilp,nat-ip,1131,1449,42.437,1.281,4.282e-16,chain3,1
969,1,z:ilp,nat-ip,1712,4098,28.070,2.394,1.351e-15,flat,0
969,1,z:ilp,nat-ip,1682,4099,28.571,2.437,1.351e-15,flat,1
970,1,z:ilp,nat-ip,5159,14356,9.327,2.783,5.471e-16,prime,0
970,1,z:ilp,nat-ip,5329,14330,9.030,2.689,5.471e-16,prime,1
971,1,z:ilp,nat-ip,5369,5971,8.974,1.112,6.322e-16,prime,0
971,1,z:ilp,nat-ip,5108,5969,9.432,1.169,6.322e-16,prime,1
972,1,z:ilp,nat-ip,1081,1469,44.629,1.359,5.364e-16,chain3,0
972,1,z:ilp,nat-ip,1085,1470,44.451,1.355,5.364e-16,chain3,1
973,1,z:ilp,nat-ip,5106,6007,9.458,1.177,5.877e-16,prime,0
973,1,z:ilp,nat-ip,5324,6068,9.071,1.140,5.877e-16,prime,1
974,1,z:ilp,nat-ip,5128,6012,9.428,1.172,6.530e-16,prime,0
974,1,z:ilp,nat-ip,5105,6015,9.471,1.178,6.530e-16,prime,1
975,1,z:ilp,nat-ip,1499,1499,32.295,1.000,1.247e-15,flat,0
975,1,z:ilp,nat-ip,1768,1496,27.383,0.847,1.247e-15,flat,1
976,1,z:ilp,nat-ip,5082,7446,9.537,1.465,5.182e-16,prime,0
976,1,z:ilp,nat-ip,5110,7448,9.484,1.458,5.182e-16,prime,1
977,1,z:ilp,nat-ip,5178,6000,9.370,1.159,6.491e-16,prime,0
977,1,z:ilp,nat-ip,5383,5998,9.013,1.114,6.491e-16,prime,1
978,1,z:ilp,nat-ip,5098,6009,9.529,1.179,6.198e-16,prime,0
978,1,z:ilp,nat-ip,5024,5981,9.670,1.191,6.198e-16,prime,1
979,1,z:ilp,nat-ip,5146,16903,9.450,3.285,5.988e-16,prime,0
979,1,z:ilp,nat-ip,5337,16888,9.112,3.164,5.988e-16,prime,1
980,1,z:ilp,nat-ip,1119,1404,43.504,1.255,5.976e-16,flat,0
980,1,z:ilp,nat-ip,1107,1405,43.977,1.269,5.976e-16,flat,1
981,1,z:ilp,nat-ip,5190,5996,9.393,1.155,6.426e-16,prime,0
981,1,z:ilp,nat-ip,5415,6012,9.002,1.110,6.426e-16,prime,1
982,1,z:ilp,nat-ip,5139,6004,9.497,1.168,5.224e-16,prime,0
982,1,z:ilp,nat-ip,5121,6081,9.531,1.188,5.224e-16,prime,1
983,1,z:ilp,nat-ip,5119,5953,9.546,1.163,7.308e-16,prime,0
983,1,z:ilp,nat-ip,5104,5944,9.573,1.165,7.308e-16,prime,1
984,1,z:ilp,nat-ip,1940,5127,25.216,2.643,5.812e-16,flat,0
984,1,z:ilp,nat-ip,2044,5128,23.935,2.509,5.812e-16,flat,1
985,1,z:ilp,nat-ip,5135,5999,9.538,1.168,7.028e-16,prime,0
985,1,z:ilp,nat-ip,5373,6008,9.115,1.118,7.028e-16,prime,1
986,1,z:ilp,nat-ip,2523,4777,19.433,1.893,6.761e-16,flat,0
986,1,z:ilp,nat-ip,2718,4782,18.040,1.760,6.761e-16,flat,1
987,1,z:ilp,nat-ip,2236,7360,21.956,3.292,5.085e-16,2p,0
987,1,z:ilp,nat-ip,2268,7350,21.645,3.241,5.085e-16,2p,1
988,1,z:ilp,nat-ip,1642,2797,29.927,1.703,6.636e-16,chain3,0
988,1,z:ilp,nat-ip,1587,2798,30.960,1.763,6.636e-16,chain3,1
989,1,z:ilp,nat-ip,2653,8657,18.547,3.263,6.989e-16,2p,0
989,1,z:ilp,nat-ip,2990,8655,16.457,2.895,6.989e-16,2p,1
990,1,z:ilp,nat-ip,1173,1496,41.978,1.275,6.014e-16,chain3,0
990,1,z:ilp,nat-ip,1164,1499,42.321,1.288,6.014e-16,chain3,1
991,1,z:ilp,nat-ip,5071,5972,9.724,1.178,6.521e-16,prime,0
991,1,z:ilp,nat-ip,5027,5982,9.811,1.190,6.521e-16,prime,1
992,1,z:ilp,nat-ip,1806,3906,27.337,2.162,4.349e-16,2p,0
992,1,z:ilp,nat-ip,1661,4195,29.720,2.525,4.349e-16,2p,1
993,1,z:ilp,nat-ip,5050,6017,9.789,1.192,6.300e-16,prime,0
993,1,z:ilp,nat-ip,5057,6007,9.775,1.188,6.300e-16,prime,1
994,1,z:ilp,nat-ip,5060,9850,9.779,1.946,4.662e-16,prime,0
994,1,z:ilp,nat-ip,5056,9858,9.787,1.950,4.662e-16,prime,1
995,1,z:ilp,nat-ip,5062,5960,9.788,1.178,7.085e-16,prime,0
995,1,z:ilp,nat-ip,5125,6038,9.667,1.178,7.085e-16,prime,1
