N1,N2,N3,plan,path,vfft_ns,mkl_ns,vfft_gflops,ratio_vs_mkl,rt_err,route,flip
2048,16,32,z:il3d,nat-oop,3165762,4218025,33.122,1.332,1.154e-15,-,0
2048,16,32,z:il3d,nat-oop,3153575,4253900,33.250,1.349,1.154e-15,-,1
2048,16,64,z:il3d,nat-oop,7712925,10789663,28.550,1.399,1.683e-15,-,0
2048,16,64,z:il3d,nat-oop,7788338,10731475,28.273,1.378,1.683e-15,-,1
2048,16,128,z:il3d,nat-oop,19396862,28394475,23.786,1.464,2.876e-15,-,0
2048,16,128,z:il3d,nat-oop,19311512,28358113,23.891,1.468,2.876e-15,-,1
2048,32,2,z:il3d,nat-oop,316987,770987,35.147,2.432,5.226e-16,-,0
2048,32,2,z:il3d,nat-oop,319233,770487,34.900,2.414,5.226e-16,-,1
2048,32,4,z:il3d,nat-oop,716987,1140638,32.906,1.591,6.994e-16,-,0
2048,32,4,z:il3d,nat-oop,740300,1138500,31.869,1.538,6.994e-16,-,1
2048,32,8,z:il3d,nat-oop,1569200,1871437,31.741,1.193,1.184e-15,-,0
2048,32,8,z:il3d,nat-oop,1559163,1865825,31.945,1.197,1.184e-15,-,1
2048,32,16,z:il3d,nat-oop,3239787,4410775,32.366,1.361,1.239e-15,-,0
2048,32,16,z:il3d,nat-oop,3303038,4361925,31.746,1.321,1.239e-15,-,1
2048,32,32,z:il3d,nat-oop,8191075,10697437,26.883,1.306,1.641e-15,-,0
2048,32,32,z:il3d,nat-oop,8018613,10581887,27.461,1.320,1.641e-15,-,1
2048,32,64,z:il3d,nat-oop,20289213,27883825,22.740,1.374,3.033e-15,-,0
2048,32,64,z:il3d,nat-oop,20112675,27906587,22.939,1.388,3.033e-15,-,1
2048,64,2,z:il3d,nat-oop,753525,1335075,31.310,1.772,5.555e-16,-,0
2048,64,2,z:il3d,nat-oop,751525,1330550,31.393,1.770,5.555e-16,-,1
2048,64,4,z:il3d,nat-oop,1569225,2039750,31.740,1.300,1.224e-15,-,0
2048,64,4,z:il3d,nat-oop,1548062,2033225,32.174,1.313,1.224e-15,-,1
2048,64,8,z:il3d,nat-oop,3375400,3804700,31.065,1.127,1.192e-15,-,0
2048,64,8,z:il3d,nat-oop,3315600,3774725,31.626,1.138,1.192e-15,-,1
2048,64,16,z:il3d,nat-oop,8528125,11201150,25.821,1.313,1.512e-15,-,0
2048,64,16,z:il3d,nat-oop,7971950,11141975,27.622,1.398,1.512e-15,-,1
2048,64,32,z:il3d,nat-oop,20404262,28141637,22.612,1.379,2.646e-15,-,0
2048,64,32,z:il3d,nat-oop,20534475,28169812,22.468,1.372,2.646e-15,-,1
2048,128,2,z:il3d,nat-oop,1575662,2477400,31.610,1.572,1.152e-15,-,0
2048,128,2,z:il3d,nat-oop,1569862,2479738,31.727,1.580,1.152e-15,-,1
2048,128,4,z:il3d,nat-oop,3536063,4234475,29.654,1.198,1.317e-15,-,0
2048,128,4,z:il3d,nat-oop,3526325,4222438,29.736,1.197,1.317e-15,-,1
2048,128,8,z:il3d,nat-oop,8616462,9754375,25.556,1.132,1.440e-15,-,0
2048,128,8,z:il3d,nat-oop,8647100,9844787,25.465,1.139,1.440e-15,-,1
2048,128,16,z:il3d,nat-oop,20991962,28245538,21.979,1.346,2.913e-15,-,0
2048,128,16,z:il3d,nat-oop,20602200,28550338,22.394,1.386,2.913e-15,-,1
2048,256,2,z:il3d,nat-oop,3387250,4865450,30.957,1.436,1.152e-15,-,0
2048,256,2,z:il3d,nat-oop,3412425,4954800,30.728,1.452,1.152e-15,-,1
2048,256,4,z:il3d,nat-oop,8086937,10127637,27.229,1.252,1.651e-15,-,0
2048,256,4,z:il3d,nat-oop,8093075,10135000,27.209,1.252,1.651e-15,-,1
2048,256,8,z:il3d,nat-oop,20745900,25412738,22.239,1.225,2.860e-15,-,0
2048,256,8,z:il3d,nat-oop,20675950,25724612,22.314,1.244,2.860e-15,-,1
2048,512,2,z:il3d,nat-oop,8318913,11500087,26.470,1.382,1.656e-15,-,0
2048,512,2,z:il3d,nat-oop,8331188,11477100,26.431,1.378,1.656e-15,-,1
2048,512,4,z:il3d,nat-oop,20812625,25925550,22.168,1.246,2.969e-15,-,0
2048,512,4,z:il3d,nat-oop,20831675,26053263,22.148,1.251,2.969e-15,-,1
2048,1024,2,z:il3d,nat-oop,20990100,29039512,21.981,1.383,2.818e-15,-,0
2048,1024,2,z:il3d,nat-oop,21113125,28699500,21.852,1.359,2.818e-15,-,1
4096,2,2,z:il3d,nat-oop,79968,594711,14.342,7.437,3.920e-16,-,0
4096,2,2,z:il3d,nat-oop,78875,595420,14.541,7.549,3.920e-16,-,1
4096,2,4,z:il3d,nat-oop,109623,670346,22.419,6.115,3.810e-16,-,0
4096,2,4,z:il3d,nat-oop,111074,670418,22.126,6.036,3.810e-16,-,1
4096,2,8,z:il3d,nat-oop,176870,760497,29.643,4.300,3.980e-16,-,0
4096,2,8,z:il3d,nat-oop,180233,766107,29.089,4.251,3.980e-16,-,1
4096,2,16,z:il3d,nat-oop,334680,1062627,33.289,3.175,4.822e-16,-,0
4096,2,16,z:il3d,nat-oop,367013,1066387,30.356,2.906,4.822e-16,-,1
4096,2,32,z:il3d,nat-oop,806762,1756475,29.244,2.177,5.012e-16,-,0
4096,2,32,z:il3d,nat-oop,830750,1771500,28.400,2.132,5.012e-16,-,1
4096,2,64,z:il3d,nat-oop,1578263,3074625,31.558,1.948,1.108e-15,-,0
4096,2,64,z:il3d,nat-oop,1667063,3082650,29.877,1.849,1.108e-15,-,1
4096,2,128,z:il3d,nat-oop,3626850,6191613,28.911,1.707,1.304e-15,-,0
4096,2,128,z:il3d,nat-oop,3574538,6235287,29.335,1.744,1.304e-15,-,1
4096,2,256,z:il3d,nat-oop,8043612,13648787,27.376,1.697,1.688e-15,-,0
4096,2,256,z:il3d,nat-oop,7916125,13655700,27.817,1.725,1.688e-15,-,1
4096,2,512,z:il3d,nat-oop,21825013,32166925,21.140,1.474,3.152e-15,-,0
4096,2,512,z:il3d,nat-oop,21587287,31714100,21.372,1.469,3.152e-15,-,1
4096,4,2,z:il3d,nat-oop,119261,667834,20.607,5.600,4.483e-16,-,0
4096,4,2,z:il3d,nat-oop,109125,658880,22.521,6.038,4.483e-16,-,1
4096,4,4,z:il3d,nat-oop,172090,736787,30.466,4.281,4.371e-16,-,0
4096,4,4,z:il3d,nat-oop,173733,737713,30.178,4.246,4.371e-16,-,1
4096,4,8,z:il3d,nat-oop,326440,933300,34.129,2.859,4.163e-16,-,0
4096,4,8,z:il3d,nat-oop,331860,934707,33.572,2.817,4.163e-16,-,1
4096,4,16,z:il3d,nat-oop,793212,1384463,29.744,1.745,4.611e-16,-,0
4096,4,16,z:il3d,nat-oop,816538,1381975,28.894,1.692,4.611e-16,-,1
4096,4,32,z:il3d,nat-oop,1537400,2370287,32.397,1.542,1.096e-15,-,0
4096,4,32,z:il3d,nat-oop,1568513,2369487,31.755,1.511,1.096e-15,-,1
4096,4,64,z:il3d,nat-oop,3546225,4682688,29.569,1.320,1.161e-15,-,0
4096,4,64,z:il3d,nat-oop,3519012,4486437,29.797,1.275,1.161e-15,-,1
4096,4,128,z:il3d,nat-oop,8416237,11400887,26.164,1.355,1.501e-15,-,0
4096,4,128,z:il3d,nat-oop,8057188,11417750,27.330,1.417,1.501e-15,-,1
4096,4,256,z:il3d,nat-oop,20919000,27061600,22.055,1.294,2.768e-15,-,0
4096,4,256,z:il3d,nat-oop,20896588,27027037,22.079,1.293,2.768e-15,-,1
4096,8,2,z:il3d,nat-oop,176437,760537,29.715,4.311,4.386e-16,-,0
4096,8,2,z:il3d,nat-oop,175423,758657,29.887,4.325,4.386e-16,-,1
4096,8,4,z:il3d,nat-oop,322353,954780,34.562,2.962,6.130e-16,-,0
4096,8,4,z:il3d,nat-oop,321207,956993,34.685,2.979,6.130e-16,-,1
4096,8,8,z:il3d,nat-oop,752463,1315013,31.354,1.748,5.050e-16,-,0
4096,8,8,z:il3d,nat-oop,790162,1315175,29.858,1.664,5.050e-16,-,1
4096,8,16,z:il3d,nat-oop,1794363,2123100,27.758,1.183,1.183e-15,-,0
4096,8,16,z:il3d,nat-oop,1691762,2135500,29.441,1.262,1.183e-15,-,1
4096,8,32,z:il3d,nat-oop,3562512,4040962,29.434,1.134,1.262e-15,-,0
4096,8,32,z:il3d,nat-oop,3507225,4003075,29.898,1.141,1.262e-15,-,1
4096,8,64,z:il3d,nat-oop,8031413,10014688,27.417,1.247,1.748e-15,-,0
4096,8,64,z:il3d,nat-oop,7957887,10085500,27.671,1.267,1.748e-15,-,1
4096,8,128,z:il3d,nat-oop,20799000,25244025,22.182,1.214,2.781e-15,-,0
4096,8,128,z:il3d,nat-oop,20975400,25218650,21.996,1.202,2.781e-15,-,1
4096,16,2,z:il3d,nat-oop,340213,1016580,32.747,2.988,4.803e-16,-,0
4096,16,2,z:il3d,nat-oop,344787,1017467,32.313,2.951,4.803e-16,-,1
4096,16,4,z:il3d,nat-oop,864013,1372650,27.306,1.589,6.174e-16,-,0
4096,16,4,z:il3d,nat-oop,809300,1374188,29.152,1.698,6.174e-16,-,1
4096,16,8,z:il3d,nat-oop,1707375,2109125,29.172,1.235,1.227e-15,-,0
4096,16,8,z:il3d,nat-oop,1709212,2101925,29.141,1.230,1.227e-15,-,1
4096,16,16,z:il3d,nat-oop,3550150,4045625,29.536,1.140,1.290e-15,-,0
4096,16,16,z:il3d,nat-oop,3510413,4111000,29.870,1.171,1.290e-15,-,1
4096,16,32,z:il3d,nat-oop,8029100,10016037,27.425,1.247,1.615e-15,-,0
4096,16,32,z:il3d,nat-oop,8009800,10092488,27.491,1.260,1.615e-15,-,1
4096,16,64,z:il3d,nat-oop,21579325,25644012,21.380,1.188,3.170e-15,-,0
4096,16,64,z:il3d,nat-oop,21597900,25759712,21.362,1.193,3.170e-15,-,1
4096,32,2,z:il3d,nat-oop,854275,1616100,27.618,1.892,5.524e-16,-,0
4096,32,2,z:il3d,nat-oop,884525,1649700,26.673,1.865,5.524e-16,-,1
4096,32,4,z:il3d,nat-oop,1580362,2349150,31.516,1.486,1.204e-15,-,0
4096,32,4,z:il3d,nat-oop,1587737,2374038,31.370,1.495,1.204e-15,-,1
4096,32,8,z:il3d,nat-oop,3615300,4017038,29.004,1.111,1.382e-15,-,0
4096,32,8,z:il3d,nat-oop,3604938,4082112,29.087,1.132,1.382e-15,-,1
4096,32,16,z:il3d,nat-oop,8182925,10303650,26.910,1.259,1.586e-15,-,0
4096,32,16,z:il3d,nat-oop,8154863,10282625,27.002,1.261,1.586e-15,-,1
4096,32,32,z:il3d,nat-oop,21659825,25787000,21.301,1.191,2.935e-15,-,0
4096,32,32,z:il3d,nat-oop,21505563,25719925,21.454,1.196,2.935e-15,-,1
4096,64,2,z:il3d,nat-oop,1907287,2748712,26.114,1.441,1.225e-15,-,0
4096,64,2,z:il3d,nat-oop,1921950,2729875,25.915,1.420,1.225e-15,-,1
4096,64,4,z:il3d,nat-oop,3671850,4326988,28.557,1.178,1.433e-15,-,0
4096,64,4,z:il3d,nat-oop,3834337,4304487,27.347,1.123,1.433e-15,-,1
4096,64,8,z:il3d,nat-oop,7933800,9304525,27.755,1.173,1.404e-15,-,0
4096,64,8,z:il3d,nat-oop,7944725,9275038,27.717,1.167,1.404e-15,-,1
4096,64,16,z:il3d,nat-oop,22268363,26450900,20.719,1.188,2.881e-15,-,0
4096,64,16,z:il3d,nat-oop,22245750,26411037,20.740,1.187,2.881e-15,-,1
4096,128,2,z:il3d,nat-oop,3779225,5172387,27.746,1.369,1.228e-15,-,0
4096,128,2,z:il3d,nat-oop,3823538,5181525,27.424,1.355,1.228e-15,-,1
4096,128,4,z:il3d,nat-oop,8701138,10309288,25.307,1.185,1.492e-15,-,0
4096,128,4,z:il3d,nat-oop,8645725,9993837,25.469,1.156,1.492e-15,-,1
4096,128,8,z:il3d,nat-oop,22066762,24788025,20.908,1.123,3.078e-15,-,0
4096,128,8,z:il3d,nat-oop,22117350,24661125,20.860,1.115,3.078e-15,-,1
4096,256,2,z:il3d,nat-oop,8493062,11202787,25.927,1.319,1.573e-15,-,0
4096,256,2,z:il3d,nat-oop,8543750,11226962,25.773,1.314,1.573e-15,-,1
4096,256,4,z:il3d,nat-oop,23471775,25529912,19.657,1.088,2.747e-15,-,0
4096,256,4,z:il3d,nat-oop,23396100,25387025,19.720,1.085,2.747e-15,-,1
4096,512,2,z:il3d,nat-oop,21755650,27768562,21.207,1.276,2.848e-15,-,0
4096,512,2,z:il3d,nat-oop,22128687,27356875,20.850,1.236,2.848e-15,-,1
8192,2,2,z:il3d,nat-oop,161428,1196159,15.224,7.410,4.677e-16,-,0
8192,2,2,z:il3d,nat-oop,158557,1195630,15.500,7.541,4.677e-16,-,1
8192,2,4,z:il3d,nat-oop,244713,1355007,21.425,5.537,5.328e-16,-,0
8192,2,4,z:il3d,nat-oop,241517,1359487,21.708,5.629,5.328e-16,-,1
8192,2,8,z:il3d,nat-oop,417287,1580007,26.699,3.786,4.750e-16,-,0
8192,2,8,z:il3d,nat-oop,395907,1582733,28.141,3.998,4.750e-16,-,1
8192,2,16,z:il3d,nat-oop,896225,2195800,26.325,2.450,5.851e-16,-,0
8192,2,16,z:il3d,nat-oop,828388,2201500,28.481,2.658,5.851e-16,-,1
8192,2,32,z:il3d,nat-oop,1687263,3609800,29.520,2.139,1.278e-15,-,0
8192,2,32,z:il3d,nat-oop,1762050,3612700,28.267,2.050,1.278e-15,-,1
8192,2,64,z:il3d,nat-oop,3709312,6558512,28.269,1.768,1.126e-15,-,0
8192,2,64,z:il3d,nat-oop,3745075,6458513,27.999,1.725,1.126e-15,-,1
8192,2,128,z:il3d,nat-oop,8513988,14408662,25.863,1.692,1.642e-15,-,0
8192,2,128,z:il3d,nat-oop,8869788,14503512,24.826,1.635,1.642e-15,-,1
8192,2,256,z:il3d,nat-oop,20589662,33033425,22.408,1.604,3.014e-15,-,0
8192,2,256,z:il3d,nat-oop,21720850,32789825,21.241,1.510,3.014e-15,-,1
8192,4,2,z:il3d,nat-oop,240110,1337767,21.835,5.571,5.285e-16,-,0
8192,4,2,z:il3d,nat-oop,245790,1335020,21.331,5.432,5.285e-16,-,1
8192,4,4,z:il3d,nat-oop,386300,1530120,28.841,3.961,4.629e-16,-,0
8192,4,4,z:il3d,nat-oop,424967,1553033,26.216,3.654,4.629e-16,-,1
8192,4,8,z:il3d,nat-oop,866425,1946487,27.230,2.247,5.681e-16,-,0
8192,4,8,z:il3d,nat-oop,856163,1937425,27.557,2.263,5.681e-16,-,1
8192,4,16,z:il3d,nat-oop,1692775,2860463,29.423,1.690,1.292e-15,-,0
8192,4,16,z:il3d,nat-oop,1712687,2863400,29.081,1.672,1.292e-15,-,1
8192,4,32,z:il3d,nat-oop,3752313,5274725,27.945,1.406,1.379e-15,-,0
8192,4,32,z:il3d,nat-oop,3755387,5189975,27.922,1.382,1.379e-15,-,1
8192,4,64,z:il3d,nat-oop,8773600,11706700,25.098,1.334,1.488e-15,-,0
8192,4,64,z:il3d,nat-oop,8843888,11625825,24.899,1.315,1.488e-15,-,1
8192,4,128,z:il3d,nat-oop,18286200,28104713,25.231,1.537,2.909e-15,-,0
8192,4,128,z:il3d,nat-oop,17891163,27909350,25.788,1.560,2.909e-15,-,1
8192,8,2,z:il3d,nat-oop,400453,1575013,27.821,3.933,5.110e-16,-,0
8192,8,2,z:il3d,nat-oop,441380,1599640,25.242,3.624,5.110e-16,-,1
8192,8,4,z:il3d,nat-oop,821812,2000413,28.708,2.434,6.090e-16,-,0
8192,8,4,z:il3d,nat-oop,874125,1997500,26.990,2.285,6.090e-16,-,1
8192,8,8,z:il3d,nat-oop,1689250,2737475,29.485,1.621,1.216e-15,-,0
8192,8,8,z:il3d,nat-oop,1788837,2768250,27.843,1.548,1.216e-15,-,1
8192,8,16,z:il3d,nat-oop,3650362,4616275,28.725,1.265,1.419e-15,-,0
8192,8,16,z:il3d,nat-oop,3781925,4548975,27.726,1.203,1.419e-15,-,1
8192,8,32,z:il3d,nat-oop,8900250,10554462,24.741,1.186,1.664e-15,-,0
8192,8,32,z:il3d,nat-oop,9273838,10570363,23.744,1.140,1.664e-15,-,1
8192,8,64,z:il3d,nat-oop,20508325,23413325,22.497,1.142,3.228e-15,-,0
8192,8,64,z:il3d,nat-oop,20561937,24632500,22.438,1.198,3.228e-15,-,1
8192,16,2,z:il3d,nat-oop,877625,2101212,26.883,2.394,5.328e-16,-,0
8192,16,2,z:il3d,nat-oop,958475,2098775,24.615,2.190,5.328e-16,-,1
8192,16,4,z:il3d,nat-oop,1721362,2848813,28.935,1.655,1.149e-15,-,0
8192,16,4,z:il3d,nat-oop,1723375,2872113,28.901,1.667,1.149e-15,-,1
8192,16,8,z:il3d,nat-oop,3613575,4567337,29.018,1.264,1.266e-15,-,0
8192,16,8,z:il3d,nat-oop,3627863,4490100,28.903,1.238,1.266e-15,-,1
8192,16,16,z:il3d,nat-oop,8866113,11037550,24.836,1.245,1.524e-15,-,0
8192,16,16,z:il3d,nat-oop,8887100,11277950,24.778,1.269,1.524e-15,-,1
8192,16,32,z:il3d,nat-oop,22230213,24564400,20.754,1.105,2.925e-15,-,0
8192,16,32,z:il3d,nat-oop,22153825,27382138,20.826,1.236,2.925e-15,-,1
8192,32,2,z:il3d,nat-oop,1791725,3321638,27.799,1.854,1.136e-15,-,0
8192,32,2,z:il3d,nat-oop,1781663,3352537,27.956,1.882,1.136e-15,-,1
8192,32,4,z:il3d,nat-oop,3772400,5073925,27.796,1.345,1.380e-15,-,0
8192,32,4,z:il3d,nat-oop,3726875,4984875,28.136,1.338,1.380e-15,-,1
8192,32,8,z:il3d,nat-oop,8914862,9960625,24.700,1.117,1.641e-15,-,0
8192,32,8,z:il3d,nat-oop,9364725,10013525,23.514,1.069,1.641e-15,-,1
8192,32,16,z:il3d,nat-oop,20622837,25674600,22.372,1.245,2.991e-15,-,0
8192,32,16,z:il3d,nat-oop,20941813,26146538,22.031,1.249,2.991e-15,-,1
8192,64,2,z:il3d,nat-oop,3959137,5755500,26.485,1.454,1.131e-15,-,0
8192,64,2,z:il3d,nat-oop,4002562,5705338,26.198,1.425,1.131e-15,-,1
8192,64,4,z:il3d,nat-oop,8929550,10239400,24.660,1.147,1.597e-15,-,0
8192,64,4,z:il3d,nat-oop,8815250,10311550,24.980,1.170,1.597e-15,-,1
8192,64,8,z:il3d,nat-oop,21273650,22247888,21.688,1.046,3.132e-15,-,0
8192,64,8,z:il3d,nat-oop,20522100,22319850,22.482,1.088,3.132e-15,-,1
8192,128,2,z:il3d,nat-oop,9017287,11765238,24.420,1.305,1.695e-15,-,0
8192,128,2,z:il3d,nat-oop,9130025,11685700,24.118,1.280,1.695e-15,-,1
8192,128,4,z:il3d,nat-oop,23595775,25265900,19.553,1.071,3.098e-15,-,0
8192,128,4,z:il3d,nat-oop,21752850,25127375,21.210,1.155,3.098e-15,-,1
8192,256,2,z:il3d,nat-oop,22026987,26713838,20.946,1.213,2.878e-15,-,0
8192,256,2,z:il3d,nat-oop,21984200,26034613,20.987,1.184,2.878e-15,-,1
