N1,N2,N3,plan,path,vfft_ns,mkl_ns,vfft_gflops,ratio_vs_mkl,rt_err,route,flip
2,2,2,z:il3d,nat-oop,38,25,3.117,0.659,5.640e-17,-,0
2,2,2,z:il3d,nat-oop,39,25,3.107,0.657,5.640e-17,-,1
2,2,4,z:il3d,nat-oop,42,483,7.579,11.450,6.522e-17,-,0
2,2,4,z:il3d,nat-oop,42,483,7.584,11.448,6.522e-17,-,1
2,2,8,z:il3d,nat-oop,55,538,14.521,9.774,1.848e-16,-,0
2,2,8,z:il3d,nat-oop,55,538,14.529,9.775,1.848e-16,-,1
2,2,16,z:il3d,nat-oop,77,701,25.007,9.126,2.119e-16,-,0
2,2,16,z:il3d,nat-oop,76,700,25.146,9.166,2.119e-16,-,1
2,2,32,z:il3d,nat-oop,115,1024,39.023,8.921,1.496e-16,-,0
2,2,32,z:il3d,nat-oop,115,1025,39.098,8.950,1.496e-16,-,1
2,2,64,z:il3d,nat-oop,196,1635,52.264,8.345,2.542e-16,-,0
2,2,64,z:il3d,nat-oop,197,1629,51.873,8.250,2.542e-16,-,1
2,2,128,z:il3d,nat-oop,375,2902,61.413,7.736,2.965e-16,-,0
2,2,128,z:il3d,nat-oop,374,2900,61.619,7.757,2.965e-16,-,1
2,2,256,z:il3d,nat-oop,789,5394,64.928,6.841,2.968e-16,-,0
2,2,256,z:il3d,nat-oop,776,5419,65.957,6.981,2.968e-16,-,1
2,2,512,z:il3d,nat-oop,2337,10470,48.199,4.480,4.059e-16,-,0
2,2,512,z:il3d,nat-oop,2361,10481,47.713,4.440,4.059e-16,-,1
2,2,1024,z:il3d,nat-oop,5188,21000,47.368,4.047,3.724e-16,-,0
2,2,1024,z:il3d,nat-oop,5190,20940,47.357,4.035,3.724e-16,-,1
2,2,2048,z:il3d,nat-oop,11630,42095,45.784,3.619,3.134e-16,-,0
2,2,2048,z:il3d,nat-oop,11611,42077,45.858,3.624,3.134e-16,-,1
2,2,4096,z:il3d,nat-oop,24319,84821,47.160,3.488,3.586e-16,-,0
2,2,4096,z:il3d,nat-oop,24325,84836,47.147,3.488,3.586e-16,-,1
2,2,8192,z:il3d,nat-oop,50720,172123,48.455,3.394,5.074e-16,-,0
2,2,8192,z:il3d,nat-oop,50620,172030,48.550,3.398,5.074e-16,-,1
2,4,2,z:il3d,nat-oop,42,473,7.624,11.262,9.497e-17,-,0
2,4,2,z:il3d,nat-oop,42,473,7.593,11.212,9.497e-17,-,1
2,4,4,z:il3d,nat-oop,51,530,15.773,10.452,1.780e-16,-,0
2,4,4,z:il3d,nat-oop,51,530,15.778,10.457,1.780e-16,-,1
2,4,8,z:il3d,nat-oop,66,653,29.132,9.909,2.751e-16,-,0
2,4,8,z:il3d,nat-oop,65,656,29.321,10.014,2.751e-16,-,1
2,4,16,z:il3d,nat-oop,108,866,41.494,8.025,2.411e-16,-,0
2,4,16,z:il3d,nat-oop,108,867,41.562,8.041,2.411e-16,-,1
2,4,32,z:il3d,nat-oop,213,1363,48.103,6.404,1.645e-16,-,0
2,4,32,z:il3d,nat-oop,213,1360,48.188,6.398,1.645e-16,-,1
2,4,64,z:il3d,nat-oop,360,2283,64.077,6.349,2.993e-16,-,0
2,4,64,z:il3d,nat-oop,362,2284,63.636,6.308,2.993e-16,-,1
2,4,128,z:il3d,nat-oop,821,4260,62.381,5.191,2.735e-16,-,0
2,4,128,z:il3d,nat-oop,831,4266,61.612,5.134,2.735e-16,-,1
2,4,256,z:il3d,nat-oop,2122,8206,53.074,3.867,2.904e-16,-,0
2,4,256,z:il3d,nat-oop,2138,8204,52.684,3.837,2.904e-16,-,1
2,4,512,z:il3d,nat-oop,4800,16192,51.200,3.373,2.992e-16,-,0
2,4,512,z:il3d,nat-oop,4909,16242,50.063,3.309,2.992e-16,-,1
2,4,1024,z:il3d,nat-oop,10472,32533,50.849,3.107,4.078e-16,-,0
2,4,1024,z:il3d,nat-oop,10440,32493,51.003,3.112,4.078e-16,-,1
2,4,2048,z:il3d,nat-oop,23325,65883,49.170,2.825,3.794e-16,-,0
2,4,2048,z:il3d,nat-oop,23383,65962,49.048,2.821,3.794e-16,-,1
2,4,4096,z:il3d,nat-oop,48895,133302,50.263,2.726,3.398e-16,-,0
2,4,4096,z:il3d,nat-oop,48666,133387,50.500,2.741,3.398e-16,-,1
2,4,8192,z:il3d,nat-oop,103273,276463,50.767,2.677,4.086e-16,-,0
2,4,8192,z:il3d,nat-oop,104187,276913,50.322,2.658,4.086e-16,-,1
2,8,2,z:il3d,nat-oop,54,540,14.922,10.073,2.564e-16,-,0
2,8,2,z:il3d,nat-oop,54,539,14.890,10.036,2.564e-16,-,1
2,8,4,z:il3d,nat-oop,66,646,29.039,9.769,1.508e-16,-,0
2,8,4,z:il3d,nat-oop,66,647,29.135,9.812,1.508e-16,-,1
2,8,8,z:il3d,nat-oop,99,817,45.317,8.261,1.916e-16,-,0
2,8,8,z:il3d,nat-oop,98,817,45.684,8.332,1.916e-16,-,1
2,8,16,z:il3d,nat-oop,178,1208,57.536,6.787,2.677e-16,-,0
2,8,16,z:il3d,nat-oop,178,1209,57.536,6.793,2.677e-16,-,1
2,8,32,z:il3d,nat-oop,360,2088,63.972,5.798,2.483e-16,-,0
2,8,32,z:il3d,nat-oop,361,2084,63.890,5.780,2.483e-16,-,1
2,8,64,z:il3d,nat-oop,861,3728,59.484,4.331,2.763e-16,-,0
2,8,64,z:il3d,nat-oop,859,3738,59.597,4.351,2.763e-16,-,1
2,8,128,z:il3d,nat-oop,2127,7380,52.961,3.470,2.711e-16,-,0
2,8,128,z:il3d,nat-oop,2132,10240,52.829,4.802,2.711e-16,-,1
2,8,256,z:il3d,nat-oop,4570,14646,53.776,3.205,4.319e-16,-,0
2,8,256,z:il3d,nat-oop,4565,14644,53.841,3.208,4.319e-16,-,1
2,8,512,z:il3d,nat-oop,10043,29157,53.018,2.903,4.031e-16,-,0
2,8,512,z:il3d,nat-oop,9912,29117,53.719,2.937,4.031e-16,-,1
2,8,1024,z:il3d,nat-oop,21214,58553,54.063,2.760,4.082e-16,-,0
2,8,1024,z:il3d,nat-oop,21122,58570,54.298,2.773,4.082e-16,-,1
2,8,2048,z:il3d,nat-oop,46974,119085,52.319,2.535,3.804e-16,-,0
2,8,2048,z:il3d,nat-oop,46654,119082,52.677,2.552,3.804e-16,-,1
2,8,4096,z:il3d,nat-oop,98617,246980,53.164,2.504,4.089e-16,-,0
2,8,4096,z:il3d,nat-oop,98987,246860,52.966,2.494,4.089e-16,-,1
2,8,8192,z:il3d,nat-oop,229420,530313,48.562,2.312,6.040e-16,-,0
2,8,8192,z:il3d,nat-oop,226293,532993,49.233,2.355,6.040e-16,-,1
2,16,2,z:il3d,nat-oop,72,679,26.814,9.480,1.400e-16,-,0
2,16,2,z:il3d,nat-oop,71,679,27.008,9.557,1.400e-16,-,1
2,16,4,z:il3d,nat-oop,103,855,43.327,8.268,1.862e-16,-,0
2,16,4,z:il3d,nat-oop,103,854,43.319,8.257,1.862e-16,-,1
2,16,8,z:il3d,nat-oop,170,1191,60.269,7.011,2.281e-16,-,0
2,16,8,z:il3d,nat-oop,169,1195,60.544,7.064,2.281e-16,-,1
2,16,16,z:il3d,nat-oop,374,1911,61.594,5.110,3.393e-16,-,0
2,16,16,z:il3d,nat-oop,375,1914,61.467,5.105,3.393e-16,-,1
2,16,32,z:il3d,nat-oop,942,3611,54.374,3.835,2.652e-16,-,0
2,16,32,z:il3d,nat-oop,914,3591,55.996,3.927,2.652e-16,-,1
2,16,64,z:il3d,nat-oop,2211,7008,50.941,3.169,3.116e-16,-,0
2,16,64,z:il3d,nat-oop,2219,7022,50.763,3.165,3.116e-16,-,1
2,16,128,z:il3d,nat-oop,4793,13993,51.279,2.920,3.016e-16,-,0
2,16,128,z:il3d,nat-oop,4802,13984,51.183,2.912,3.016e-16,-,1
2,16,256,z:il3d,nat-oop,11741,29191,45.352,2.486,5.032e-16,-,0
2,16,256,z:il3d,nat-oop,11546,29105,46.117,2.521,5.032e-16,-,1
2,16,512,z:il3d,nat-oop,25834,58605,44.395,2.269,5.024e-16,-,0
2,16,512,z:il3d,nat-oop,24307,58605,47.184,2.411,5.024e-16,-,1
2,16,1024,z:il3d,nat-oop,49208,118857,49.943,2.415,4.793e-16,-,0
2,16,1024,z:il3d,nat-oop,48861,119626,50.298,2.448,4.793e-16,-,1
2,16,2048,z:il3d,nat-oop,106453,245463,49.251,2.306,4.114e-16,-,0
2,16,2048,z:il3d,nat-oop,103947,246207,50.438,2.369,4.114e-16,-,1
2,16,4096,z:il3d,nat-oop,263733,536300,42.244,2.033,5.852e-16,-,0
2,16,4096,z:il3d,nat-oop,252780,533700,44.074,2.111,5.852e-16,-,1
2,16,8192,z:il3d,nat-oop,609175,1119737,38.729,1.838,1.064e-15,-,0
2,16,8192,z:il3d,nat-oop,612575,1113613,38.514,1.818,1.064e-15,-,1
2,32,2,z:il3d,nat-oop,130,975,34.412,7.488,1.918e-16,-,0
2,32,2,z:il3d,nat-oop,130,974,34.400,7.481,1.918e-16,-,1
2,32,4,z:il3d,nat-oop,196,1344,52.251,6.859,2.616e-16,-,0
2,32,4,z:il3d,nat-oop,199,1344,51.352,6.739,2.616e-16,-,1
2,32,8,z:il3d,nat-oop,368,2053,62.594,5.577,3.673e-16,-,0
2,32,8,z:il3d,nat-oop,367,2057,62.699,5.599,3.673e-16,-,1
2,32,16,z:il3d,nat-oop,820,3535,62.467,4.313,2.663e-16,-,0
2,32,16,z:il3d,nat-oop,934,3534,54.801,3.783,2.663e-16,-,1
2,32,32,z:il3d,nat-oop,2302,6969,48.928,3.027,3.040e-16,-,0
2,32,32,z:il3d,nat-oop,2319,6946,48.567,2.995,3.040e-16,-,1
2,32,64,z:il3d,nat-oop,5133,14058,47.875,2.739,4.017e-16,-,0
2,32,64,z:il3d,nat-oop,4962,14040,49.532,2.830,3.263e-16,-,1
2,32,128,z:il3d,nat-oop,12979,28878,41.027,2.225,3.914e-16,-,0
2,32,128,z:il3d,nat-oop,13049,29436,40.806,2.256,3.914e-16,-,1
2,32,256,z:il3d,nat-oop,28953,58220,39.611,2.011,3.670e-16,-,0
2,32,256,z:il3d,nat-oop,33669,58109,34.064,1.726,3.670e-16,-,1
2,32,512,z:il3d,nat-oop,67351,117230,36.490,1.741,4.775e-16,-,0
2,32,512,z:il3d,nat-oop,60941,117584,40.328,1.929,4.775e-16,-,1
2,32,1024,z:il3d,nat-oop,137707,243030,38.073,1.765,5.301e-16,-,0
2,32,1024,z:il3d,nat-oop,124240,243500,42.200,1.960,5.301e-16,-,1
2,32,2048,z:il3d,nat-oop,278580,523407,39.993,1.879,7.204e-16,-,0
2,32,2048,z:il3d,nat-oop,329467,525173,33.816,1.594,7.204e-16,-,1
2,32,4096,z:il3d,nat-oop,738013,1112025,31.968,1.507,1.086e-15,-,0
2,32,4096,z:il3d,nat-oop,680725,1106663,34.659,1.626,1.086e-15,-,1
2,32,8192,z:il3d,nat-oop,1472475,2346850,33.826,1.594,2.417e-15,-,0
2,32,8192,z:il3d,nat-oop,1459487,2321875,34.127,1.591,2.417e-15,-,1
2,64,2,z:il3d,nat-oop,240,1528,42.666,6.367,2.538e-16,-,0
2,64,2,z:il3d,nat-oop,234,1528,43.751,6.526,2.538e-16,-,1
2,64,4,z:il3d,nat-oop,418,2261,55.142,5.411,3.368e-16,-,0
2,64,4,z:il3d,nat-oop,415,2262,55.575,5.457,3.368e-16,-,1
2,64,8,z:il3d,nat-oop,792,3702,64.663,4.675,2.834e-16,-,0
2,64,8,z:il3d,nat-oop,793,3708,64.554,4.676,2.834e-16,-,1
2,64,16,z:il3d,nat-oop,2216,6918,50.840,3.123,3.145e-16,-,0
2,64,16,z:il3d,nat-oop,2219,6925,50.765,3.121,3.145e-16,-,1
2,64,32,z:il3d,nat-oop,5252,13877,46.795,2.642,4.271e-16,-,0
2,64,32,z:il3d,nat-oop,5191,13897,47.344,2.677,4.271e-16,-,1
2,64,64,z:il3d,nat-oop,16798,28389,31.699,1.690,3.545e-16,-,0
2,64,64,z:il3d,nat-oop,15721,28193,33.871,1.793,3.545e-16,-,1
2,64,128,z:il3d,nat-oop,34716,58623,33.036,1.689,4.549e-16,-,0
2,64,128,z:il3d,nat-oop,34491,58803,33.252,1.705,4.549e-16,-,1
2,64,256,z:il3d,nat-oop,57507,118334,42.736,2.058,3.592e-16,-,0
2,64,256,z:il3d,nat-oop,67295,118349,36.520,1.759,3.592e-16,-,1
2,64,512,z:il3d,nat-oop,146503,242340,35.787,1.654,5.311e-16,-,0
2,64,512,z:il3d,nat-oop,136717,243073,38.349,1.778,5.311e-16,-,1
2,64,1024,z:il3d,nat-oop,308687,518967,36.092,1.681,5.424e-16,-,0
2,64,1024,z:il3d,nat-oop,309293,519480,36.021,1.680,5.424e-16,-,1
2,64,2048,z:il3d,nat-oop,714375,1107625,33.026,1.550,1.047e-15,-,0
2,64,2048,z:il3d,nat-oop,710163,1119737,33.222,1.577,1.047e-15,-,1
2,64,4096,z:il3d,nat-oop,1382862,2252587,36.018,1.629,2.423e-15,-,0
2,64,4096,z:il3d,nat-oop,1400962,2264725,35.552,1.617,2.423e-15,-,1
2,64,8192,z:il3d,nat-oop,3404638,4965275,30.798,1.458,3.396e-15,-,0
2,64,8192,z:il3d,nat-oop,3341250,5026688,31.383,1.504,3.396e-15,-,1
2,128,2,z:il3d,nat-oop,481,2703,47.901,5.619,2.449e-16,-,0
2,128,2,z:il3d,nat-oop,486,2705,47.413,5.566,2.449e-16,-,1
2,128,4,z:il3d,nat-oop,1009,4272,50.735,4.233,3.428e-16,-,0
2,128,4,z:il3d,nat-oop,1043,4272,49.072,4.094,3.428e-16,-,1
2,128,8,z:il3d,nat-oop,2801,7807,40.220,2.788,4.156e-16,-,0
2,128,8,z:il3d,nat-oop,2769,7906,40.675,2.855,4.156e-16,-,1
2,128,16,z:il3d,nat-oop,6796,14972,36.163,2.203,3.495e-16,-,0
2,128,16,z:il3d,nat-oop,6710,14892,36.628,2.220,3.495e-16,-,1
2,128,32,z:il3d,nat-oop,14484,29061,36.762,2.006,3.935e-16,-,0
2,128,32,z:il3d,nat-oop,16801,28950,31.694,1.723,5.247e-16,-,1
2,128,64,z:il3d,nat-oop,35368,59547,32.427,1.684,3.753e-16,-,0
2,128,64,z:il3d,nat-oop,36070,59516,31.796,1.650,3.753e-16,-,1
2,128,128,z:il3d,nat-oop,71752,121059,34.251,1.687,4.451e-16,-,0
2,128,128,z:il3d,nat-oop,71784,120831,34.236,1.683,4.451e-16,-,1
2,128,256,z:il3d,nat-oop,151697,252017,34.562,1.661,4.980e-16,-,0
2,128,256,z:il3d,nat-oop,125600,251947,41.743,2.006,4.980e-16,-,1
2,128,512,z:il3d,nat-oop,306027,526160,36.406,1.719,4.625e-16,-,0
2,128,512,z:il3d,nat-oop,299667,525940,37.178,1.755,4.625e-16,-,1
2,128,1024,z:il3d,nat-oop,634263,1101050,37.197,1.736,1.086e-15,-,0
2,128,1024,z:il3d,nat-oop,643663,1101262,36.654,1.711,1.086e-15,-,1
2,128,2048,z:il3d,nat-oop,1493900,2325237,33.340,1.556,2.325e-15,-,0
2,128,2048,z:il3d,nat-oop,1473088,2323488,33.812,1.577,2.325e-15,-,1
2,128,4096,z:il3d,nat-oop,3499025,5087112,29.968,1.454,3.183e-15,-,0
2,128,4096,z:il3d,nat-oop,3415563,5137438,30.700,1.504,3.183e-15,-,1
2,128,8192,z:il3d,nat-oop,8950488,11653325,24.602,1.302,5.298e-15,-,0
2,128,8192,z:il3d,nat-oop,9038137,11608675,24.364,1.284,5.298e-15,-,1
2,256,2,z:il3d,nat-oop,1146,5058,44.686,4.414,3.105e-16,-,0
2,256,2,z:il3d,nat-oop,1121,5059,45.673,4.513,3.105e-16,-,1
2,256,4,z:il3d,nat-oop,2884,8569,39.058,2.971,3.044e-16,-,0
2,256,4,z:il3d,nat-oop,2898,8557,38.870,2.953,3.044e-16,-,1
2,256,8,z:il3d,nat-oop,6559,16120,37.470,2.458,3.663e-16,-,0
2,256,8,z:il3d,nat-oop,6565,16141,37.435,2.459,3.663e-16,-,1
2,256,16,z:il3d,nat-oop,15198,30182,35.037,1.986,4.287e-16,-,0
2,256,16,z:il3d,nat-oop,17482,30718,30.458,1.757,4.287e-16,-,1
2,256,32,z:il3d,nat-oop,33987,58880,33.745,1.732,3.457e-16,-,0
2,256,32,z:il3d,nat-oop,33805,58683,33.926,1.736,3.457e-16,-,1
2,256,64,z:il3d,nat-oop,67828,120648,36.233,1.779,3.502e-16,-,0
2,256,64,z:il3d,nat-oop,69792,120836,35.213,1.731,3.502e-16,-,1
2,256,128,z:il3d,nat-oop,142527,248250,36.785,1.742,4.659e-16,-,0
2,256,128,z:il3d,nat-oop,142740,250463,36.730,1.755,4.659e-16,-,1
2,256,256,z:il3d,nat-oop,295653,521313,37.683,1.763,6.483e-16,-,0
2,256,256,z:il3d,nat-oop,299840,523887,37.157,1.747,6.483e-16,-,1
2,256,512,z:il3d,nat-oop,683825,1094125,34.501,1.600,1.027e-15,-,0
2,256,512,z:il3d,nat-oop,684750,1096475,34.455,1.601,1.027e-15,-,1
2,256,1024,z:il3d,nat-oop,1358513,2280338,36.663,1.679,2.472e-15,-,0
2,256,1024,z:il3d,nat-oop,1359700,2322838,36.631,1.708,2.472e-15,-,1
2,256,2048,z:il3d,nat-oop,3427725,5114863,30.591,1.492,3.586e-15,-,0
2,256,2048,z:il3d,nat-oop,3469412,5144763,30.223,1.483,3.586e-15,-,1
2,256,4096,z:il3d,nat-oop,8833225,11542725,24.929,1.307,5.582e-15,-,0
2,256,4096,z:il3d,nat-oop,8924438,11655975,24.674,1.306,5.582e-15,-,1
2,256,8192,z:il3d,nat-oop,21753500,25589975,21.209,1.176,6.796e-15,-,0
2,256,8192,z:il3d,nat-oop,22409013,25448125,20.589,1.136,6.796e-15,-,1
2,512,2,z:il3d,nat-oop,3361,10421,33.518,3.101,4.155e-16,-,0
2,512,2,z:il3d,nat-oop,3098,10422,36.358,3.364,4.155e-16,-,1
2,512,4,z:il3d,nat-oop,6795,17142,36.168,2.523,4.112e-16,-,0
2,512,4,z:il3d,nat-oop,6509,17133,37.759,2.632,4.112e-16,-,1
2,512,8,z:il3d,nat-oop,14271,32705,37.312,2.292,3.958e-16,-,0
2,512,8,z:il3d,nat-oop,22315,47157,23.862,2.113,3.958e-16,-,1
2,512,16,z:il3d,nat-oop,37434,63340,30.638,1.692,4.600e-16,-,0
2,512,16,z:il3d,nat-oop,36612,62289,31.325,1.701,4.600e-16,-,1
2,512,32,z:il3d,nat-oop,74143,123923,33.147,1.671,5.057e-16,-,0
2,512,32,z:il3d,nat-oop,78926,128726,31.138,1.631,5.057e-16,-,1
2,512,64,z:il3d,nat-oop,149520,257487,35.065,1.722,4.966e-16,-,0
2,512,64,z:il3d,nat-oop,151617,257590,34.580,1.699,4.966e-16,-,1
2,512,128,z:il3d,nat-oop,313520,540420,35.536,1.724,5.492e-16,-,0
2,512,128,z:il3d,nat-oop,312227,541520,35.683,1.734,5.492e-16,-,1
2,512,256,z:il3d,nat-oop,674225,1140400,34.993,1.691,1.094e-15,-,0
2,512,256,z:il3d,nat-oop,665075,1132850,35.474,1.703,1.094e-15,-,1
2,512,512,z:il3d,nat-oop,1528962,2395187,32.576,1.567,2.344e-15,-,0
2,512,512,z:il3d,nat-oop,1527700,2392175,32.603,1.566,2.344e-15,-,1
2,512,1024,z:il3d,nat-oop,3479650,5385425,30.135,1.548,3.214e-15,-,0
2,512,1024,z:il3d,nat-oop,3502750,5378500,29.936,1.536,3.214e-15,-,1
2,512,2048,z:il3d,nat-oop,9458775,11780713,23.280,1.245,5.208e-15,-,0
2,512,2048,z:il3d,nat-oop,9502213,11926500,23.174,1.255,5.208e-15,-,1
2,512,4096,z:il3d,nat-oop,19328763,25139988,23.870,1.301,6.149e-15,-,0
2,512,4096,z:il3d,nat-oop,19277350,25336225,23.933,1.314,6.149e-15,-,1
2,1024,2,z:il3d,nat-oop,6922,21291,35.504,3.076,3.964e-16,-,0
2,1024,2,z:il3d,nat-oop,6944,21263,35.392,3.062,3.964e-16,-,1
2,1024,4,z:il3d,nat-oop,13864,34867,38.408,2.515,3.276e-16,-,0
2,1024,4,z:il3d,nat-oop,13925,35089,38.238,2.520,3.276e-16,-,1
2,1024,8,z:il3d,nat-oop,29303,66436,39.138,2.267,3.866e-16,-,0
2,1024,8,z:il3d,nat-oop,29175,66257,39.310,2.271,3.866e-16,-,1
2,1024,16,z:il3d,nat-oop,66621,126272,36.889,1.895,4.148e-16,-,0
2,1024,16,z:il3d,nat-oop,65808,126230,37.345,1.918,4.148e-16,-,1
2,1024,32,z:il3d,nat-oop,139103,252510,37.691,1.815,3.868e-16,-,0
2,1024,32,z:il3d,nat-oop,150210,292940,34.904,1.950,3.868e-16,-,1
2,1024,64,z:il3d,nat-oop,359393,552027,31.000,1.536,5.921e-16,-,0
2,1024,64,z:il3d,nat-oop,361307,546060,30.836,1.511,5.921e-16,-,1
2,1024,128,z:il3d,nat-oop,705200,1188337,33.456,1.685,9.893e-16,-,0
2,1024,128,z:il3d,nat-oop,710912,1144700,33.187,1.610,9.893e-16,-,1
2,1024,256,z:il3d,nat-oop,1679787,2440000,29.651,1.453,2.165e-15,-,0
2,1024,256,z:il3d,nat-oop,1639900,2421438,30.372,1.477,2.165e-15,-,1
2,1024,512,z:il3d,nat-oop,3905887,5479175,26.846,1.403,3.431e-15,-,0
2,1024,512,z:il3d,nat-oop,3907887,5489212,26.832,1.405,3.431e-15,-,1
2,1024,1024,z:il3d,nat-oop,8827613,12316388,24.945,1.395,5.422e-15,-,0
2,1024,1024,z:il3d,nat-oop,8838687,12323625,24.913,1.394,5.422e-15,-,1
2,1024,2048,z:il3d,nat-oop,24497075,25469050,18.834,1.040,6.110e-15,-,0
2,1024,2048,z:il3d,nat-oop,21028538,25316713,21.940,1.204,6.110e-15,-,1
2,2048,2,z:il3d,nat-oop,14789,43144,36.005,2.917,3.698e-16,-,0
2,2048,2,z:il3d,nat-oop,14824,43065,35.921,2.905,3.698e-16,-,1
2,2048,4,z:il3d,nat-oop,32787,71189,34.980,2.171,3.428e-16,-,0
2,2048,4,z:il3d,nat-oop,29918,71609,38.334,2.394,3.428e-16,-,1
2,2048,8,z:il3d,nat-oop,63300,137830,38.825,2.177,3.789e-16,-,0
2,2048,8,z:il3d,nat-oop,63000,136931,39.010,2.174,3.789e-16,-,1
2,2048,16,z:il3d,nat-oop,145590,264137,36.011,1.814,3.743e-16,-,0
2,2048,16,z:il3d,nat-oop,146863,263127,35.699,1.792,3.743e-16,-,1
2,2048,32,z:il3d,nat-oop,453480,542760,24.568,1.197,6.353e-16,-,0
2,2048,32,z:il3d,nat-oop,456860,540073,24.386,1.182,6.353e-16,-,1
2,2048,64,z:il3d,nat-oop,839050,1195163,28.119,1.424,1.069e-15,-,0
2,2048,64,z:il3d,nat-oop,858387,1200162,27.485,1.398,1.069e-15,-,1
2,2048,128,z:il3d,nat-oop,1976788,2516050,25.196,1.273,2.374e-15,-,0
2,2048,128,z:il3d,nat-oop,1986175,2504950,25.077,1.261,2.374e-15,-,1
2,2048,256,z:il3d,nat-oop,4279025,5528613,24.505,1.292,3.293e-15,-,0
2,2048,256,z:il3d,nat-oop,4226087,5491938,24.812,1.300,3.293e-15,-,1
2,2048,512,z:il3d,nat-oop,9696712,13182825,22.709,1.360,5.278e-15,-,0
2,2048,512,z:il3d,nat-oop,9490825,12990538,23.201,1.369,5.278e-15,-,1
2,2048,1024,z:il3d,nat-oop,24211087,26881012,19.056,1.110,6.707e-15,-,0
2,2048,1024,z:il3d,nat-oop,23927937,28431062,19.282,1.188,6.707e-15,-,1
2,4096,2,z:il3d,nat-oop,30740,86673,37.309,2.820,3.661e-16,-,0
2,4096,2,z:il3d,nat-oop,30815,86678,37.219,2.813,3.661e-16,-,1
2,4096,4,z:il3d,nat-oop,61744,144587,39.803,2.342,3.589e-16,-,0
2,4096,4,z:il3d,nat-oop,62072,144077,39.593,2.321,3.589e-16,-,1
2,4096,8,z:il3d,nat-oop,134683,280790,38.927,2.085,3.743e-16,-,0
2,4096,8,z:il3d,nat-oop,134170,278827,39.076,2.078,3.743e-16,-,1
2,4096,16,z:il3d,nat-oop,338927,561353,32.872,1.656,5.210e-16,-,0
2,4096,16,z:il3d,nat-oop,330533,555273,33.706,1.680,5.210e-16,-,1
2,4096,32,z:il3d,nat-oop,938750,1181250,25.132,1.258,1.012e-15,-,0
2,4096,32,z:il3d,nat-oop,935725,1176675,25.214,1.258,1.012e-15,-,1
2,4096,64,z:il3d,nat-oop,2032200,2513175,24.509,1.237,2.237e-15,-,0
2,4096,64,z:il3d,nat-oop,2013350,2528338,24.739,1.256,2.237e-15,-,1
2,4096,128,z:il3d,nat-oop,4787875,5674900,21.901,1.185,3.247e-15,-,0
2,4096,128,z:il3d,nat-oop,4750987,5704037,22.071,1.201,3.247e-15,-,1
2,4096,256,z:il3d,nat-oop,10589488,12719075,20.794,1.201,5.619e-15,-,0
2,4096,256,z:il3d,nat-oop,10652575,12868488,20.671,1.208,5.619e-15,-,1
2,4096,512,z:il3d,nat-oop,21752250,28213087,21.210,1.297,6.472e-15,-,0
2,4096,512,z:il3d,nat-oop,22338888,28024013,20.653,1.254,6.472e-15,-,1
2,8192,2,z:il3d,nat-oop,67295,176667,36.520,2.625,3.937e-16,-,0
2,8192,2,z:il3d,nat-oop,64195,176169,38.283,2.744,3.937e-16,-,1
2,8192,4,z:il3d,nat-oop,134423,296210,39.003,2.204,4.241e-16,-,0
2,8192,4,z:il3d,nat-oop,135043,304033,38.824,2.251,4.241e-16,-,1
2,8192,8,z:il3d,nat-oop,335353,606953,33.222,1.810,7.249e-16,-,0
2,8192,8,z:il3d,nat-oop,321927,613947,34.608,1.907,7.249e-16,-,1
2,8192,16,z:il3d,nat-oop,720425,1233438,32.749,1.712,6.693e-16,-,0
2,8192,16,z:il3d,nat-oop,725763,1234250,32.508,1.701,6.693e-16,-,1
2,8192,32,z:il3d,nat-oop,2190438,2493513,22.739,1.138,2.158e-15,-,0
2,8192,32,z:il3d,nat-oop,2069150,2688975,24.071,1.300,2.158e-15,-,1
2,8192,64,z:il3d,nat-oop,4826388,5431525,21.726,1.125,2.996e-15,-,0
2,8192,64,z:il3d,nat-oop,4824063,5635012,21.736,1.168,2.996e-15,-,1
2,8192,128,z:il3d,nat-oop,10966288,13268012,20.080,1.210,5.129e-15,-,0
2,8192,128,z:il3d,nat-oop,10779475,13535425,20.428,1.256,5.129e-15,-,1
2,8192,256,z:il3d,nat-oop,24308550,28440862,18.980,1.170,6.542e-15,-,0
2,8192,256,z:il3d,nat-oop,24112812,30564400,19.134,1.268,6.542e-15,-,1
4,2,2,z:il3d,nat-oop,64,726,5.025,11.402,1.587e-16,-,0
4,2,2,z:il3d,nat-oop,64,726,5.023,11.397,1.587e-16,-,1
4,2,4,z:il3d,nat-oop,72,792,11.099,10.992,1.771e-16,-,0
4,2,4,z:il3d,nat-oop,77,792,10.402,10.296,1.771e-16,-,1
4,2,8,z:il3d,nat-oop,92,870,20.777,9.418,1.256e-16,-,0
4,2,8,z:il3d,nat-oop,92,867,20.852,9.418,1.256e-16,-,1
4,2,16,z:il3d,nat-oop,138,1099,32.458,7.962,1.656e-16,-,0
4,2,16,z:il3d,nat-oop,138,1099,32.453,7.960,1.656e-16,-,1
4,2,32,z:il3d,nat-oop,226,1616,45.398,7.165,1.797e-16,-,0
4,2,32,z:il3d,nat-oop,222,1614,46.100,7.264,1.797e-16,-,1
4,2,64,z:il3d,nat-oop,416,2531,55.346,6.079,2.699e-16,-,0
4,2,64,z:il3d,nat-oop,404,2533,57.033,6.269,2.699e-16,-,1
