N,K,method,nf,factors,codelets,variant_codes,best_ns,use_blocked,split_stage,block_groups,use_dif_forward,dit_ns,dif_ns,variants_searched,roundtrip_err
32768,4,exh+joint,5,4x4x4x32x16,n1/t1s/t1s/t1s/log3,0/2/2/2/1,283975.01,0,0,0,0,-1.00,0.00,47080,6.66e-16
