N1,N2,plan,path,vfft_ns,mkl_ns,vfft_gflops,ratio_vs_mkl,rt_err,route,flip
2,2,z:il2d,nat-oop,14,13,2.946,0.924,1.390e-16,chain+rb,0
2,2,z:il2d,nat-oop,14,13,2.946,0.922,1.390e-16,chain+rb,1
2,4,z:il2d,nat-oop,15,158,7.855,10.332,1.663e-16,chain+rb,0
2,4,z:il2d,nat-oop,15,158,7.852,10.322,1.663e-16,chain+rb,1
2,8,z:il2d,nat-oop,19,168,16.572,8.698,1.913e-16,chain+rb,0
2,8,z:il2d,nat-oop,19,168,16.485,8.643,1.913e-16,chain+rb,1
2,16,z:il2d,nat-oop,30,206,26.437,6.810,1.991e-16,chain+rb2,0
2,16,z:il2d,nat-oop,30,206,26.360,6.782,1.991e-16,chain+rb2,1
2,32,z:il2d,nat-oop,45,307,42.532,6.800,2.012e-16,chain+rb2,0
2,32,z:il2d,nat-oop,45,308,42.614,6.833,2.012e-16,chain+rb2,1
2,64,z:il2d,nat-oop,84,469,53.274,5.577,2.222e-16,chain+rb2,0
2,64,z:il2d,nat-oop,84,472,53.295,5.614,2.222e-16,chain+rb2,1
2,128,z:il2d,nat-oop,164,832,62.378,5.068,3.653e-16,chain,0
2,128,z:il2d,nat-oop,165,832,62.139,5.046,3.653e-16,chain,1
2,256,z:il2d,nat-oop,325,1536,70.934,4.729,3.866e-16,chain,0
2,256,z:il2d,nat-oop,325,1536,70.923,4.729,3.866e-16,chain,1
2,512,z:il2d,nat-oop,1016,2971,50.394,2.924,4.524e-16,chain,0
2,512,z:il2d,nat-oop,1076,2972,47.583,2.762,4.524e-16,chain,1
2,1024,z:il2d,nat-oop,2286,6057,49.266,2.649,3.978e-16,chain,0
2,1024,z:il2d,nat-oop,2284,6026,49.323,2.639,3.978e-16,chain,1
2,2048,z:il2d,nat-oop,5183,12267,47.420,2.367,2.666e-16,chain,0
2,2048,z:il2d,nat-oop,5188,12272,47.375,2.366,2.666e-16,chain,1
2,4096,z:il2d,nat-oop,10849,25139,49.082,2.317,3.243e-16,chain,0
2,4096,z:il2d,nat-oop,10857,25125,49.043,2.314,3.243e-16,chain,1
2,8192,z:il2d,nat-oop,22567,51575,50.821,2.285,3.353e-16,chain,0
2,8192,z:il2d,nat-oop,22751,51568,50.410,2.267,3.353e-16,chain,1
4,2,z:il2d,nat-oop,15,155,7.976,10.297,8.909e-17,chain+rb,0
4,2,z:il2d,nat-oop,15,155,7.983,10.317,8.909e-17,chain+rb,1
4,4,z:il2d,nat-oop,18,18,17.585,1.013,1.990e-16,chain+rb,0
4,4,z:il2d,nat-oop,19,18,17.069,0.987,1.990e-16,chain+rb,1
4,8,z:il2d,nat-oop,25,175,31.896,6.970,1.683e-16,chain+rb,0
4,8,z:il2d,nat-oop,25,175,31.729,6.928,1.683e-16,chain+rb,1
4,16,z:il2d,nat-oop,42,212,45.311,5.009,2.804e-16,chain+rb2,0
4,16,z:il2d,nat-oop,42,212,45.433,5.024,2.804e-16,chain+rb2,1
4,32,z:il2d,nat-oop,75,317,59.658,4.224,1.653e-16,chain+rb2,0
4,32,z:il2d,nat-oop,75,317,59.586,4.216,1.653e-16,chain+rb2,1
4,64,z:il2d,nat-oop,155,506,65.901,3.255,2.879e-16,chain+rb2,0
4,64,z:il2d,nat-oop,155,507,65.939,3.266,2.879e-16,chain+rb2,1
4,128,z:il2d,nat-oop,332,948,69.448,2.857,3.727e-16,chain,0
4,128,z:il2d,nat-oop,333,950,69.282,2.855,3.727e-16,chain,1
4,256,z:il2d,nat-oop,705,1802,72.653,2.557,3.702e-16,chain,0
4,256,z:il2d,nat-oop,680,1800,75.265,2.646,3.702e-16,chain,1
4,512,z:il2d,nat-oop,1975,3622,57.027,1.834,4.579e-16,chain,0
4,512,z:il2d,nat-oop,2052,3610,54.889,1.759,4.579e-16,chain,1
4,1024,z:il2d,nat-oop,4433,7505,55.444,1.693,3.701e-16,chain,0
4,1024,z:il2d,nat-oop,4423,7497,55.562,1.695,3.701e-16,chain,1
4,2048,z:il2d,nat-oop,9934,15413,53.602,1.552,3.554e-16,chain,0
4,2048,z:il2d,nat-oop,9824,15464,54.201,1.574,3.554e-16,chain,1
4,4096,z:il2d,nat-oop,21211,32264,54.071,1.521,3.149e-16,chain,0
4,4096,z:il2d,nat-oop,21249,32103,53.973,1.511,3.149e-16,chain,1
4,8192,z:il2d,nat-oop,44748,67402,54.921,1.506,3.610e-16,chain,0
4,8192,z:il2d,nat-oop,44610,67044,55.091,1.503,3.610e-16,chain,1
8,2,z:il2d,nat-oop,19,163,16.786,8.569,1.200e-16,chain+rb,0
8,2,z:il2d,nat-oop,19,166,16.733,8.699,1.200e-16,chain+rb,1
8,4,z:il2d,nat-oop,25,179,32.637,7.311,1.597e-16,chain+rb,0
8,4,z:il2d,nat-oop,25,179,32.626,7.312,1.597e-16,chain+rb,1
8,8,z:il2d,nat-oop,39,37,49.665,0.944,1.474e-16,chain+rb,0
8,8,z:il2d,nat-oop,39,36,49.657,0.943,1.474e-16,chain+rb,1
8,16,z:il2d,nat-oop,76,247,59.230,3.264,2.816e-16,chain+rb2,0
8,16,z:il2d,nat-oop,75,246,59.709,3.277,2.816e-16,chain+rb2,1
8,32,z:il2d,nat-oop,149,404,68.910,2.722,2.632e-16,chain+rb2,0
8,32,z:il2d,nat-oop,148,404,68.982,2.720,2.632e-16,chain+rb2,1
8,64,z:il2d,nat-oop,322,690,71.647,2.146,2.937e-16,chain+rb2,0
8,64,z:il2d,nat-oop,321,689,71.664,2.143,2.937e-16,chain+rb2,1
8,128,z:il2d,nat-oop,715,1404,71.658,1.965,3.338e-16,chain,0
8,128,z:il2d,nat-oop,717,1405,71.443,1.961,3.338e-16,chain,1
8,256,z:il2d,nat-oop,1974,2840,57.054,1.438,3.507e-16,chain,0
8,256,z:il2d,nat-oop,1918,2828,58.743,1.475,3.507e-16,chain,1
8,512,z:il2d,nat-oop,4841,5798,50.769,1.198,4.569e-16,chain,0
8,512,z:il2d,nat-oop,4765,5785,51.574,1.214,4.569e-16,chain,1
8,1024,z:il2d,nat-oop,10321,11896,51.592,1.153,3.823e-16,chain,0
8,1024,z:il2d,nat-oop,10331,11859,51.541,1.148,3.823e-16,chain,1
8,2048,z:il2d,nat-oop,22978,24976,49.912,1.087,3.840e-16,chain,0
8,2048,z:il2d,nat-oop,23152,25013,49.538,1.080,3.840e-16,chain,1
8,4096,z:il2d,nat-oop,49080,53328,50.073,1.087,5.436e-16,chain,0
8,4096,z:il2d,nat-oop,49016,52880,50.138,1.079,5.436e-16,chain,1
8,8192,z:il2d,nat-oop,94727,117090,55.347,1.236,5.210e-16,chain,0
8,8192,z:il2d,nat-oop,97230,115343,53.922,1.186,5.210e-16,chain,1
16,2,z:il2d,nat-oop,26,195,30.415,7.419,2.208e-16,chain+rb,0
16,2,z:il2d,nat-oop,26,195,30.396,7.419,2.208e-16,chain+rb,1
16,4,z:il2d,nat-oop,40,214,47.704,5.316,2.500e-16,chain+rb,0
16,4,z:il2d,nat-oop,41,214,46.920,5.230,2.500e-16,chain+rb,1
16,8,z:il2d,nat-oop,70,246,63.842,3.500,2.004e-16,chain+rb,0
16,8,z:il2d,nat-oop,70,246,63.906,3.506,2.004e-16,chain+rb,1
16,16,z:il2d,nat-oop,155,146,66.241,0.943,2.481e-16,chain+rb2,0
16,16,z:il2d,nat-oop,155,146,65.928,0.940,2.481e-16,chain+rb2,1
16,32,z:il2d,nat-oop,320,352,72.108,1.101,2.963e-16,chain+rb2,0
16,32,z:il2d,nat-oop,319,353,72.113,1.104,2.963e-16,chain+rb2,1
16,64,z:il2d,nat-oop,718,709,71.300,0.988,3.885e-16,chain+rb2,0
16,64,z:il2d,nat-oop,720,709,71.132,0.984,3.885e-16,chain+rb2,1
16,128,z:il2d,nat-oop,1972,1634,57.116,0.828,4.630e-16,chain,0
16,128,z:il2d,nat-oop,1952,1627,57.697,0.833,4.630e-16,chain,1
16,256,z:il2d,nat-oop,7221,7009,34.035,0.971,4.248e-16,chain+rb2,0
16,256,z:il2d,nat-oop,7205,6992,34.109,0.970,4.248e-16,chain+rb2,1
16,512,z:il2d,nat-oop,12530,14660,42.498,1.170,3.831e-16,chain,0
16,512,z:il2d,nat-oop,11355,14733,46.894,1.297,3.831e-16,chain,1
16,1024,z:il2d,nat-oop,31254,31189,36.695,0.998,3.665e-16,chain,0
16,1024,z:il2d,nat-oop,26091,31915,43.957,1.223,3.665e-16,chain,1
16,2048,z:il2d,nat-oop,59444,68084,41.343,1.145,3.678e-16,chain,0
16,2048,z:il2d,nat-oop,69369,67933,35.428,0.979,3.678e-16,chain,1
16,4096,z:il2d,nat-oop,134293,135790,39.041,1.011,3.606e-16,chain,0
16,4096,z:il2d,nat-oop,139667,137183,37.539,0.982,3.606e-16,chain,1
16,8192,z:il2d,nat-oop,286060,316447,38.947,1.106,4.216e-16,chain,0
16,8192,z:il2d,nat-oop,288160,317413,38.663,1.102,4.216e-16,chain,1
32,2,z:il2d,nat-oop,49,272,38.884,5.515,2.582e-16,chain+rb,0
32,2,z:il2d,nat-oop,49,272,38.948,5.523,2.582e-16,chain+rb,1
32,4,z:il2d,nat-oop,78,321,57.154,4.101,2.046e-16,chain+rb,0
32,4,z:il2d,nat-oop,78,321,57.291,4.100,2.046e-16,chain+rb,1
32,8,z:il2d,nat-oop,148,399,69.036,2.688,2.409e-16,chain+rb,0
32,8,z:il2d,nat-oop,154,399,66.473,2.590,2.409e-16,chain+rb,1
32,16,z:il2d,nat-oop,347,341,66.320,0.981,2.337e-16,chain+rb,0
32,16,z:il2d,nat-oop,347,347,66.472,1.001,2.337e-16,chain+rb,1
32,32,z:il2d,nat-oop,783,727,65.361,0.928,3.852e-16,chain+rb2,0
32,32,z:il2d,nat-oop,735,720,69.683,0.979,3.852e-16,chain+rb2,1
32,64,z:il2d,nat-oop,2087,1878,53.983,0.900,3.015e-16,chain+rb2,0
32,64,z:il2d,nat-oop,2516,1913,44.762,0.760,3.517e-16,chain+rb2,1
32,128,z:il2d,nat-oop,5586,6802,43.994,1.218,3.513e-16,chain,0
32,128,z:il2d,nat-oop,5890,6889,41.728,1.170,3.513e-16,chain,1
32,256,z:il2d,nat-oop,13010,15296,40.928,1.176,3.961e-16,chain,0
32,256,z:il2d,nat-oop,13001,15044,40.956,1.157,3.961e-16,chain,1
32,512,z:il2d,nat-oop,27674,32020,41.443,1.157,4.618e-16,chain,0
32,512,z:il2d,nat-oop,26935,32223,42.579,1.196,4.618e-16,chain,1
32,1024,z:il2d,nat-oop,56690,69336,43.351,1.223,3.535e-16,chain,0
