N1,N2,plan,path,vfft_ns,mkl_ns,vfft_gflops,ratio_vs_mkl,rt_err,route,flip
2,2,z:il2d,nat-oop,11,13,3.739,1.186,1.390e-16,csk+rb,0
2,2,z:il2d,nat-oop,11,13,3.719,1.174,1.390e-16,csk+rb,1
2,4,z:il2d,nat-oop,12,157,9.730,12.728,1.663e-16,csk+rb,0
2,4,z:il2d,nat-oop,12,157,9.685,12.671,1.663e-16,csk+rb,1
2,8,z:il2d,nat-oop,17,167,19.303,10.084,1.913e-16,csk+rb,0
2,8,z:il2d,nat-oop,16,168,19.620,10.285,1.913e-16,csk+rb,1
2,16,z:il2d,nat-oop,26,205,30.347,7.766,1.991e-16,csk+rb2,0
2,16,z:il2d,nat-oop,26,205,30.311,7.751,1.991e-16,csk+rb2,1
2,32,z:il2d,nat-oop,41,305,46.535,7.401,2.012e-16,csk+rb2,0
2,32,z:il2d,nat-oop,41,307,46.313,7.394,2.012e-16,csk+rb2,1
2,64,z:il2d,nat-oop,80,467,55.772,5.809,2.222e-16,csk,0
2,64,z:il2d,nat-oop,80,466,55.696,5.792,2.222e-16,csk,1
2,128,z:il2d,nat-oop,161,830,63.755,5.170,3.653e-16,csk,0
2,128,z:il2d,nat-oop,160,831,64.089,5.198,3.653e-16,csk,1
2,256,z:il2d,nat-oop,321,1535,71.756,4.780,3.866e-16,csk,0
2,256,z:il2d,nat-oop,321,1536,71.842,4.790,3.866e-16,csk,1
2,512,z:il2d,nat-oop,1108,2971,46.222,2.682,4.524e-16,chain,0
2,512,z:il2d,nat-oop,1117,2966,45.847,2.656,4.524e-16,chain,1
2,1024,z:il2d,nat-oop,2195,6027,51.310,2.745,3.978e-16,csk,0
2,1024,z:il2d,nat-oop,2188,6026,51.471,2.754,3.978e-16,csk,1
2,2048,z:il2d,nat-oop,4547,12261,54.055,2.697,2.888e-16,csk,0
2,2048,z:il2d,nat-oop,4546,12286,54.062,2.703,2.888e-16,csk,1
2,4096,z:il2d,nat-oop,9758,25111,54.567,2.573,3.892e-16,csk,0
2,4096,z:il2d,nat-oop,9808,25085,54.289,2.558,3.892e-16,csk,1
2,8192,z:il2d,nat-oop,21199,51498,54.100,2.429,4.191e-16,csk,0
2,8192,z:il2d,nat-oop,21258,51461,53.950,2.421,4.191e-16,csk,1
4,2,z:il2d,nat-oop,12,155,9.947,12.835,8.909e-17,csk+rb,0
4,2,z:il2d,nat-oop,12,155,9.981,12.864,8.909e-17,csk+rb,1
4,4,z:il2d,nat-oop,15,19,21.366,1.238,1.990e-16,csk+rb,0
4,4,z:il2d,nat-oop,15,19,21.449,1.244,1.990e-16,csk+rb,1
4,8,z:il2d,nat-oop,21,175,38.741,8.463,1.683e-16,csk+rb,0
4,8,z:il2d,nat-oop,21,180,38.701,8.684,1.683e-16,csk+rb,1
4,16,z:il2d,nat-oop,39,212,48.917,5.414,2.804e-16,csk+rb2,0
4,16,z:il2d,nat-oop,39,212,48.848,5.405,2.804e-16,csk+rb2,1
4,32,z:il2d,nat-oop,72,317,62.571,4.421,1.653e-16,csk+rb2,0
4,32,z:il2d,nat-oop,72,318,62.559,4.447,1.653e-16,csk+rb2,1
4,64,z:il2d,nat-oop,152,505,67.423,3.327,2.879e-16,csk+rb2,0
4,64,z:il2d,nat-oop,152,505,67.509,3.331,2.879e-16,csk+rb2,1
4,128,z:il2d,nat-oop,325,949,70.940,2.922,3.727e-16,csk,0
4,128,z:il2d,nat-oop,322,949,71.505,2.946,3.727e-16,csk,1
4,256,z:il2d,nat-oop,700,1803,73.121,2.575,3.702e-16,chain,0
4,256,z:il2d,nat-oop,702,1803,72.956,2.568,3.702e-16,chain,1
4,512,z:il2d,nat-oop,1969,3613,57.208,1.835,4.579e-16,chain,0
4,512,z:il2d,nat-oop,1998,3618,56.389,1.811,4.579e-16,chain,1
4,1024,z:il2d,nat-oop,4256,7494,57.748,1.761,3.701e-16,csk,0
4,1024,z:il2d,nat-oop,4194,7478,58.603,1.783,3.701e-16,csk,1
4,2048,z:il2d,nat-oop,8738,15439,60.940,1.767,3.376e-16,csk,0
4,2048,z:il2d,nat-oop,8788,15439,60.594,1.757,3.376e-16,csk,1
4,4096,z:il2d,nat-oop,21170,32054,54.174,1.514,3.149e-16,chain,0
4,4096,z:il2d,nat-oop,21216,31970,54.058,1.507,3.149e-16,chain,1
4,8192,z:il2d,nat-oop,40641,66879,60.471,1.646,3.610e-16,csk,0
4,8192,z:il2d,nat-oop,40731,66820,60.337,1.641,3.610e-16,csk,1
8,2,z:il2d,nat-oop,16,166,20.169,10.483,1.200e-16,csk+rb,0
8,2,z:il2d,nat-oop,16,166,20.202,10.507,1.200e-16,csk+rb,1
8,4,z:il2d,nat-oop,21,179,37.402,8.389,1.597e-16,csk+rb,0
8,4,z:il2d,nat-oop,21,179,37.452,8.392,1.597e-16,csk+rb,1
8,8,z:il2d,nat-oop,34,36,56.274,1.069,1.474e-16,csk+rb,0
8,8,z:il2d,nat-oop,34,36,55.717,1.058,1.474e-16,csk+rb,1
8,16,z:il2d,nat-oop,71,246,62.712,3.447,2.816e-16,csk+rb2,0
8,16,z:il2d,nat-oop,71,246,62.689,3.447,2.816e-16,csk+rb2,1
8,32,z:il2d,nat-oop,144,406,70.979,2.813,2.632e-16,csk+rb2,0
8,32,z:il2d,nat-oop,144,404,70.878,2.798,2.632e-16,csk+rb2,1
8,64,z:il2d,nat-oop,320,688,72.015,2.149,2.937e-16,csk+rb2,0
8,64,z:il2d,nat-oop,319,689,72.212,2.161,2.937e-16,csk+rb2,1
8,128,z:il2d,nat-oop,715,1406,71.581,1.965,3.338e-16,chain,0
8,128,z:il2d,nat-oop,713,1402,71.776,1.965,3.338e-16,chain,1
8,256,z:il2d,nat-oop,2050,2850,54.955,1.391,3.507e-16,csk,0
8,256,z:il2d,nat-oop,2051,2844,54.933,1.387,3.507e-16,csk,1
